week,id,level
1,1990,65.42984465802152
1,1991,67.02312706778332
1,1992,67.10835438156349
1,1993,66.84505830801021
1,1994,66.5802428000667
1,1995,67.01999301287148
1,1996,67.4521670636846
1,1997,66.5878705053555
1,1998,67.29857125961047
1,1999,67.47620918488889
1,2000,67.75928312939578
1,2001,68.1778238917388
1,2002,67.15065160302801
1,2003,67.09524835082394
1,2004,66.47690408001016
1,2005,68.0954200075384
1,2006,66.59212364053106
1,2007,67.6020804852802
1,2008,66.95242956509476
1,2009,66.12321610924677
1,2010,67.85406623936817
1,2011,66.6614604429304
1,2012,67.49945474134952
1,2013,67.10284834767252
1,2014,68.88561447007939
1,2015,67.34856179039319
2,1990,58.543014106256905
2,1991,61.63721310621074
2,1992,62.09111021245587
2,1993,61.4389032316542
2,1994,61.07511910318354
2,1995,60.60163229694956
2,1996,62.56321143767323
2,1997,60.5131957629812
2,1998,61.87656411753716
2,1999,61.62008252545331
2,2000,63.091900997837705
2,2001,63.406262914203936
2,2002,63.89409219423739
2,2003,61.060069495088534
2,2004,60.21310204129004
2,2005,63.961394849590604
2,2006,60.37326951431482
2,2007,62.70798396018508
2,2008,61.285495315773026
2,2009,59.879341451340615
2,2010,61.7272110663048
2,2011,61.08767302669049
2,2012,61.85914137603042
2,2013,60.503003135579874
2,2014,64.39005931371706
2,2015,61.79058208982667
3,1990,53.08624737009502
3,1991,57.36951310357231
3,1992,58.578018694734986
3,1993,58.09817058737805
3,1994,56.90007803108677
3,1995,56.12332307559697
3,1996,60.03781422523985
3,1997,56.024136882651675
3,1998,58.183227795912686
3,1999,57.236741042321796
3,2000,59.34842045087725
3,2001,59.86441837046797
3,2002,61.4538027058805
3,2003,57.333067465744506
3,2004,55.31070014285673
3,2005,61.14294785195617
3,2006,55.648919544300874
3,2007,58.91741432321239
3,2008,58.122116616851045
3,2009,55.728852972955366
3,2010,57.63659905739541
3,2011,57.28098166024421
3,2012,56.56098067686182
3,2013,56.56771509816837
3,2014,59.602659727949046
3,2015,57.57689167706637
4,1990,49.00973529905532
4,1991,54.318151009037784
4,1992,55.069387560331364
4,1993,54.45006872867331
4,1994,54.61942343357601
4,1995,53.82875262868492
4,1996,58.40129931350839
4,1997,53.48335636089899
4,1998,54.47059090111581
4,1999,53.91712980573058
4,2000,54.549030595206574
4,2001,58.1688795601925
4,2002,58.087385145826694
4,2003,55.47926091999958
4,2004,51.44656324918209
4,2005,57.63802207508835
4,2006,52.20950861323322
4,2007,54.833395001670596
4,2008,55.257989695102054
4,2009,53.89852715388902
4,2010,54.00429872695567
4,2011,54.21676915781105
4,2012,52.03608276405243
4,2013,54.20694894705843
4,2014,55.12104683492619
4,2015,53.329384050510356
5,1990,46.85712146120493
5,1991,50.76244826169237
5,1992,53.25761193549926
5,1993,51.457471314469224
5,1994,52.0965786086616
5,1995,51.45685305735801
5,1996,56.080246828329116
5,1997,51.15429119809416
5,1998,51.508237567590385
5,1999,50.66549766154614
5,2000,50.95089647376708
5,2001,56.075404021704266
5,2002,54.303480678897984
5,2003,53.43601058571043
5,2004,48.83032388589658
5,2005,54.15514305957489
5,2006,50.03522122133584
5,2007,50.80727779857755
5,2008,52.738976402642336
5,2009,52.21202786727419
5,2010,50.73083299999961
5,2011,51.35877226139482
5,2012,47.536950643137196
5,2013,52.912988573973486
5,2014,52.05339848026117
5,2015,50.93380501665947
6,1990,46.794190380782446
6,1991,47.118361362555056
6,1992,51.250605461872226
6,1993,50.024847553180635
6,1994,49.403552756217316
6,1995,49.45010620484509
6,1996,53.45330729109558
6,1997,48.96893684876821
6,1998,48.83928473513807
6,1999,48.155127621362134
6,2000,48.71077154486889
6,2001,54.70058428218431
6,2002,51.110479350138625
6,2003,50.611000367151725
6,2004,47.061681640401424
6,2005,51.12672146211971
6,2006,47.574264439982294
6,2007,47.52563926154653
6,2008,50.64777202487351
6,2009,50.53291664709885
6,2010,47.44985015185209
6,2011,49.09313834149792
6,2012,43.04911579970316
6,2013,51.09926026168464
6,2014,50.52364216791446
6,2015,48.75937728469449
7,1990,45.999197333089356
7,1991,43.66075047749987
7,1992,49.563729163179396
7,1993,47.76640508650383
7,1994,46.17169439038562
7,1995,48.217694890929565
7,1996,51.15018559745975
7,1997,46.878566279112626
7,1998,46.965235531710995
7,1999,45.095808142487954
7,2000,46.39468460771891
7,2001,53.32175084939963
7,2002,47.78485172720889
7,2003,47.002305267412744
7,2004,44.26945901312804
7,2005,48.764678071094615
7,2006,44.85629486965475
7,2007,45.461346891102835
7,2008,47.80533014362987
7,2009,48.05322075397318
7,2010,43.88422943343322
7,2011,46.64381922591661
7,2012,39.160802015864114
7,2013,48.138603363844474
7,2014,49.50294422152483
7,2015,46.78525043594546
8,1990,45.29835639573183
8,1991,41.30229685673884
8,1992,46.5006117843562
8,1993,44.75174954596681
8,1994,42.94449801915163
8,1995,46.809267406352525
8,1996,48.64805699144917
8,1997,44.842590280550766
8,1998,46.333115562452804
8,1999,42.4381281239908
8,2000,42.56983089088644
8,2001,51.13930649025099
8,2002,45.06899841897237
8,2003,44.241021773596486
8,2004,42.79917568289715
8,2005,45.10334656286729
8,2006,43.337329384170154
8,2007,42.65218007127386
8,2008,45.62566197303436
8,2009,45.21618776551622
8,2010,41.69342776684614
8,2011,43.6475951731794
8,2012,36.570492898175196
8,2013,44.99924468872374
8,2014,47.90399895875116
8,2015,45.333461846677885
9,1990,45.4049116510147
9,1991,39.57613226313756
9,1992,44.54454598175355
9,1993,41.08713721565146
9,1994,40.76178449034838
9,1995,45.456379179869636
9,1996,46.27381929637376
9,1997,44.39162019539096
9,1998,45.633010695552805
9,1999,40.193255432905545
9,2000,40.24721862506673
9,2001,48.18389560204862
9,2002,42.500420206604026
9,2003,42.392965771767464
9,2004,40.697175702809105
9,2005,41.50306837383571
9,2006,41.38462504877624
9,2007,40.331823710264246
9,2008,44.34856672583192
9,2009,42.80691899611352
9,2010,41.19085795827754
9,2011,41.28701824620496
9,2012,34.94559943492197
9,2013,43.066603145313906
9,2014,46.85882311386598
9,2015,44.25695269081721
10,1990,44.294569360815984
10,1991,38.545629594616265
10,1992,43.187775044797675
10,1993,37.48978914299653
10,1994,39.487095969884535
10,1995,43.677990022235235
10,1996,43.23339928211901
10,1997,43.59291778781833
10,1998,43.705961411151016
10,1999,38.1721840642821
10,2000,37.51603931653905
10,2001,47.15103359026695
10,2002,40.44273279252048
10,2003,40.51565582382667
10,2004,38.07025903943552
10,2005,37.78282193355731
10,2006,39.07693663461394
10,2007,38.37645408314581
10,2008,42.06047205254303
10,2009,41.10799364352675
10,2010,39.45640641473161
10,2011,39.211957386779076
10,2012,32.88446858717463
10,2013,42.005444875725814
10,2014,45.86479439502252
10,2015,43.367375437837524
11,1990,42.91439068943933
11,1991,37.67720329013312
11,1992,41.801868834071925
11,1993,35.483341310887504
11,1994,38.957079818726385
11,1995,42.28829878632411
11,1996,40.69726608824331
11,1997,43.22141302828745
11,1998,41.271238076557694
11,1999,35.93138807925452
11,2000,34.73829976937482
11,2001,46.280131403650536
11,2002,38.57520672489335
11,2003,39.69210560798565
11,2004,36.627623558808565
11,2005,34.52425693762697
11,2006,36.72070771735816
11,2007,36.971663023883636
11,2008,40.47890121318452
11,2009,39.05951733155214
11,2010,37.157521622743374
11,2011,37.350776218103945
11,2012,31.5292297107996
11,2013,40.547167717689184
11,2014,44.92013718418755
11,2015,41.964976809631466
12,1990,43.18232222554035
12,1991,37.133199199230646
12,1992,40.37001719233365
12,1993,35.80886619938755
12,1994,37.222725751941525
12,1995,40.99669688370155
12,1996,38.33530317191686
12,1997,41.15457986614601
12,1998,39.24685169706774
12,1999,33.53796591606918
12,2000,32.54143830331973
12,2001,45.02167781400058
12,2002,37.3085247485838
12,2003,38.883944615572915
12,2004,36.93058041654115
12,2005,31.9000571932343
12,2006,34.7880898384017
12,2007,35.60845322161898
12,2008,37.88387897807446
12,2009,37.04767337851972
12,2010,36.077779210751096
12,2011,36.20926168062029
12,2012,30.944061086707467
12,2013,38.43877936542685
12,2014,44.16346314831264
12,2015,39.938931158532206
13,1990,42.895026027238494
13,1991,36.43823355328734
13,1992,38.285436259445376
13,1993,34.36860609790093
13,1994,36.03212393147779
13,1995,39.30129823815948
13,1996,36.90957259259421
13,1997,39.316468181029066
13,1998,37.71478616129232
13,1999,31.795787788003206
13,2000,30.73072015027623
13,2001,43.64144593491156
13,2002,35.558796532015315
13,2003,39.06776735671767
13,2004,35.3774260549618
13,2005,30.682078832782835
13,2006,34.02511931289917
13,2007,34.466247882348654
13,2008,35.31051387915928
13,2009,34.93980557272893
13,2010,35.692075889092735
13,2011,35.236021923871945
13,2012,31.45225891903969
13,2013,36.342988587032835
13,2014,42.507352930946304
13,2015,37.976641100230715
14,1990,42.54835423442808
14,1991,36.626789602022335
14,1992,36.39045011522165
14,1993,32.25075363258642
14,1994,36.67013766087566
14,1995,37.82306177124692
14,1996,35.53987265909228
14,1997,38.40889193527918
14,1998,37.51903495989532
14,1999,31.401870338019197
14,2000,30.062823058913605
14,2001,43.165686503175714
14,2002,35.05102824580176
14,2003,39.467620965711845
14,2004,35.122295884760796
14,2005,30.390805142166116
14,2006,33.62912064001913
14,2007,34.154842388868126
14,2008,34.16790640584253
14,2009,33.99155790454686
14,2010,35.630625788135355
14,2011,35.4732310135869
14,2012,31.022935457613126
14,2013,35.293424366334975
14,2014,41.885285186727394
14,2015,36.664608758142656
15,1990,42.1726834684581
15,1991,37.907362506589656
15,1992,34.7161001036788
15,1993,29.84292691963501
15,1994,36.698678985495604
15,1995,35.82515816961507
15,1996,34.800970674436016
