year,region,scenario,avg,min,max,min_s,max_s
1982,CEE,RCP85,9.147447841552548,8.634405031589523,9.669756799729653,7.40207260397466,9.637482468560393
1982,CWE,RCP45,9.831395217503111,9.370455369931001,10.516774318195967,8.532441080553944,10.251777440451054
1982,CWE,RCP85,9.766914239090678,9.275231474691195,10.534477770708735,8.471364128179044,10.221344111229078
1982,Iberia,RCP45,13.780772321218505,13.321846367346525,14.498008903789197,13.04721700367112,14.253439892740335
1982,Iberia,RCP85,13.739743510569582,13.237390123735292,14.472562688683821,12.985075914189931,14.210691947616215
1982,Italy,RCP45,12.281485717830208,11.678769134817287,12.776748585886196,11.327283062556385,12.678717028467737
1982,Italy,RCP85,12.226803879759508,11.562538056965366,12.907121608019793,11.2866367647145,12.645505989922432
1982,Northern,RCP45,3.59542462022588,2.2626967209853905,4.7548654623865,1.6905778488506198,3.8904033231967365
1982,Northern,RCP85,3.5421811606974463,2.227328958239307,4.754199591921373,1.6184775927670954,3.8632651123094792
1982,SEE,RCP45,11.532409420241956,10.736351791386818,12.442136020522593,10.44136862710757,12.209309974951932
1982,SEE,RCP85,11.4682203857571,10.602454532220099,12.265582781375207,10.348005064340184,12.181233993859385
1982,UK & Ireland,RCP45,9.092857092158784,8.15150598287181,10.005014534727101,8.369461261355537,9.637987575299794
1982,UK & Ireland,RCP85,9.067915098196684,8.057092021709774,9.941352615179458,8.320778990774722,9.618254815551666
1983,CEE,RCP45,8.708456243249485,7.381285390995214,9.528108766335649,7.4736943986518405,9.687795242857563
1983,CEE,RCP85,8.686902877846387,7.4063160520754225,9.400888437803403,7.434096419942756,9.664081727318633
1983,CWE,RCP45,9.483500897500232,9.16333485634848,10.444397865660735,8.552341118260037,10.277324514860293
1983,CWE,RCP85,9.436408404852163,9.021746724455788,10.429595816011512,8.492135333739553,10.248248177236606
1983,Iberia,RCP45,13.590556260259573,13.196165224664398,14.042939286615665,13.070335605320961,14.278466309416489
1983,Iberia,RCP85,13.530526998368106,13.090481335714014,14.015057840554668,13.00947925323326,14.23644415619758
1983,Italy,RCP45,11.938660135638415,11.4671398988404,12.37661206400179,11.378274745587282,12.71168800691776
1983,Italy,RCP85,11.904083229074566,11.461887256755745,12.373272423383128,11.345773050491818,12.679477218189115
1983,Northern,RCP45,3.0625501809652946,2.181148410067133,3.8987824362239167,1.774692318143255,3.892084761946743
1983,Northern,RCP85,3.0112290763886196,2.091377878094583,3.9214669667930493,1.703182148796088,3.869841113507233
1983,SEE,RCP45,11.184430246400488,9.708847712736889,12.366793171133768,10.46354016022945,12.242167748001751
1983,SEE,RCP85,11.15186144807419,9.726518145923482,12.250032790342154,10.381658243077519,12.213031533816915
1983,UK & Ireland,RCP45,8.973751805170103,8.639066562083736,9.996932393629985,8.368805299449319,9.660794044769386
1983,UK & Ireland,RCP85,8.930650819463692,8.571810704661994,9.92617396305061,8.322577778032668,9.642583382326244
1984,CEE,RCP45,8.410495954270763,7.699810642899436,9.101766787775858,7.546401632273936,9.737222399617883
1984,CEE,RCP85,8.376037571645925,7.461044217816593,9.085776535746506,7.505671144379274,9.718028340526322
1984,CWE,RCP45,8.952421557436564,7.799952118304518,9.528173710628137,8.605899150821612,10.322956176212466
1984,CWE,RCP85,8.924501447722665,7.73795553095099,9.584008245462245,8.54775337923761,10.297344664567001
1984,Iberia,RCP45,13.404396457054798,13.212879097753985,13.51262360060289,13.11090255434013,14.329377717664489
1984,Iberia,RCP85,13.37258550650556,13.175849456926017,13.509667619228534,13.052678884002093,14.286757206639889
1984,Italy,RCP45,11.831950133392738,11.178228486072214,12.49761114769251,11.433993494412867,12.745010838746367
1984,Italy,RCP85,11.812654374276299,11.084742027504944,12.364187366793942,11.410181360641122,12.716948571910642
1984,Northern,RCP45,2.7311741811881647,2.3663325248359937,3.780173453237378,1.859575785851166,3.9376722380461433
1984,Northern,RCP85,2.6771316766338833,2.2294722440544232,3.935894337623586,1.7899812161033448,3.9205849947978755
1984,SEE,RCP45,11.237795718151592,10.239517075103171,12.301084515278838,10.52184417679872,12.26540472574332
1984,SEE,RCP85,11.196852597676815,10.453176681643717,12.267244124566224,10.43938073751756,12.239919242304726
1984,UK & Ireland,RCP45,8.577716810722766,7.895198983771835,9.431724449104934,8.398462398673137,9.682388643724334
1984,UK & Ireland,RCP85,8.541338310666736,7.815225232417559,9.486439296746708,8.354452076736276,9.666782021114736
1985,CEE,RCP45,9.144480500365349,8.261644332875882,10.127652473567505,7.6578120675170185,9.791824141617314
1985,CEE,RCP85,9.087475371126661,8.367091850299461,10.05712128000873,7.619082595932934,9.774596612248796
1985,CWE,RCP45,9.730072084812432,8.943432608889134,10.188600875985163,8.703901088992385,10.37625665810579
1985,CWE,RCP85,9.67644957672071,9.05066078167656,10.07516937937748,8.643057380998014,10.352461413271019
1985,Iberia,RCP45,13.754296148192115,13.140802214565518,14.139023982404918,13.14385906895244,14.385326983459482
1985,Iberia,RCP85,13.703283619185921,13.103145074326786,14.124964079341737,13.085547038355541,14.342340374067573
1985,Italy,RCP45,12.277168560295955,11.635597900954679,12.805626748155476,11.484913376991951,12.804161083225745
1985,Italy,RCP85,12.226798366060862,11.669393427474688,12.760842051276313,11.458222306262265,12.776106353116576
1985,Northern,RCP45,3.1513553573968442,2.1692047588645917,4.510127716573051,1.9284898452608874,3.9913816003346634
1985,Northern,RCP85,3.094878400825208,2.4050145051758998,4.476601081708785,1.859165954924247,3.975539511980864
1985,SEE,RCP45,11.516559918427895,10.418251978001496,12.353359543979106,10.585199239523387,12.338937216082302
1985,SEE,RCP85,11.45518015099369,10.161581395772181,12.3192727776889,10.507114726100468,12.315559891616006
1985,UK & Ireland,RCP45,8.929733660645418,8.016342448480309,9.908315046380613,8.439103591793499,9.723831357799488
1985,UK & Ireland,RCP85,8.911140056844289,7.920165488595319,9.959864113641578,8.39414012334249,9.703679113819618
1986,CEE,RCP45,8.649676127695706,7.152649147550899,9.72444206529871,7.686532306617442,9.828147690991186
1986,CEE,RCP85,8.551647458337953,7.0603532919986005,9.506259323666029,7.644332122062958,9.798035390797587
1986,CWE,RCP45,9.56631235644605,8.196239998081612,10.410966238742837,8.737501204667188,10.40516413020947
1986,CWE,RCP85,9.492901772755994,8.211250481817766,10.19083002717151,8.675135940017048,10.381594707741142
1986,Iberia,RCP45,13.806645121586255,13.221247333936084,14.330071761044369,13.171452929085724,14.430877993948286
1986,Iberia,RCP85,13.758086342383896,13.216933145571767,14.331181451185566,13.109126052598901,14.388475648243976
1986,Italy,RCP45,12.116399176734298,11.282299813413431,12.75197951608942,11.52366601362436,12.845068891444923
1986,Italy,RCP85,12.045770729074576,11.272769169579647,12.613202530536626,11.49189239297096,12.812026756230827
1986,Northern,RCP45,2.810144479581652,0.9116278813398795,4.363264880514768,1.939579578820946,4.006799305749007
1986,Northern,RCP85,2.7388752894748465,0.8585468727101188,4.366992980588579,1.8690654331916483,3.9904972751453855
1986,SEE,RCP45,11.357790339319811,10.545778483157301,11.974717762619708,10.616267769544525,12.39390339550644
1986,SEE,RCP85,11.273880952041578,10.464200709003741,11.835433339548876,10.537685951584118,12.370204149169469
1986,UK & Ireland,RCP45,8.813242144738313,7.797834713241493,9.325842640264685,8.430843312745099,9.748721786571103
1986,UK & Ireland,RCP85,8.771927545927994,7.848870242240093,9.29282850170713,8.386160317716381,9.726934535123286
1987,CEE,RCP45,8.526906942071726,7.196429437895173,9.604995700659188,7.715988890841089,9.804910410383599
1987,CEE,RCP85,8.482136242085305,7.100704161344067,9.492436747172686,7.675323447766465,9.768100150425061
1987,CWE,RCP45,9.530420017176285,9.097828975059793,10.10489654834703,8.756824044236488,10.403052482699831
1987,CWE,RCP85,9.483969414179619,8.97590568540316,10.086242612424682,8.697587226746407,10.377502706015811
1987,Iberia,RCP45,14.124235126917647,12.929801926987283,15.071546437327761,13.206429202625054,14.4374883419987
1987,Iberia,RCP85,14.06840264667179,12.94110695385693,14.933161729488608,13.14093109589392,14.395454645058242
1987,Italy,RCP45,12.18771287536444,11.70449288498844,12.516110503694392,11.529728019116227,12.834529436204187
1987,Italy,RCP85,12.141510934554013,11.555258620155541,12.651224073773221,11.497568868192745,12.798826424785323
1987,Northern,RCP45,2.8443099907442795,1.7453167396070763,3.9078177135760033,1.9945535123263054,4.028568529304783
1987,Northern,RCP85,2.7614220728088643,1.4892898187444263,3.798859885244777,1.928468450679763,4.0044550992352645
1987,SEE,RCP45,11.346470846655668,9.989038937354948,12.426449865944956,10.624758573862517,12.371991449214228
1987,SEE,RCP85,11.30494187897456,9.840615948003844,12.59827103421557,10.547037605202512,12.342085323804923
1987,UK & Ireland,RCP45,9.103577226708389,8.715961191778646,9.769099744157987,8.45565190673187,9.77650934074786
1987,UK & Ireland,RCP85,9.06825461313432,8.593164041000957,9.83811650289245,8.411022692679413,9.755445076874087
1988,CEE,RCP45,9.274680215159712,8.442419119063475,10.190890244107976,7.764871733688691,9.840685702117591
1988,CEE,RCP85,9.206315953850474,8.287832835860812,10.236895769918823,7.725029613716834,9.78982340445346
1988,CWE,RCP45,9.869299747123986,9.32286165429959,10.315230898435608,8.793559168925059,10.4334128451649
1988,CWE,RCP85,9.799199959559704,9.162043737809741,10.385378540201435,8.738466706677338,10.40044846081629
1988,Iberia,RCP45,13.89205278783556,13.5056646745713,14.558551475349642,13.23570757213901,14.44221573532013
1988,Iberia,RCP85,13.84509102541251,13.494755329864555,14.527179105569633,13.173698974616746,14.396717177521063
1988,Italy,RCP45,12.386991458529359,11.92823874332089,12.883447108230655,11.541750332231773,12.834010258154859
1988,Italy,RCP85,12.328382174822757,11.781405672804851,12.984364299838035,11.511719365958934,12.789398644316385
1988,Northern,RCP45,3.223141070820205,2.428695916387104,3.8786382207308896,2.0408607822519635,4.07549017146392
1988,Northern,RCP85,3.174547928093462,2.44485352330818,3.876543483012521,1.9776744650645421,4.052148037003446
1988,SEE,RCP45,11.856852740217445,11.135546290843982,12.515691973689455,10.657944337361648,12.35863252944561
1988,SEE,RCP85,11.793184210132399,10.985153345674119,12.488149865452558,10.591940867888043,12.321103721081679
1988,UK & Ireland,RCP45,9.207397543539383,8.8178282350241,9.9110275835300925,8.49151411872957,9.802663480748599
1988,UK & Ireland,RCP85,9.158729473876276,8.812963971166342,9.86189957572648,8.448831883105496,9.779407933610313
1989,CEE,RCP45,8.682345180371774,7.57779297249929,9.619721669607951,7.8065801939628425,9.854854041372176
1989,CEE,RCP85,8.643030881909828,7.507644684791433,9.670946095510107,7.764691175221141,9.810005281666172
1989,CWE,RCP45,9.573487684221522,8.950259996556806,10.676243457749614,8.833198972420167,10.452935563259407
1989,CWE,RCP85,9.542289855472353,8.859386113536006,10.682607997231333,8.77540962897381,10.416981550777361
1989,Iberia,RCP45,13.912537054630882,13.452289330952448,14.501309814616237,13.265576673647791,14.459682667488583
1989,Iberia,RCP85,13.866901103252218,13.364354070956196,14.48088245054985,13.203774095056632,14.415941568169455
1989,Italy,RCP45,12.139600443857589,11.563963460484274,13.017672611727846,11.574181147487407,12.859985209235614
1989,Italy,RCP85,12.099411824964982,11.489345612920147,13.031799272698208,11.543041173604218,12.819090064488652
1989,Northern,RCP45,3.3966737105049307,1.8766197339634918,4.756217574902759,2.088347160073363,4.092294892617493
1989,Northern,RCP85,3.3518197882272993,1.796376761676673,4.793781775618549,2.0257969998822696,4.068650401851464
1989,SEE,RCP45,11.289881811623982,10.05308797621982,12.01108574034819,10.684640006951062,12.401918748927972
1989,SEE,RCP85,11.251324386315309,10.210128302552729,12.028359850840918,10.617792600877758,12.369481459534763
1989,UK & Ireland,RCP45,9.349161484482611,8.97608555976776,9.759215092266846,8.527034810907752,9.810430766791724
1989,UK & Ireland,RCP85,9.31180823702628,9.010868196870895,9.794770778675902,8.487952358794615,9.782801549217377
1990,CEE,RCP45,9.01950691974044,8.123497568765009,9.84366258077054,7.813339996047294,9.901673789619222
1990,CEE,RCP85,8.957944573575418,8.117841654875354,9.606024669846207,7.774477915611198,9.863487193100463
1990,CWE,RCP45,9.921478299664644,9.442767201397166,10.648733320206192,8.844105151866716,10.470348087027991
1990,CWE,RCP85,9.84662442558967,9.394034798837694,10.469053472387875,8.785235962529763,10.43874183704645
1990,Iberia,RCP45,14.010151360220803,13.411060083945712,14.422846547587588,13.320715418804417,14.491393426543937
1990,Iberia,RCP85,13.965525769351371,13.355124882866313,14.376056077400357,13.260321857595898,14.449325375293427
1990,Italy,RCP45,12.35523311509047,11.857685543486696,12.836703295947359,11.579841083567771,12.887013373652037
1990,Italy,RCP85,12.297131756471828,11.750520612728394,12.679324373580243,11.54459494223375,12.839680097362566
1990,Northern,RCP45,3.170007999931649,2.56154881175681,4.138957879665873,2.132425230836964,4.123556003027785
1990,Northern,RCP85,3.10825433507522,2.494692347130621,4.124697475001589,2.0728077154792164,4.106754174671863
1990,SEE,RCP45,11.622128412848982,11.138085430593492,12.498054516128866,10.660388243643505,12.451297283595848
1990,SEE,RCP85,11.55909710933621,10.97272948730219,12.252829872807984,10.597570786295886,12.406283393927056
1990,UK & Ireland,RCP45,9.451544890165948,8.999819015913765,9.91289872789586,8.545473675051577,9.799330247874655
1990,UK & Ireland,RCP85,9.401755589530154,8.901899265575304,9.80336106900248,8.5077383015773,9.772597774670277
1991,CEE,RCP45,9.377340662256765,8.838842336618725,10.241812570775343,7.8788227715158685,9.950687268675953
1991,CEE,RCP85,9.284403542172184,8.857769553117969,10.496469267796,7.8031885677083865,9.890489152939962
1991,CWE,RCP45,9.916866666686424,9.354567711445256,10.800789776959858,8.901059240686811,10.491826524792195
1991,CWE,RCP85,9.833447868352618,9.193152569321908,10.890315743645086,8.821848855383035,10.459626023621702
1991,Iberia,RCP45,13.986467551650234,13.404674772362453,14.61482655838964,13.367329742145328,14.520830129542224
1991,Iberia,RCP85,13.93350832007884,13.32252033620289,14.56348581594078,13.297337346843383,14.474495118556444
1991,Italy,RCP45,12.293989827419246,11.5101779810322,13.220579544790326,11.615328419217985,12.925677437753642
1991,Italy,RCP85,12.223365797567716,11.41714972250918,13.317034210759516,11.57321978049814,12.861986590515682
1991,Northern,RCP45,3.229823702739343,2.4565829122731184,3.817645346062443,2.204236953085506,4.213320306031425
1991,Northern,RCP85,3.1600037933665996,2.3831678428564484,4.014775928833506,2.1023800673281157,4.18096898560165
1991,SEE,RCP45,11.817463835467775,11.447786910612043,12.542658279196582,10.698332824588537,12.49370273576714
1991,SEE,RCP85,11.729940742060862,11.324721298542075,12.713126331160366,10.63164136727848,12.432012674733466
1991,UK & Ireland,RCP45,9.477758357312712,9.176169952959222,9.822034890470912,8.577326193728165,9.818350253045253
1991,UK & Ireland,RCP85,9.431037567664953,9.095381199277549,9.722319722570486,8.54106544571237,9.787328940025008
1992,CEE,RCP45,8.591290381656812,7.848217113219068,9.074329050862014,7.898116545562202,10.014470647523916
1992,CEE,RCP85,8.514424463518646,7.726010621662561,9.327293913680444,7.833168042387937,9.903923827768685
1992,CWE,RCP45,9.318580784956177,8.762282844412137,9.732779589241566,8.920070886221051,10.55286724365578
1992,CWE,RCP85,9.240304743207234,8.60983906275559,9.812068844491312,8.836964639057522,10.497033731863164
1992,Iberia,RCP45,13.706373879056727,13.262752223702634,14.113490788661387,13.370266959475677,14.56181049939578
1992,Iberia,RCP85,13.652013057639113,13.153031404882144,13.962886104118658,13.299448815924931,14.487781413823717
1992,Italy,RCP45,11.876224689403664,11.346423715998526,12.267802803012103,11.645663469657475,12.978109790270167
1992,Italy,RCP85,11.80757288520526,11.225773432367703,12.297105829892644,11.597513058683973,12.886187311468701
1992,Northern,RCP45,2.653570427205216,1.9456748927649998,3.5107620310324332,2.2530851943503847,4.257836869340741
1992,Northern,RCP85,2.582026554146236,1.878036193655365,3.299965917269485,2.177063126957505,4.219588631747084
1992,SEE,RCP45,11.330344611700422,10.376920033620747,11.91871068121263,10.720922654403141,12.54844635137679
1992,SEE,RCP85,11.263471426461825,10.211809163868123,11.933976586214238,10.66166832927565,12.463661402703753
1992,UK & Ireland,RCP45,8.988855522128015,8.422859088334713,9.831977740726364,8.584330060767217,9.855698743343124
1992,UK & Ireland,RCP85,8.942306502820598,8.401232655605698,9.69801673044881,8.553328255382274,9.818551609576321
1993,CEE,RCP45,8.82437191570677,6.724359631123383,10.407471662187623,7.921666447578615,10.048755755178968
1993,CEE,RCP85,8.75001555420302,6.741527462629918,10.617584577147122,7.870480089873102,9.965691593457457
1993,CWE,RCP45,9.565779066853658,8.326712556792959,11.021062649222884,8.922706201036059,10.561969792635187
1993,CWE,RCP85,9.511074812150387,8.295018540944826,11.003847634329036,8.835394923759464,10.54541761170239
1993,Iberia,RCP45,13.792428249917965,13.171434039329489,14.576527060080222,13.396422925539277,14.582458917817156
1993,Iberia,RCP85,13.740628800547906,13.06672227478748,14.560644154081828,13.314271221131543,14.516560575039044
1993,Italy,RCP45,11.977212943857594,10.961094607934001,12.891799461042922,11.663081291212567,12.998347885108945
1993,Italy,RCP85,11.926586653732102,10.983520128483747,12.922800916533845,11.615181082796703,12.927955420614694
1993,Northern,RCP45,2.9711644489250357,1.7873383197174177,3.908601930462099,2.268124651518256,4.283044694794252
1993,Northern,RCP85,2.9020308901318685,1.691768815404432,3.9278191248184156,2.175004376526428,4.259661106079787
1993,SEE,RCP45,11.351739517981029,9.925144461178984,13.104198915721705,10.734479003557482,12.578964547063332
1993,SEE,RCP85,11.293432985631664,9.978683009893935,13.272927079303349,10.695580323665135,12.486535445330492
1993,UK & Ireland,RCP45,9.096679404486254,8.45021757915709,9.914091047962737,8.573205244992737,9.868873819810444
1993,UK & Ireland,RCP85,9.057445768923085,8.4868799582512775,9.841985461912193,8.541366581723329,9.841862448251126
1994,CEE,RCP45,8.943218135318327,7.950427513781291,10.033671309991494,8.01197738750366,10.056367280196577
1994,CEE,RCP85,8.908607673033737,7.9287693821926,10.046345013287155,7.921255804769252,10.049920574217499
1994,CWE,RCP45,9.72923457978711,9.478782856988824,10.693561185800004,8.978245497122419,10.572311377119231
1994,CWE,RCP85,9.679067767935807,9.33341063514743,10.686091011241007,8.87628879963493,10.61923041200987
1994,Iberia,RCP45,13.65367763524547,12.867262772981379,14.619376758656609,13.419351228772923,14.605609681504875
1994,Iberia,RCP85,13.608155685970653,12.737120030834792,14.597584960264772,13.345073480261517,14.564707478657398
1994,Italy,RCP45,12.259742258926096,11.432198255004835,13.276366114783286,11.701532704131724,13.001391648622718
1994,Italy,RCP85,12.217806653732104,11.485504791002313,13.285642046291969,11.661065949247687,12.97673263273441
1994,Northern,RCP45,3.029596580498679,2.0012371074360242,4.14892190872361,2.312503548525289,4.315358621604458
1994,Northern,RCP85,2.9825921725685154,1.9559158921558542,4.118067907351297,2.1808015734194526,4.317315958683569
1994,SEE,RCP45,11.815499740536929,10.59974136195323,12.664480811010348,10.786251849587675,12.594459084223065
1994,SEE,RCP85,11.773388506920773,10.527459357251846,12.645758566909763,10.74098388955764,12.546491399599704
1994,UK & Ireland,RCP45,9.29374479494721,8.857088350479968,9.839499310026044,8.594135990586087,9.883826293627127
1994,UK & Ireland,RCP85,9.247689507429662,8.846096421958563,9.712017447254178,8.555156441430842,9.886624782466532
1995,CEE,RCP45,8.888885003958364,6.567046427969739,10.204020489915438,8.045334837539512,10.100929157141934
1995,CEE,RCP85,8.84759876847641,6.923622007624006,9.99623067359079,7.963427121586763,10.098749771090429
1995,CWE,RCP45,9.683470865363578,7.4749295775156614,11.101963891845408,8.995807376991333,10.600648504591417
1995,CWE,RCP85,9.636426047223711,7.653889779567358,10.95143710384987,8.925783535637994,10.646949868490754
1995,Iberia,RCP45,14.22616415010445,13.533610934630815,14.744988178729564,13.41588052396485,14.63992863453907
1995,Iberia,RCP85,14.155759071267626,13.486840464942757,14.673852016179469,13.360937010384582,14.598461713412261
1995,Italy,RCP45,12.456474758926092,11.484285846160162,13.29259461426932,11.704564521125473,13.037055902794412
1995,Italy,RCP85,12.39827750989648,11.54324393023245,13.137436413129706,11.690195049676923,13.002680582702673
1995,Northern,RCP45,2.958709122870851,1.6905602733633052,3.665187361662648,2.3444753170561428,4.320789783652667
1995,Northern,RCP85,2.908896211560316,1.9277857464752868,3.59915289329332,2.2443274743637405,4.324945531484722
1995,SEE,RCP45,11.736061312857926,10.680513617653462,12.77634998456754,10.817598945099121,12.641020620567753
1995,SEE,RCP85,11.685583700581592,10.648616810034078,12.737791237365297,10.775571590139595,12.604706723009901
1995,UK & Ireland,RCP45,9.274565964532433,7.7348273579445905,9.882348861903125,8.601765422504192,9.900776044726962
1995,UK & Ireland,RCP85,9.256716385272322,7.818595138292082,9.8393585158216,8.579589177344976,9.906494165458785
1996,CEE,RCP45,8.898262961251106,8.160038966720933,9.730320873888036,8.078643695145074,10.133713133201127
1996,CEE,RCP85,8.838711118769153,7.966152166938318,9.7192847928258,7.988717421784265,10.13714565389705
1996,CWE,RCP45,9.61167518163499,9.180416282306133,10.070030181974158,9.037039078013136,10.63377388667609
1996,CWE,RCP85,9.55435452181652,9.121444623768294,10.006501790130132,8.948590532856002,10.679441590704142
1996,Iberia,RCP45,13.798791579383277,13.349925067642012,14.276310252483645,13.441384212102182,14.652069147627781
1996,Iberia,RCP85,13.747909392349099,13.221908732532652,14.259356483539884,13.39857098609189,14.617266318287209
1996,Italy,RCP45,12.45315119213592,12.043066233913748,13.219155136763561,11.728028295639412,13.068599169563809
1996,Italy,RCP85,12.38869658739106,11.993844813732949,13.05324583673928,11.705827173175773,13.041978705432882
1996,Northern,RCP45,2.7333205949294417,2.0147688375950636,3.48960826754582,2.3994215193152626,4.3178680040962885
1996,Northern,RCP85,2.6921923241382975,2.0042070126659093,3.3597267602967524,2.2714773306607206,4.3201420632564815
1996,SEE,RCP45,11.879891439085753,11.39326922142245,12.475277101710669,10.82433600230453,12.687476717080683
1996,SEE,RCP85,11.79961583696854,11.222781478171138,12.401134127834958,10.790147318908902,12.656577330796058
1996,UK & Ireland,RCP45,9.167626602925951,8.715306122224444,9.594637899873579,8.643622827565688,9.924317407409825
1996,UK & Ireland,RCP85,9.14615495796884,8.745985453060506,9.556526385820433,8.624246203074186,9.923317052273577
1997,CEE,RCP45,9.139076301670435,6.873652431987939,11.313792044411569,8.106414908814992,10.143847148065742
1997,CEE,RCP85,9.045895146055084,6.761520775666314,11.146732857414461,7.988721902920411,10.173700166279355
1997,CWE,RCP45,9.971950420032284,8.193490490249584,11.870738067179706,9.037038158935705,10.650328493240355
1997,CWE,RCP85,9.90128887194922,8.211027360611125,11.608570916512155,8.963352710909335,10.70058236501137
1997,Iberia,RCP45,14.13860371185823,13.289930207118744,14.88514921287504,13.454363390379642,14.678810543878289
1997,Iberia,RCP85,14.100240341544358,13.293679372502302,14.770736626674527,13.442212046052719,14.642207491824717
1997,Italy,RCP45,12.477242087693213,11.273393786016186,13.593629487881515,11.736464460643123,13.089368335729308
1997,Italy,RCP85,12.416483674280052,11.332434101086506,13.502546708810542,11.745547530812322,13.06406533171753
1997,Northern,RCP45,3.206239668787935,1.7321961538506137,5.025131151086016,2.4364127948419427,4.327089246509186
1997,Northern,RCP85,3.146292716471396,1.6474028507336922,4.842752568570979,2.3069011685486305,4.3340221150268725
1997,SEE,RCP45,11.747457577956776,10.305952183712325,12.758744371320471,10.856692356082778,12.694803277842734
1997,SEE,RCP85,11.676775003586682,10.294217891795814,12.878849839928497,10.83205172428087,12.683473443234407
1997,UK & Ireland,RCP45,9.400885817725372,8.759646475908719,10.3910804480369,8.661912970872724,9.938767281598864
1997,UK & Ireland,RCP85,9.3608637898123,8.73286170090293,10.221642022263673,8.664179512640873,9.933388127292535
1998,CEE,RCP45,9.145602450082098,7.739485684654247,10.365395424461703,8.150823676745812,10.183044025355523
1998,CEE,RCP85,9.080966426046652,7.773142845770724,10.072425901327955,8.034047967216775,10.194517489297475
1998,CWE,RCP45,9.62625240807989,8.666448666612032,10.314800710397646,9.044669898840782,10.661568908503078
1998,CWE,RCP85,9.585738022335423,8.648786044003678,10.255562873331588,8.96079927528669,10.70699888013733
1998,Iberia,RCP45,13.896485377997005,13.498206736309065,14.547814414327034,13.463122304519944,14.705545576986204
1998,Iberia,RCP85,13.858895964939004,13.44656760617479,14.558268827258805,13.455189202245199,14.67939214345009
1998,Italy,RCP45,12.430015204131578,12.044740914653289,12.687200064034641,11.773868009528593,13.124582922988468
1998,Italy,RCP85,12.37899802359511,12.161218632954103,12.574538968892796,11.771699558043439,13.077965318590362
1998,Northern,RCP45,3.5242182555537305,3.0754127858210323,3.8886179350285843,2.4504788256978163,4.335298378601612
1998,Northern,RCP85,3.460983734094343,2.981403653814012,3.888779770893511,2.3479028419055683,4.36242292453901
