h,id,label,fuel_class,OutputPower
2016-11-28T10:00:00Z,2010,2010-High Demand,Demand,33884
2016-11-28T10:00:00Z,2014,2014-Shed Load,Demand,31240
2016-11-28T11:00:00Z,1996,1996-Low Demand,Demand,31578
2016-11-28T11:00:00Z,1998,1998-Median Demand,Demand,32021
2016-11-28T11:00:00Z,2000,2000-Low Demand,Demand,31295
2016-11-28T11:00:00Z,2008,2008-High Demand,Demand,33743
2016-11-28T11:00:00Z,2010,2010-High Demand,Demand,33675
2016-11-28T11:00:00Z,2014,2014-Shed Load,Demand,31692
2016-11-28T12:00:00Z,1996,1996-Low Demand,Demand,31018
2016-11-28T12:00:00Z,1998,1998-Median Demand,Demand,31303
2016-11-28T12:00:00Z,2000,2000-Low Demand,Demand,30872
2016-11-28T12:00:00Z,2008,2008-High Demand,Demand,32926
2016-11-28T12:00:00Z,2010,2010-High Demand,Demand,32970
2016-11-28T12:00:00Z,2014,2014-Shed Load,Demand,31304
2016-11-28T13:00:00Z,1996,1996-Low Demand,Demand,30876
2016-11-28T13:00:00Z,1998,1998-Median Demand,Demand,31051
2016-11-28T13:00:00Z,2000,2000-Low Demand,Demand,30798
2016-11-28T13:00:00Z,2008,2008-High Demand,Demand,32623
2016-11-28T13:00:00Z,2010,2010-High Demand,Demand,32749
2016-11-28T13:00:00Z,2014,2014-Shed Load,Demand,31211
2016-11-28T14:00:00Z,1996,1996-Low Demand,Demand,30129
2016-11-28T14:00:00Z,1998,1998-Median Demand,Demand,30250
2016-11-28T14:00:00Z,2000,2000-Low Demand,Demand,30075
2016-11-28T14:00:00Z,2008,2008-High Demand,Demand,31825
2016-11-28T14:00:00Z,2010,2010-High Demand,Demand,31968
2016-11-28T14:00:00Z,2014,2014-Shed Load,Demand,30474
2016-11-28T15:00:00Z,1996,1996-Low Demand,Demand,29009
2016-11-28T15:00:00Z,1998,1998-Median Demand,Demand,29119
2016-11-28T15:00:00Z,2000,2000-Low Demand,Demand,28944
2016-11-28T15:00:00Z,2008,2008-High Demand,Demand,30793
2016-11-28T15:00:00Z,2010,2010-High Demand,Demand,30905
2016-11-28T15:00:00Z,2014,2014-Shed Load,Demand,29362
2016-11-28T16:00:00Z,1996,1996-Low Demand,Demand,28306
2016-11-28T16:00:00Z,1998,1998-Median Demand,Demand,28456
2016-11-28T16:00:00Z,2000,2000-Low Demand,Demand,28188
2016-11-28T16:00:00Z,2008,2008-High Demand,Demand,30307
2016-11-28T16:00:00Z,2010,2010-High Demand,Demand,30393
2016-11-28T16:00:00Z,2014,2014-Shed Load,Demand,28636
2016-11-28T17:00:00Z,1996,1996-Low Demand,Demand,28383
2016-11-28T17:00:00Z,1998,1998-Median Demand,Demand,28707
2016-11-28T17:00:00Z,2000,2000-Low Demand,Demand,28241
2016-11-28T17:00:00Z,2008,2008-High Demand,Demand,30853
2016-11-28T17:00:00Z,2010,2010-High Demand,Demand,30927
2016-11-28T17:00:00Z,2014,2014-Shed Load,Demand,28640
2016-11-28T18:00:00Z,1996,1996-Low Demand,Demand,30869
2016-11-28T18:00:00Z,1998,1998-Median Demand,Demand,31336
2016-11-28T18:00:00Z,2000,2000-Low Demand,Demand,30719
2016-11-28T18:00:00Z,2008,2008-High Demand,Demand,33591
2016-11-28T18:00:00Z,2010,2010-High Demand,Demand,33705
2016-11-28T18:00:00Z,2014,2014-Shed Load,Demand,31052
2016-11-28T19:00:00Z,1996,1996-Low Demand,Demand,31553
2016-11-28T19:00:00Z,1998,1998-Median Demand,Demand,32075
2016-11-28T19:00:00Z,2000,2000-Low Demand,Demand,31380
2016-11-28T19:00:00Z,2008,2008-High Demand,Demand,34323
2016-11-28T19:00:00Z,2010,2010-High Demand,Demand,34458
2016-11-28T19:00:00Z,2014,2014-Shed Load,Demand,31669
2016-11-28T20:00:00Z,1996,1996-Low Demand,Demand,31808
2016-11-28T20:00:00Z,1998,1998-Median Demand,Demand,32377
2016-11-28T20:00:00Z,2000,2000-Low Demand,Demand,31607
2016-11-28T20:00:00Z,2008,2008-High Demand,Demand,34619
2016-11-28T20:00:00Z,2010,2010-High Demand,Demand,34750
2016-11-28T20:00:00Z,2014,2014-Shed Load,Demand,31843
2016-11-28T21:00:00Z,1996,1996-Low Demand,Demand,31504
2016-11-28T21:00:00Z,1998,1998-Median Demand,Demand,32119
2016-11-28T21:00:00Z,2000,2000-Low Demand,Demand,31274
2016-11-28T21:00:00Z,2008,2008-High Demand,Demand,34349
2016-11-28T21:00:00Z,2010,2010-High Demand,Demand,34464
2016-11-28T21:00:00Z,2014,2014-Shed Load,Demand,31450
2016-11-28T22:00:00Z,1996,1996-Low Demand,Demand,29883
2016-11-28T22:00:00Z,1998,1998-Median Demand,Demand,30537
2016-11-28T22:00:00Z,2000,2000-Low Demand,Demand,29640
2016-11-28T22:00:00Z,2008,2008-High Demand,Demand,32767
2016-11-28T22:00:00Z,2010,2010-High Demand,Demand,32864
2016-11-28T22:00:00Z,2014,2014-Shed Load,Demand,29755
2016-11-28T23:00:00Z,1996,1996-Low Demand,Demand,27814
2016-11-28T23:00:00Z,1998,1998-Median Demand,Demand,28450
2016-11-28T23:00:00Z,2000,2000-Low Demand,Demand,27521
2016-11-28T23:00:00Z,2008,2008-High Demand,Demand,30700
2016-11-28T23:00:00Z,2010,2010-High Demand,Demand,30778
2016-11-28T23:00:00Z,2014,2014-Shed Load,Demand,27572
2016-11-28T00:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T00:00:00Z,1998,1998-Median Demand,Fossil fuels,14550.247675292456
2016-11-28T00:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T00:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T00:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T00:00:00Z,2014,2014-Shed Load,Fossil fuels,3301.019158154699
2016-11-28T01:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T01:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T01:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T01:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T01:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T01:00:00Z,2014,2014-Shed Load,Fossil fuels,3301.019158154699
2016-11-28T02:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T02:00:00Z,1998,1998-Median Demand,Fossil fuels,12726.337265230615
2016-11-28T02:00:00Z,2000,2000-Low Demand,Fossil fuels,4423.3827932024415
2016-11-28T02:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T02:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T02:00:00Z,2014,2014-Shed Load,Fossil fuels,2693.345960756641
2016-11-28T03:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T03:00:00Z,1998,1998-Median Demand,Fossil fuels,11680.861705230614
2016-11-28T03:00:00Z,2000,2000-Low Demand,Fossil fuels,3011.7632198016126
2016-11-28T03:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T03:00:00Z,2010,2010-High Demand,Fossil fuels,16799.39903711558
2016-11-28T03:00:00Z,2014,2014-Shed Load,Fossil fuels,2380.632465117832
2016-11-28T04:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T04:00:00Z,1998,1998-Median Demand,Fossil fuels,11781.622385230618
2016-11-28T04:00:00Z,2000,2000-Low Demand,Fossil fuels,3011.7632198016126
2016-11-28T04:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T04:00:00Z,2010,2010-High Demand,Fossil fuels,15925.479157115582
2016-11-28T04:00:00Z,2014,2014-Shed Load,Fossil fuels,2380.632465117832
2016-11-28T05:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T05:00:00Z,1998,1998-Median Demand,Fossil fuels,12286.524005230616
2016-11-28T05:00:00Z,2000,2000-Low Demand,Fossil fuels,3011.7632198016126
2016-11-28T05:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T05:00:00Z,2010,2010-High Demand,Fossil fuels,14964.28583711558
2016-11-28T05:00:00Z,2014,2014-Shed Load,Fossil fuels,2380.632465117832
2016-11-28T06:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T06:00:00Z,1998,1998-Median Demand,Fossil fuels,13457.092403566217
2016-11-28T06:00:00Z,2000,2000-Low Demand,Fossil fuels,3011.7632198016126
2016-11-28T06:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T06:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T06:00:00Z,2014,2014-Shed Load,Fossil fuels,3301.019158154699
2016-11-28T07:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T07:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T07:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T07:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T07:00:00Z,2010,2010-High Demand,Fossil fuels,15778.268117115578
2016-11-28T07:00:00Z,2014,2014-Shed Load,Fossil fuels,2826.618078733149
2016-11-28T08:00:00Z,1996,1996-Low Demand,Fossil fuels,6978.3686412441475
2016-11-28T08:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T08:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T08:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T08:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T08:00:00Z,2014,2014-Shed Load,Fossil fuels,2380.632465117832
2016-11-28T09:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T09:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T09:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T09:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T09:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T09:00:00Z,2014,2014-Shed Load,Fossil fuels,3946.687443881016
2016-11-28T10:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T10:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T10:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T10:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T10:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T10:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T11:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T11:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T11:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T11:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T11:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T11:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T12:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T12:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T12:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T12:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T12:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T12:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T13:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T13:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T13:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T13:00:00Z,2008,2008-High Demand,Fossil fuels,12545.306660084083
2016-11-28T13:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T13:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T14:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T14:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T14:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T14:00:00Z,2008,2008-High Demand,Fossil fuels,11015.984920425712
2016-11-28T14:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T14:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T15:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T15:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T15:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T15:00:00Z,2008,2008-High Demand,Fossil fuels,8966.322309107632
2016-11-28T15:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T15:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T16:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T16:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T16:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T16:00:00Z,2008,2008-High Demand,Fossil fuels,9704.471159478759
2016-11-28T16:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T16:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T17:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T17:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T17:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T17:00:00Z,2008,2008-High Demand,Fossil fuels,11478.121070279985
2016-11-28T17:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T17:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T18:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T18:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T18:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T18:00:00Z,2008,2008-High Demand,Fossil fuels,14339.697584894722
2016-11-28T18:00:00Z,2010,2010-High Demand,Fossil fuels,15533.103333246687
2016-11-28T18:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T19:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T19:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T19:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T19:00:00Z,2008,2008-High Demand,Fossil fuels,14076.633241906588
2016-11-28T19:00:00Z,2010,2010-High Demand,Fossil fuels,16859.239133303334
2016-11-28T19:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T20:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T20:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T20:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T20:00:00Z,2008,2008-High Demand,Fossil fuels,13519.79939674894
2016-11-28T20:00:00Z,2010,2010-High Demand,Fossil fuels,17309.937584894724
2016-11-28T20:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T21:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T21:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T21:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T21:00:00Z,2008,2008-High Demand,Fossil fuels,12466.420782727397
2016-11-28T21:00:00Z,2010,2010-High Demand,Fossil fuels,17309.937584894724
2016-11-28T21:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T22:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T22:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T22:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T22:00:00Z,2008,2008-High Demand,Fossil fuels,10391.019958991357
2016-11-28T22:00:00Z,2010,2010-High Demand,Fossil fuels,15703.335413303335
2016-11-28T22:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T23:00:00Z,1996,1996-Low Demand,Fossil fuels,7765.698985960947
2016-11-28T23:00:00Z,1998,1998-Median Demand,Fossil fuels,14339.697584894722
2016-11-28T23:00:00Z,2000,2000-Low Demand,Fossil fuels,5004.810881801071
2016-11-28T23:00:00Z,2008,2008-High Demand,Fossil fuels,8017.131378991351
2016-11-28T23:00:00Z,2010,2010-High Demand,Fossil fuels,14844.638384894723
2016-11-28T23:00:00Z,2014,2014-Shed Load,Fossil fuels,5662.210741694449
2016-11-28T00:00:00Z,1996,1996-Low Demand,Hydro,1510.2722378355486
2016-11-28T00:00:00Z,1998,1998-Median Demand,Hydro,420.25057396140267
2016-11-28T00:00:00Z,2000,2000-Low Demand,Hydro,1735.162100079017
2016-11-28T00:00:00Z,2008,2008-High Demand,Hydro,10640.34378988039
2016-11-28T00:00:00Z,2010,2010-High Demand,Hydro,9110.89029204741
2016-11-28T00:00:00Z,2014,2014-Shed Load,Hydro,1448.9579339407667
2016-11-28T01:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T01:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T01:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T01:00:00Z,2008,2008-High Demand,Hydro,6117.655074654243
2016-11-28T01:00:00Z,2010,2010-High Demand,Hydro,6157.543595161919
2016-11-28T01:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T02:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T02:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T02:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T02:00:00Z,2008,2008-High Demand,Hydro,4902.771115630634
2016-11-28T02:00:00Z,2010,2010-High Demand,Hydro,4328.966895161918
2016-11-28T02:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T03:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T03:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T03:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T03:00:00Z,2008,2008-High Demand,Hydro,3342.2787078835345
2016-11-28T03:00:00Z,2010,2010-High Demand,Hydro,1089.5837429410628
2016-11-28T03:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T04:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T04:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T04:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T04:00:00Z,2008,2008-High Demand,Hydro,2691.552984009984
2016-11-28T04:00:00Z,2010,2010-High Demand,Hydro,1089.5837429410628
2016-11-28T04:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T05:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T05:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T05:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T05:00:00Z,2008,2008-High Demand,Hydro,995.3144495648199
2016-11-28T05:00:00Z,2010,2010-High Demand,Hydro,1089.5837429410628
2016-11-28T05:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T06:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T06:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T06:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T06:00:00Z,2008,2008-High Demand,Hydro,1033.8775776646603
2016-11-28T06:00:00Z,2010,2010-High Demand,Hydro,1089.5837429410628
2016-11-28T06:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T07:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T07:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T07:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T07:00:00Z,2008,2008-High Demand,Hydro,1857.8686559660255
2016-11-28T07:00:00Z,2010,2010-High Demand,Hydro,1089.5837429410628
2016-11-28T07:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T08:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T08:00:00Z,1998,1998-Median Demand,Hydro,456.9415164337856
2016-11-28T08:00:00Z,2000,2000-Low Demand,Hydro,1564.7544378479174
2016-11-28T08:00:00Z,2008,2008-High Demand,Hydro,4093.005454441752
2016-11-28T08:00:00Z,2010,2010-High Demand,Hydro,3390.6541700161224
2016-11-28T08:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T09:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T09:00:00Z,1998,1998-Median Demand,Hydro,568.4371815271795
2016-11-28T09:00:00Z,2000,2000-Low Demand,Hydro,4878.171802598325
2016-11-28T09:00:00Z,2008,2008-High Demand,Hydro,6223.662304459301
2016-11-28T09:00:00Z,2010,2010-High Demand,Hydro,6129.747459190593
2016-11-28T09:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T10:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T10:00:00Z,1998,1998-Median Demand,Hydro,1075.5157001892233
2016-11-28T10:00:00Z,2000,2000-Low Demand,Hydro,4209.1303890409245
2016-11-28T10:00:00Z,2008,2008-High Demand,Hydro,5375.862397097318
2016-11-28T10:00:00Z,2010,2010-High Demand,Hydro,7895.025836427199
2016-11-28T10:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T11:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
2016-11-28T11:00:00Z,1998,1998-Median Demand,Hydro,459.97328228526464
2016-11-28T11:00:00Z,2000,2000-Low Demand,Hydro,3740.1523044044015
2016-11-28T11:00:00Z,2008,2008-High Demand,Hydro,2979.862661950824
2016-11-28T11:00:00Z,2010,2010-High Demand,Hydro,5936.196809140433
2016-11-28T11:00:00Z,2014,2014-Shed Load,Hydro,1585.8368189647622
2016-11-28T12:00:00Z,1996,1996-Low Demand,Hydro,1438.2609187558478
