Location,id,time,market_value,base_price,market_value_factor,share,water_share,dev_water_share,season,mv_high,mv_low,mvf_high,mvf_low
SE,1990,1,11.42895358272559,13.638333936313401,0.8380021809185124,0.12968512347930644,0.5001758241857371,2.824328430677587,Winter,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,2,31.196621719849038,32.04959761431892,0.9733857533958931,0.159748549886881,0.31779250118882857,-34.6693723787172,Winter,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,3,34.111371031186266,34.710043785545466,0.982752175190038,0.17447096004793314,0.29581106827443726,-39.188235482598365,Spring,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,4,35.86174202935736,36.25481894469832,0.9891579401916046,0.08798437709491294,0.3522493863903517,-27.58585112611085,Spring,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,5,30.226152156301122,29.278812664354938,1.0323558029079338,0.052196702630677806,0.3687987445951809,-24.183694202312026,Spring,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,6,32.88176140456592,32.3387773550536,1.0167904940731307,0.043473926067923246,0.4310308088433294,-11.390252568886675,Summer,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,7,15.452647494403761,19.58987141496516,0.7888080103782164,0.08802915743737552,0.32696547781543905,-32.78362517596701,Summer,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,8,34.64142093183684,36.1770246630286,0.9575530672990618,0.05373517253181341,0.34834265795393543,-28.388982162061044,Summer,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,9,37.45314835766748,37.76183028234368,0.9918255571202932,0.08384249730615967,0.3388219314171139,-30.346218527722076,Autumn,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,10,33.39740463617681,34.92579150844096,0.9562390197543622,0.09241583489366666,0.4048496205281347,-16.772486127274966,Autumn,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,11,39.56845318824807,40.60019521226587,0.974587757063146,0.06565763618593873,0.4512887018631454,-7.225708533648417,Autumn,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1990,12,36.23811658035788,38.51670874010373,0.940841462464487,0.11372588322290855,0.38630505793716324,-20.584809918736784,Winter,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,1,21.3666526058552,31.424148159080048,0.6799437330071676,0.10929954918497078,0.47030403988631175,-3.3166044395082275,Winter,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,2,51.85512006324979,49.6430186268056,1.044560171754941,0.10700736771084697,0.3225293789495433,-33.69558226121877,Winter,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,3,44.58199244977409,44.88805977247149,0.9931815426140316,0.071266776432243,0.2966364298886351,-39.018560641095355,Spring,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,4,39.147274550624324,40.04597398882748,0.977558307398045,0.0729816948046509,0.35621453821723925,-26.77070962184257,Spring,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,5,33.769103800902215,34.198079633764955,0.9874561426414366,0.08360464068041082,0.3520722286026808,-27.62227058035613,Spring,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,6,19.526025385793616,20.77423119570956,0.9399156677252282,0.06998911419791416,0.49976409192442384,2.739686008521926,Summer,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,7,32.13148631959306,32.5634431090609,0.986734916574358,0.04190784429599281,0.36371160687251797,-25.22948949003657,Summer,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,8,35.95618917588642,37.46910148730578,0.9596224021562962,0.054317941750528585,0.34447810069904705,-29.183443799751554,Summer,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,9,35.11958329811768,36.09838016532316,0.9728852967162852,0.09407080462495458,0.3495693068422948,-28.136812140906734,Autumn,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,10,35.119942669847724,37.437353808958086,0.9380989599068338,0.07532316371816108,0.42531498886374824,-12.565290070524966,Autumn,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,11,33.75315647318482,35.28174974335474,0.9566746751142119,0.11261429639383423,0.4028529678017887,-17.182950739454167,Autumn,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1991,12,39.42799082069341,40.74649005736784,0.9676414033498814,0.12160447994478758,0.38285037892624957,-21.295010276419095,Winter,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
SE,1992,2,33.49581342242894,34.015341065234594,0.9847266666587494,0.11081887094248064,0.3776052661490027,-22.373281501825826,Winter,59.548355742364215,2.1390387506698523,1.0542024295222858,0.6791949182508279
