region,year,avg,clim,deviation,perc_deviation,type_deviation,sign_deviation
UK & Ireland,1996,901.6372802072887,1183.2217528061472,-281.5844725988585,-23.798114929094936,XLm,-1
CEE,1996,27.993027459016393,25.687487009908704,2.3055404491076885,8.975344486669124,Mp,1
CWE,1996,94.2147339025501,95.62761974722964,-1.4128858446795505,-1.4774872033981397,Sm,-1
Iberia,1996,76.79769567395263,54.244305822795745,22.553389851156886,41.57743289191287,XLp,1
Italy,1996,124.65451639344263,128.64357601685273,-3.9890596234100997,-3.100861890598812,Sm,-1
Northern,1996,1083.8141795992715,1379.9689123673272,-296.15473276805574,-21.460971338840114,XLm,-1
SEE,1996,14.465353825136612,13.889463384111512,0.5758904410251002,4.146239671749126,Sp,1
UK & Ireland,1997,886.0277052124416,1183.2217528061472,-297.1940475937056,-25.1173583386948,XLm,-1
CEE,1997,27.383536118721462,25.687487009908704,1.6960491088127583,6.60262760681309,Mp,1
CWE,1997,93.62442525114156,95.62761974722964,-2.003194496088085,-2.0947865286023895,Sm,-1
Iberia,1997,68.36100173515982,54.244305822795745,14.116695912364072,26.024290841660363,XLp,1
Italy,1997,124.24431981735161,128.64357601685273,-4.399256199501124,-3.4197247431343225,Sm,-1
Northern,1997,1364.5222957534247,1379.9689123673272,-15.446616613902506,-1.1193452602786493,Sm,-1
SEE,1997,12.825055086757992,13.889463384111512,-1.0644082973535198,-7.6634227537625526,Mm,-1
UK & Ireland,1998,1327.3697186968654,1183.2217528061472,144.1479658907183,12.18266698941722,Lp,1
CEE,1998,27.639363972602737,25.687487009908704,1.9518769626940333,7.598551629208085,Mp,1
CWE,1998,98.00185223744292,95.62761974722964,2.3742324902132736,2.4827894874817855,Sp,1
Iberia,1998,54.35462584474886,54.244305822795745,0.11032002195311463,0.20337622590932578,Sp,1
Italy,1998,129.40182310502283,128.64357601685273,0.7582470881700942,0.5894169857892954,Sp,1
Northern,1998,1510.7131234855403,1379.9689123673272,130.74421111821312,9.47443163005189,Mp,1
SEE,1998,13.094428803652967,13.889463384111512,-0.7950345804585446,-5.724012213229228,Mm,-1
UK & Ireland,1999,1299.2259848640692,1183.2217528061472,116.00423205792208,9.804099001966845,Mp,1
CEE,1999,29.869394383561644,25.687487009908704,4.18190737365294,16.27993961433366,XLp,1
CWE,1999,104.0136549543379,95.62761974722964,8.38603520710825,8.769469771677754,Mp,1
Iberia,1999,48.233541643835615,54.244305822795745,-6.01076417896013,-11.080912711088937,Lm,-1
Italy,1999,133.51051844748858,128.64357601685273,4.866942430635845,3.7832766946701324,Sp,1
Northern,1999,1446.7181913089803,1379.9689123673272,66.74927894165307,4.837013235837693,Sp,1
SEE,1999,14.149655251141553,13.889463384111512,0.2601918670300414,1.873303955915828,Sp,1
UK & Ireland,2000,1446.2073420836307,1183.2217528061472,262.98558927748354,22.22623009201638,XLp,1
CEE,2000,24.128553324225866,25.687487009908704,-1.5589336856828382,-6.0688446677617565,Mm,-1
CWE,2000,102.91106215846995,95.62761974722964,7.283442411240301,7.616463141603296,Mp,1
Iberia,2000,55.99482540983607,54.244305822795745,1.7505195870403227,3.2271029382491987,Sp,1
Italy,2000,140.02890500910746,128.64357601685273,11.385328992254728,8.850289571212798,Mp,1
Northern,2000,1800.6709144808742,1379.9689123673272,420.702002113547,30.48633910106247,XLp,1
SEE,2000,12.575588014571949,13.889463384111512,-1.3138753695395629,-9.459511380709898,Mm,-1
UK & Ireland,2001,982.9626724074536,1183.2217528061472,-200.25908039869353,-16.92489847518066,XLm,-1
CEE,2001,22.573220502283103,25.687487009908704,-3.114266507625601,-12.123671367402745,Lm,-1
CWE,2001,102.82679036529682,95.62761974722964,7.199170618067171,7.528338190469007,Mp,1
Iberia,2001,66.87858105022832,54.244305822795745,12.634275227432575,23.291431304708706,XLp,1
Italy,2001,146.3535189041096,128.64357601685273,17.709942887256858,13.766674897887475,Lp,1
Northern,2001,1526.3451120700151,1379.9689123673272,146.37619970268793,10.607209944431323,Lp,1
SEE,2001,12.019144712328767,13.889463384111512,-1.8703186717827442,-13.46573744470392,Lm,-1
UK & Ireland,2002,1345.253923117784,1183.2217528061472,162.03217031163695,13.694150731032364,Lp,1
CEE,2002,25.690407579908676,25.687487009908704,0.0029205699999721446,0.011369621321250935,Sp,1
CWE,2002,98.82368586757991,95.62761974722964,3.1960661203502667,3.3421998046154,Sp,1
Iberia,2002,53.10714671232877,54.244305822795745,-1.1371591104669747,-2.0963658640629013,Sm,-1
Italy,2002,137.61197388127854,128.64357601685273,8.96839786442581,6.971508521537772,Mp,1
Northern,2002,1404.2675408371385,1379.9689123673272,24.29862846981132,1.7608098452107293,Sp,1
SEE,2002,13.820252949771689,13.889463384111512,-0.06921043433982277,-0.49829451596376456,Sm,-1
UK & Ireland,2003,890.666271809291,1183.2217528061472,-292.5554809968562,-24.72532982959678,XLm,-1
CEE,2003,23.2289698630137,25.687487009908704,-2.458517146895005,-9.570874511573107,Mm,-1
CWE,2003,87.77772162100456,95.62761974722964,-7.849898126225085,-8.208818902922133,Mm,-1
Iberia,2003,69.48948794520548,54.244305822795745,15.245182122409737,28.104668114313057,XLp,1
Italy,2003,113.49402502283105,128.64357601685273,-15.14955099402168,-11.77637583087479,Lm,-1
Northern,2003,1313.918284672755,1379.9689123673272,-66.05062769457231,-4.786385193363734,Sm,-1
SEE,2003,13.479921844748858,13.889463384111512,-0.40954153936265314,-2.948577119481358,Sm,-1
UK & Ireland,2004,1183.5105547169399,1183.2217528061472,0.28880191079269935,0.024408096800770628,Sp,1
CEE,2004,28.215363570127504,25.687487009908704,2.5278765602188003,9.840886962760102,Mp,1
CWE,2004,93.34582807377049,95.62761974722964,-2.2817916734591535,-2.3861220006213295,Sm,-1
Iberia,2004,48.829140846994534,54.244305822795745,-5.415164975801211,-9.982918748174912,Mm,-1
Italy,2004,128.30097094717667,128.64357601685273,-0.3426050696760683,-0.26632116447943416,Sm,-1
Northern,2004,1393.6839964784456,1379.9689123673272,13.715084111118358,0.9938690638755205,Sp,1
SEE,2004,15.382403952641166,13.889463384111512,1.4929405685296544,10.748727486747002,Lp,1
UK & Ireland,2005,1087.2646184584933,1183.2217528061472,-95.95713434765389,-8.109818309212153,Mm,-1
CEE,2005,29.912073242009132,25.687487009908704,4.224586232100428,16.4460861059349,XLp,1
CWE,2005,86.0720443607306,95.62761974722964,-9.555575386499044,-9.9924848195083,Mm,-1
Iberia,2005,31.033104611872144,54.244305822795745,-23.2112012109236,-42.79011567914521,XLm,-1
Italy,2005,115.59690511415525,128.64357601685273,-13.046670902697485,-10.141719708559974,Lm,-1
Northern,2005,1532.7196640334855,1379.9689123673272,152.7507516661583,11.069144405877623,Lp,1
SEE,2005,15.59271517808219,13.889463384111512,1.7032517939706793,12.262905677976512,Lp,1
UK & Ireland,2006,1207.9000458970427,1183.2217528061472,24.678293090895522,2.0856862234292177,Sp,1
CEE,2006,28.02545899543379,25.687487009908704,2.337971985525087,9.101598706884937,Mp,1
CWE,2006,92.99964369863014,95.62761974722964,-2.627976048599507,-2.7481349588601884,Sm,-1
Iberia,2006,55.91077799086758,54.244305822795745,1.6664721680718344,3.0721605573050077,Sp,1
Italy,2006,125.1393898630137,128.64357601685273,-3.5041861538390293,-2.723949584066265,Sm,-1
Northern,2006,1250.598276042618,1379.9689123673272,-129.37063632470927,-9.374894982436585,Mm,-1
SEE,2006,15.797824529680366,13.889463384111512,1.908361145568854,13.739631926686771,Lp,1
UK & Ireland,2007,1214.8811752533118,1183.2217528061472,31.659422447164616,2.675696450989059,Sp,1
CEE,2007,22.533193607305936,25.687487009908704,-3.154293402602768,-12.279493908399951,Lm,-1
CWE,2007,92.93522216894978,95.62761974722964,-2.6923975782798664,-2.8155020331956613,Sm,-1
Iberia,2007,43.36174461187214,54.244305822795745,-10.882561210923605,-20.06212642203321,XLm,-1
Italy,2007,119.97629762557078,128.64357601685273,-8.667278391281954,-6.737435836008253,Mm,-1
Northern,2007,1489.6134618569254,1379.9689123673272,109.64454948959815,7.945436198378097,Mp,1
SEE,2007,13.147568292237443,13.889463384111512,-0.7418950918740688,-5.341423720679809,Mm,-1
UK & Ireland,2008,1457.0991058387738,1183.2217528061472,273.8773530326266,23.1467476306191,XLp,1
CEE,2008,26.59234918032787,25.687487009908704,0.9048621704191646,3.5225795737439114,Sp,1
CWE,2008,98.96506903460838,95.62761974722964,3.337449287378732,3.4900474321127484,Sp,1
Iberia,2008,44.92532604735884,54.244305822795745,-9.318979775436908,-17.17964611046913,XLm,-1
Italy,2008,133.59421621129326,128.64357601685273,4.950640194440524,3.8483384462135706,Sp,1
Northern,2008,1349.73455119915,1379.9689123673272,-30.2343611681772,-2.1909450928362117,Sm,-1
SEE,2008,14.01499670309654,13.889463384111512,0.12553331898502762,0.9038025121159697,Sp,1
UK & Ireland,2009,1359.5960681380902,1183.2217528061472,176.37431533194308,14.906277281807151,Lp,1
CEE,2009,26.10120506849315,25.687487009908704,0.4137180585844469,1.610582064430277,Sp,1
CWE,2009,94.25826488584475,95.62761974722964,-1.3693548613848918,-1.4319658535938435,Sm,-1
Iberia,2009,49.47879388127854,54.244305822795745,-4.765511941517204,-8.78527592755097,Mm,-1
Italy,2009,127.87499415525113,128.64357601685273,-0.7685818616016036,-0.597450634846249,Sm,-1
Northern,2009,1293.2063629832571,1379.9689123673272,-86.7625493840701,-6.287282895034899,Mm,-1
SEE,2009,15.911769753424657,13.889463384111512,2.022306369313146,14.560003604073792,Lp,1
UK & Ireland,2010,1016.6776921489846,1183.2217528061472,-166.5440606571625,-14.07547319529784,Lm,-1
CEE,2010,33.25765917808219,25.687487009908704,7.570172168173489,29.470271518787985,XLp,1
CWE,2010,96.00231739726027,95.62761974722964,0.37469765003062605,0.3918299451780312,Sp,1
Iberia,2010,79.64025146118722,54.244305822795745,25.395945638391474,46.81771709154959,XLp,1
Italy,2010,134.15610566210046,128.64357601685273,5.512529645247724,4.285118476903631,Sp,1
Northern,2010,1122.27250913242,1379.9689123673272,-257.69640323490717,-18.67407308421396,XLm,-1
SEE,2010,19.376863525114157,13.889463384111512,5.487400141002645,39.507646834504875,XLp,1
UK & Ireland,2011,1213.4233851217566,1183.2217528061472,30.20163231560946,2.5524913013120996,Sp,1
CEE,2011,23.4369901826484,25.687487009908704,-2.250496827260303,-8.761062638755575,Mm,-1
CWE,2011,84.77880901826484,95.62761974722964,-10.848810728964807,-11.344850742537801,Lm,-1
Iberia,2011,50.69867301369863,54.244305822795745,-3.545632809097114,-6.536414754167781,Mm,-1
Italy,2011,122.79545598173516,128.64357601685273,-5.848120035117574,-4.545986839134082,Sm,-1
Northern,2011,1521.2177708980212,1379.9689123673272,141.24885853069395,10.235655112576593,Lp,1
SEE,2011,11.97129899543379,13.889463384111512,-1.918164388677722,-13.810212357605954,Lm,-1
UK & Ireland,2012,1405.5014049678641,1183.2217528061472,222.27965216171697,18.78596735012309,XLp,1
CEE,2012,23.787788387978143,25.687487009908704,-1.8996986219305612,-7.395424165850752,Mm,-1
CWE,2012,99.7928464708561,95.62761974722964,4.165226723626461,4.355673323916575,Sp,1
Iberia,2012,31.754399043715846,54.244305822795745,-22.4899067790799,-41.46040112034891,XLm,-1
Italy,2012,112.51065437158469,128.64357601685273,-16.13292164526804,-12.540790721764898,Lm,-1
Northern,2012,1447.732888630844,1379.9689123673272,67.76397626351672,4.910543683717345,Sp,1
SEE,2012,13.616415901639344,13.889463384111512,-0.27304748247216715,-1.965860558619656,Sm,-1
UK & Ireland,2013,1205.080018618332,1183.2217528061472,21.858265812184754,1.8473515856470142,Sp,1
CEE,2013,28.46755607305936,25.687487009908704,2.7800690631506555,10.8226587601904,Lp,1
CWE,2013,107.16968920091324,95.62761974722964,11.542069453683595,12.069807325741758,Lp,1
Iberia,2013,70.58989424657534,54.244305822795745,16.345588423779596,30.133279753228013,XLp,1
Italy,2013,138.92606347031963,128.64357601685273,10.2824874534669,7.993004992429516,Mp,1
Northern,2013,1280.312392496195,1379.9689123673272,-99.65651987113233,-7.221649631234971,Mm,-1
SEE,2013,16.606876401826483,13.889463384111512,2.7174130177149713,19.564564465632884,XLp,1
UK & Ireland,2014,1561.2331042331266,1183.2217528061472,378.01135142697945,31.94763369845778,XLp,1
CEE,2014,32.634798127853884,25.687487009908704,6.94731111794518,27.045507080024297,XLp,1
CWE,2014,101.7565140410959,95.62761974722964,6.128894293866253,6.4091256376208285,Mp,1
Iberia,2014,72.48836780821918,54.244305822795745,18.244061985423436,33.63313754078223,XLp,1
Italy,2014,152.8638589954338,128.64357601685273,24.220282978581054,18.827432918537742,XLp,1
Northern,2014,1350.8603045814307,1379.9689123673272,-29.108607785896538,-2.1093669230534275,Sm,-1
SEE,2014,17.800963579908675,13.889463384111512,3.9115001957971636,28.161636541492467,XLp,1
UK & Ireland,2015,1457.681089213183,1183.2217528061472,274.45933640703583,23.19593396217774,XLp,1
CEE,2015,27.13432319634703,25.687487009908704,1.4468361864383255,5.632455155618072,Mp,1
CWE,2015,90.87177,95.62761974722964,-4.755849747229647,-4.973301395350714,Sm,-1
Iberia,2015,43.53595826484018,54.244305822795745,-10.708347557955562,-19.74096155444847,XLm,-1
Italy,2015,118.12165095890411,128.64357601685273,-10.521925057948621,-8.179129797021668,Mm,-1
Northern,2015,1566.299918675799,1379.9689123673272,186.33100630847184,13.502551009560229,Lp,1
SEE,2015,15.070161972602738,13.889463384111512,1.1806985884912269,8.500678218007012,Mp,1
UK & Ireland,2016,1324.120114736379,1183.2217528061472,140.89836193023189,11.90802667345112,Lp,1
CEE,2016,30.32235587431694,25.687487009908704,4.6348688644082365,18.043294241357202,XLp,1
CWE,2016,97.83472595628416,95.62761974722964,2.2071062090545155,2.3080216938249745,Sp,1
Iberia,2016,65.01083674863388,54.244305822795745,10.766530925838133,19.848223260539143,XLp,1
Italy,2016,113.78422868852459,128.64357601685273,-14.859347328328141,-11.550788456301554,Lm,-1
Northern,2016,1281.6709757437766,1379.9689123673272,-98.29793662355064,-7.123199351999981,Mm,-1
SEE,2016,15.779871766848816,13.889463384111512,1.890408382737304,13.61037738074019,Lp,1
Europe,1990,324.68940293170306,381.41132633189545,-56.721923400192395,-14.871588619482754,Lm,-1
Europe,1991,312.83879833825466,381.41132633189545,-68.57252799364079,-17.978629175256987,XLm,-1
Europe,1992,370.40540912151903,381.41132633189545,-11.005917210376424,-2.885576921960447,Sm,-1
Europe,1993,381.31995574977907,381.41132633189545,-0.09137058211638305,-0.02395591735439824,Sm,-1
Europe,1994,361.1051016243214,381.41132633189545,-20.306224707574074,-5.323970030691763,Mm,-1
Europe,1995,371.98593520550406,381.41132633189545,-9.42539112639139,-2.4711880522891523,Sm,-1
Europe,1996,307.27046140040295,381.41132633189545,-74.1408649314925,-19.438558798061706,XLm,-1
Europe,1997,348.4199299815067,381.41132633189545,-32.991396350388754,-8.649820829306048,Mm,-1
Europe,1998,417.7762191346376,381.41132633189545,36.36489280274213,9.534298090324206,Mp,1
Europe,1999,406.05925422265375,381.41132633189545,24.647927890758297,6.462295739301205,Mp,1
Europe,2000,477.32764625230817,381.41132633189545,95.91631992041272,25.14773770429369,XLp,1
Europe,2001,386.40108884510084,381.41132633189545,4.989762513205392,1.308236585733538,Sp,1
Europe,2002,403.3112399701008,381.41132633189545,21.899913638205362,5.741809989970921,Mp,1
Europe,2003,338.9752017886252,381.41132633189545,-42.43612454327024,-11.126078753713593,Lm,-1
Europe,2004,383.19781108994346,381.41132633189545,1.7864847580480046,0.4683879671925228,Sp,1
Europe,2005,391.18038121961547,381.41132633189545,9.769054887720017,2.561291239479136,Sp,1
Europe,2006,363.76813058949887,381.41132633189545,-17.643195742396586,-4.625766075715297,Sm,-1
Europe,2007,399.3604021199112,381.41132633189545,17.94907578801576,4.705962971953508,Sp,1
Europe,2008,405.57719429450424,381.41132633189545,24.165867962608786,6.3359072723446594,Mp,1
Europe,2009,386.02305924164466,381.41132633189545,4.6117329097492075,1.209123219832277,Sp,1
Europe,2010,328.4746539921306,381.41132633189545,-52.93667233976487,-13.879155831282414,Lm,-1
Europe,2011,403.18624191380184,381.41132633189545,21.774915581906384,5.709037482268775,Mp,1
Europe,2012,412.89736686604493,381.41132633189545,31.48604053414948,8.25514041152282,Mp,1
Europe,2013,373.67638513934855,381.41132633189545,-7.7349411925468985,-2.0279788927442937,Sm,-1
Europe,2014,422.8520098495817,381.41132633189545,41.44068351768624,10.865089906015402,Lp,1
Europe,2015,437.5032651683187,381.41132633189545,56.09193883642325,14.706416659376634,Lp,1
Europe,2016,382.5232649104155,381.41132633189545,1.1119385785200393,0.2915326582494972,Sp,1
