yday,id,demand,ws,net,price,season
77,1992,-32840.26923076925,96143.341008032,38119.36996398945,44.40425915896782,Rest
77,1993,-56523.26923076925,220553.822050616,4741.917036212835,36.78965595058992,Rest
77,1994,68153.73076923075,200573.710779836,6507.85011692586,37.00522188386829,Rest
77,1995,7172.730769230751,227664.58562045198,-13129.978346527801,37.00522188386829,Rest
77,1996,98645.73076923075,83953.221896984,25759.18923926382,53.17597705443054,Rest
77,1997,-32225.26923076925,49433.209458532,3647.288916054542,44.404259158967825,Rest
77,1998,-25377.26923076925,109172.480393536,45716.960098505995,38.78687962728729,Rest
77,1999,-51244.26923076925,37852.912309764004,31125.180048684728,45.04494723281926,Rest
77,2000,-6974.269230769249,55123.494770228,15773.459700297215,47.258523414878965,Rest
77,2001,104548.73076923075,138184.584805864,32900.7215846907,43.765866650520024,Rest
77,2002,-34656.26923076925,90755.74555908,-31691.923644747763,37.00522188386829,Rest
77,2003,34199.73076923075,18993.506030548,39379.43666657325,37.005221883868295,Rest
77,2004,-78827.26923076925,127829.617876224,1857.404791064535,41.57440770688294,Rest
77,2005,-78287.26923076925,192696.48525436,-292.51936520404706,37.00522188386829,Rest
77,2006,141218.73076923075,157793.369069104,49910.79790256017,37.00522188386829,Rest
77,2007,-49260.26923076925,214280.169647488,7449.887099216212,37.00522188386829,Rest
77,2008,14713.730769230751,87425.4949472,20021.58022144102,42.533462073391064,Rest
77,2009,-10004.269230769249,43420.7625446,40609.6330771187,37.005221883868295,Rest
77,2010,-7032.269230769249,109380.684992936,44414.53662097532,37.81529979970345,Rest
77,2011,30916.73076923075,32952.957182715996,-1581.8989899933222,54.80939608030739,Rest
77,2012,-23791.26923076925,41747.849634752,12175.224296748936,42.53446207339106,Rest
77,2013,85093.73076923075,68527.645209688,-1205.8607262895384,44.20180699731643,Rest
77,2014,-26255.26923076925,106496.1469124,-11411.83687021185,42.103469989851114,Rest
77,2015,33687.73076923075,7903.386717776,11358.326554060292,41.825692638844586,Rest
78,1990,-102638.61538461549,171354.421963672,52118.928920394326,36.78965595058991,Rest
78,1991,-27935.615384615492,130191.062752316,59938.255609183514,37.00522188386829,Rest
78,1992,-33675.61538461549,139241.188869732,50998.087519643566,37.00522188386829,Rest
78,1993,-25697.615384615492,202363.69247416,-1787.9516757979873,36.78965595058992,Rest
78,1994,20047.384615384508,105749.754563476,43505.49043813083,50.14071288125379,Rest
78,1995,16033.384615384508,195144.015502036,-20988.734536783002,37.00522188386829,Rest
78,1996,60649.38461538451,60667.21814204,44986.19665669681,37.780451167536825,Rest
78,1997,-33389.61538461549,153990.248711492,48495.53242020492,37.00522188386829,Rest
78,1998,-30166.615384615492,93788.41314722,32966.71473266909,37.00522188386829,Rest
78,1999,-28633.615384615492,139814.921548728,46671.5457670697,37.00522188386829,Rest
78,2000,-19982.615384615492,62350.624932728,47952.11320575625,37.00522188386829,Rest
78,2001,113064.38461538451,102549.85154908401,40826.04149990626,37.00522188386829,Rest
78,2002,-27165.615384615492,102633.995790616,-57045.74532407023,37.00522188386829,Rest
78,2003,47824.38461538451,20247.564171564,40781.59795761743,37.005221883868295,Rest
78,2004,-59536.61538461549,141400.701050692,25554.032059811052,39.38722098546804,Rest
78,2005,-80674.61538461549,85918.601995556,9793.23851108842,37.00522188386829,Rest
78,2006,103392.38461538451,132883.427689592,54560.22353672733,37.00522188386829,Rest
78,2007,23011.384615384508,231803.585845072,-9612.30012663572,37.00522188386829,Rest
78,2008,48497.38461538451,87071.927187844,24244.981189769933,40.87871597246759,Rest
78,2009,-6329.615384615492,17726.62794186,43341.97490059429,37.005221883868295,Rest
78,2010,-59023.61538461549,179906.6828298,56151.64093963771,36.78965595058991,Rest
78,2011,39206.38461538451,33251.007423368,45572.33302138994,37.005221883868295,Rest
78,2012,-27588.615384615492,35079.877778456,33083.560704522424,38.83583739881699,Rest
78,2013,88063.38461538451,84333.186327284,35116.451335253216,37.00522188386829,Rest
78,2014,-37292.61538461549,163153.9901376,50897.525188276806,37.00522188386829,Rest
78,2015,39941.38461538451,24217.502082028,45040.01026202817,37.005221883868295,Rest
79,1990,-74271.65384615376,170943.79631946,-26523.24955662947,37.00522188386829,Rest
79,1991,-102704.65384615376,226138.129284172,-63906.44960604899,36.78965595058991,Rest
79,1992,-48971.65384615376,112311.015570616,23823.168222748423,38.397472514778215,Rest
79,1993,19151.346153846243,146578.207141004,-9945.670238632272,37.00522188386829,Rest
79,1994,33588.34615384624,154743.97315124,10120.464834860704,37.00522188386829,Rest
79,1995,50646.34615384624,154310.102326768,-26088.256343860823,37.00522188386829,Rest
79,1996,47259.34615384624,21448.226863968,15484.931499510723,42.53446207339106,Rest
79,1997,-30475.653846153757,164886.144056292,19133.134832525553,37.00522188386829,Rest
79,1998,-10310.653846153757,24708.41615498,-11254.785179885966,38.21546047126344,Rest
79,1999,-8912.653846153757,101368.770899356,21467.878655711942,43.45315556468803,Rest
79,2000,-13642.653846153757,45405.706543816,31701.924016556535,39.888169053939215,Rest
79,2001,108066.34615384624,45302.84608962,-11961.92124300036,37.00522188386829,Rest
79,2002,-35397.65384615376,55138.42974936,-82534.36982549785,37.00522188386829,Rest
79,2003,2293.3461538462434,2026.153837644,43297.25577184424,37.005221883868295,Rest
79,2004,-32811.65384615376,195645.881526344,-84169.9280390068,36.8974389172291,Rest
79,2005,-88310.65384615376,12809.438054192,27702.634623828344,49.96182532217158,Rest
79,2006,53763.34615384624,64990.583253024,58988.556901155884,37.00522188386829,Rest
79,2007,75668.34615384624,216997.072701388,17561.786729017123,44.40425915896782,Rest
79,2008,64674.34615384624,85358.441375576,28905.28050332621,41.64130372289097,Rest
79,2009,-11700.653846153757,36026.533276732,42633.98750250145,37.00522188386829,Rest
79,2010,-62457.65384615376,145150.47710956002,-7191.21316978562,36.78965595058991,Rest
79,2011,22959.346153846243,36734.936109692,45785.798936954976,37.00522188386829,Rest
79,2012,1036.3461538462434,96964.362748656,11146.519505193224,37.00522188386829,Rest
79,2013,76922.34615384624,65621.689685248,30490.310686847675,44.40425915896782,Rest
79,2014,-61770.65384615376,216832.31124284,-38879.531873437314,36.80803932074453,Rest
79,2015,25709.346153846243,39496.357689348,37630.4678362602,39.38617098546804,Rest
80,1990,-52740.807692307746,138374.553565208,19240.916426833435,37.00522188386829,Rest
80,1991,-77472.80769230775,121440.265472028,-67558.82002901997,36.897438917229096,Rest
80,1992,-51700.807692307746,176962.988687276,2459.528909423818,36.78965595058991,Rest
80,1993,1787.192307692254,124311.268005744,-4963.819845843878,37.00522188386829,Rest
80,1994,50097.192307692254,88635.275420124,46743.00524076048,37.0052218838683,Rest
80,1995,61417.192307692254,146327.325003152,9312.431273944669,37.00522188386829,Rest
80,1996,54762.192307692254,63782.262366912,41400.7498987526,37.00522188386829,Rest
80,1997,-5029.807692307746,67724.371924392,44579.32389192299,37.005221883868295,Rest
80,1998,-35565.807692307746,46247.915843736,8458.648426441585,37.60834117756587,Rest
80,1999,-6414.807692307746,77432.282471992,20736.09091188127,40.44440666251551,Rest
80,2000,-8287.807692307746,28255.646407731998,36663.12753824625,38.967892088966785,Rest
80,2001,103709.19230769225,143093.16150838,38545.14313023341,37.00522188386829,Rest
80,2002,-70227.80769230775,59632.257972160005,-83018.32053323134,37.00522188386829,Rest
80,2003,992.192307692254,14409.940965992,43964.235068217386,37.00522188386829,Rest
80,2004,-30356.807692307746,211904.644533352,-82615.63397167063,36.78965595058991,Rest
80,2005,-58625.807692307746,74470.053169844,31677.2450554831,43.451330768451115,Rest
80,2006,58216.192307692254,99677.27119258,65372.98976857024,37.00522188386829,Rest
80,2007,85694.19230769225,204511.039640392,29183.65817829303,44.40425915896782,Rest
80,2008,50919.192307692254,196949.35864148,54216.287878407136,37.00522188386829,Rest
80,2009,-11790.807692307746,27984.232616612,46245.941060573234,37.00522188386829,Rest
80,2010,-67334.80769230775,92804.37690548,-39363.513438918446,36.78965595058991,Rest
80,2011,-20005.807692307746,74020.8470148,59132.61353345874,37.00522188386829,Rest
80,2012,-785.807692307746,103020.296894572,17117.450191218093,37.00522188386829,Rest
80,2013,88867.19230769225,65868.080587364,45586.44615665385,44.40425915896782,Rest
80,2014,-55363.807692307746,226008.319093408,-55881.62374158232,36.78965595058991,Rest
80,2015,-4757.807692307746,62177.708469824,58495.49928961441,37.00522188386829,Rest
81,1990,-86241.57692307688,225293.831024248,-70383.91044779033,36.78965595058991,Rest
81,1991,-29347.57692307688,108069.692819728,-76168.88739374772,36.78965595058991,Rest
81,1992,-83278.57692307688,204287.860846988,-73893.1829687096,36.78965595058991,Rest
81,1993,-30055.57692307688,83500.62887444,-76657.33115264705,36.78965595058991,Rest
81,1994,36718.42307692312,71485.144618636,48912.68692254748,37.00522188386829,Rest
81,1995,54901.42307692312,40777.806611464,4137.537530438574,36.8880976081324,Rest
81,1996,101263.42307692312,105226.48892222,-9641.987372514835,36.78965595058991,Rest
81,1997,7408.423076923122,26249.9663996,35675.11438328504,37.00522188386829,Rest
81,1998,-40415.57692307688,26209.84684356,13964.0551374077,36.78965595058991,Rest
81,1999,-11316.576923076878,199829.323144492,-4841.170926153631,36.78965595058991,Rest
81,2000,-35625.57692307688,15859.727611448,13775.757969272607,37.00422188386829,Rest
81,2001,91216.42307692312,170417.015575096,-82977.46599047298,36.78965595058991,Rest
81,2002,-74969.57692307688,99001.508862988,-75528.4203585265,36.78965595058991,Rest
81,2003,-354.5769230768783,36312.013736688,27081.58771071513,36.78965595058991,Rest
81,2004,-58291.57692307688,190151.167075628,-75396.00214593382,36.78965595058991,Rest
81,2005,-62925.57692307688,147957.45026839201,-78365.40761676908,36.78965595058991,Rest
81,2006,102970.42307692312,97715.065890308,20252.448457755232,36.78965595058991,Rest
81,2007,107485.42307692312,84682.591078144,-87.33322113517352,37.00522188386829,Rest
81,2008,11771.423076923122,243473.059171016,38107.130152330545,36.78965595058991,Rest
81,2009,-12907.576923076878,49249.767881048,30795.39792166312,36.78965595058991,Rest
81,2010,-18494.57692307688,43680.156523952,-19024.71938057745,36.78965595058991,Rest
81,2011,-53499.57692307688,70513.315795884,8585.851060782727,36.78965595058991,Rest
81,2012,-44789.57692307688,41503.878832948,-14541.169823566273,36.78965595058991,Rest
81,2013,123038.42307692312,119329.711281696,14648.329762229143,36.91582228738372,Rest
81,2014,-9635.576923076878,184212.95731973602,-81289.72844940085,36.78965595058991,Rest
81,2015,15375.423076923122,90509.353957856,22453.70527944974,36.78965595058991,Rest
82,1990,-38582.73076923075,187730.838536448,-81178.46532279925,36.78965595058991,Rest
82,1991,42590.26923076925,84665.139697992,-62597.92657476065,36.78965595058991,Rest
82,1992,-34463.73076923075,139096.56412348,-84147.74979458071,36.78965595058991,Rest
82,1993,-17739.73076923075,157127.09696968,-82624.46570673032,36.78965595058991,Rest
82,1994,-35623.73076923075,208509.571611744,-41885.95922865138,36.78965595058991,Rest
82,1995,17707.26923076925,93794.837461676,-53179.64809151226,36.78965595058991,Rest
82,1996,24321.26923076925,47453.791665196004,-48449.55579044692,36.78965595058991,Rest
82,1997,-3257.7307692307513,99015.831183416,29157.052279931202,36.78965595058991,Rest
82,1998,-9425.730769230751,8285.621020532,-10926.576485715585,36.78965595058991,Rest
82,1999,6383.269230769249,138624.640895436,-62735.61201602259,36.78965595058991,Rest
82,2000,-28888.73076923075,4343.271813252,-59882.353140610816,36.78965595058991,Rest
82,2001,18935.26923076925,51805.699300716,-78824.79580317829,36.78965595058991,Rest
82,2002,-69641.73076923075,37027.946250796,-80064.10821971795,36.78965595058991,Rest
82,2003,16498.26923076925,51319.252693872,-38717.974056053616,36.78965595058991,Rest
82,2004,-15482.730769230751,139281.191603012,-71221.43467331326,36.78965595058991,Rest
82,2005,-86817.73076923075,160851.901528276,-62547.56674881834,36.78965595058991,Rest
82,2006,126745.26923076925,46654.463279796,-36346.063199959746,36.78965595058991,Rest
82,2007,49882.26923076925,40684.075685412,4269.196917279296,37.00522188386829,Rest
82,2008,29871.26923076925,195175.92442705602,-58185.15335459434,36.78965595058991,Rest
82,2009,-33079.73076923075,152204.91378418,-41634.296389727395,36.78965595058991,Rest
82,2010,-24382.73076923075,147796.433462972,-35026.36138404974,36.78965595058991,Rest
82,2011,-72864.73076923075,28323.658523144,-51837.37865978011,36.78965595058991,Rest
82,2012,-52853.73076923075,61827.385921324,-61114.87171735999,36.78965595058991,Rest
82,2013,128559.26923076925,241684.297136896,-63250.59725502067,36.78965595058991,Rest
82,2014,26101.26923076925,137736.783321524,-77435.47147218403,36.78965595058991,Rest
82,2015,35510.26923076925,63125.367182368,20807.478147301073,36.78965595058991,Rest
83,1990,-37403.807692307746,215053.322734704,-2374.9507306293453,37.00522188386829,Rest
83,1991,42875.192307692254,32554.324896976,-27432.6808176607,44.970433789954406,Rest
83,1992,-29160.807692307746,185531.950603336,-24863.479146251135,37.00522188386829,Rest
83,1993,36909.192307692254,202984.759773776,-25944.36071675145,37.00522188386829,Rest
83,1994,-82453.80769230775,231054.275501016,-54013.89785906403,36.78965595058991,Rest
83,1995,-2703.807692307746,103224.827424728,42071.875483796466,37.00522188386829,Rest
83,1996,18163.192307692254,7578.950015208,-22764.475463577677,40.82227660044559,Rest
83,1997,-33260.807692307746,91002.599567836,22105.069203513238,51.78934730771958,Rest
83,1998,-10042.807692307746,56707.833408176004,17006.268989156473,44.40425915896782,Rest
83,1999,-56106.807692307746,140127.278737112,18742.828327611714,41.116923204298104,Rest
83,2000,-19121.807692307746,115542.448345592,59760.76922490189,37.00522188386829,Rest
83,2001,-24497.807692307746,25880.03052038,-61858.44406350059,37.86778435964585,Rest
83,2002,-25374.807692307746,77908.36291225601,-9688.604392538451,42.533462073391064,Rest
83,2003,-22818.807692307746,24403.851106808,49506.63974375651,37.00522188386829,Rest
83,2004,28011.192307692254,95293.330502812,10688.96048466782,48.02427578256994,Rest
83,2005,-86039.80769230775,108054.125866956,5420.883868854675,44.40425915896782,Rest
83,2006,79558.19230769225,104492.499466776,12699.23111418787,37.00522188386829,Rest
83,2007,10058.192307692254,80863.500721004,-10907.018597896596,47.67430011085071,Rest
83,2008,98217.19230769225,120803.874111036,8048.957672582335,46.32799781200264,Rest
83,2009,-12250.807692307746,229864.50277158,6980.714432953195,36.78965595058991,Rest
83,2010,7495.192307692254,86165.23094759199,327.0800971313183,43.75942220607561,Rest
83,2011,-60966.807692307746,20772.514435788,28443.309740953882,37.00522188386829,Rest
83,2012,-43720.807692307746,32663.723420112,31545.03438554077,37.00522188386829,Rest
83,2013,153801.19230769225,228923.18404846,-14523.4905912844,37.00522188386829,Rest
83,2014,43446.192307692254,107956.256164508,2397.534963185768,39.061072544083196,Rest
83,2015,27389.192307692254,72648.58813970801,46899.119345055195,37.00522188386829,Rest
84,1990,-23408.346153846127,237663.807509264,2113.522194640733,37.00522188386829,Rest
84,1991,21168.653846153873,27418.311532952,21572.452109059413,38.7524872234611,Rest
84,1992,19370.653846153873,183674.944618484,-34897.8487624475,37.77023653912518,Rest
84,1993,41676.65384615387,120146.367133624,5883.61403909422,37.00522188386829,Rest
84,1994,-32801.34615384613,217568.4980857,-81964.77751322856,36.78965595058991,Rest
84,1995,-33989.34615384613,177297.05241550002,34011.573940137394,36.78965595058991,Rest
84,1996,-21715.346153846127,74922.410820472,20844.828042583507,37.00522188386829,Rest
84,1997,-18121.346153846127,51107.145161528,43267.14779769566,48.09680323334371,Rest
84,1998,16745.653846153873,62529.16202352,31646.640318395854,49.44423139209646,Rest
84,1999,-43296.34615384613,149251.043192192,38922.532087267944,37.00522188386829,Rest
84,2000,-14956.346153846127,94223.764665344,52387.33431057445,37.00522188386829,Rest
84,2001,1528.653846153873,62438.528665348,-29198.991205405822,38.20846047126346,Rest
84,2002,-17105.346153846127,77646.53239360401,39533.57595854965,38.484523063469666,Rest
84,2003,-55241.34615384613,36951.908859472,54878.50278033273,36.78965595058992,Rest
84,2004,42402.65384615387,102424.11221712,44193.82053070668,37.00522188386829,Rest
84,2005,-82670.34615384613,97833.73422756,38094.865385587706,44.40425915896782,Rest
84,2006,-4750.346153846127,174760.01444064,-8351.456285320088,36.809039320744525,Rest
84,2007,18582.653846153873,84784.91774213601,465.1284881480242,37.005221883868295,Rest
84,2008,108606.65384615387,133426.12854546,51746.0071284426,37.00522188386829,Rest
84,2009,12765.653846153873,154083.000320228,39292.84435049658,37.00522188386829,Rest
84,2010,-68210.34615384613,82072.240287816,43511.3714041509,36.78965595058991,Rest
84,2011,-54712.34615384613,14027.210422056,45598.14914300219,37.00522188386829,Rest
84,2012,-72885.34615384613,29100.522158688,52124.01851750853,36.78965595058992,Rest
84,2013,179379.65384615387,220898.998012144,11325.976492202237,37.00522188386829,Rest
84,2014,37081.65384615387,107208.50159931999,55109.56363738824,37.00522188386829,Rest
84,2015,44554.65384615387,34525.45193014,47194.70040339077,37.00522188386829,Rest
85,1990,23816.76923076925,189928.028513696,22802.44240354764,37.00522188386829,Rest
85,1991,30970.76923076925,91436.716881428,5682.478318269095,37.00522188386829,Rest
85,1992,12079.769230769249,129162.807476232,3533.023505174555,47.73594916671933,Rest
85,1993,55411.76923076925,49280.209246608,33993.84911169605,37.00522188386829,Rest
85,1994,-30901.23076923075,191461.403435948,-23815.57173565889,36.78965595058991,Rest
85,1995,-33947.23076923075,197528.82623827198,12692.407111492208,36.78965595058991,Rest
85,1996,12183.769230769249,98770.958532328,6124.162582519788,37.00522188386829,Rest
85,1997,-31378.23076923075,87099.84170694799,48063.874747404356,37.00522188386829,Rest
85,1998,-8912.230769230751,97759.015119848,56444.2399696731,39.64719322669525,Rest
85,1999,-12363.230769230751,45142.346655428,6364.630383033982,37.029952636340205,Rest
85,2000,-24346.23076923075,57264.544634572,48070.205622163034,37.00522188386829,Rest
85,2001,50403.76923076925,86030.202202504,-22464.41442290817,41.91548729473276,Rest
85,2002,-31834.23076923075,43200.829261372004,43574.10658218412,44.40425915896782,Rest
85,2003,-46363.23076923075,11246.120941944,54539.24182039341,37.00522188386829,Rest
85,2004,46409.76923076925,72352.078284356,35030.87777320585,39.27117656358495,Rest
85,2005,-78610.23076923075,18431.344061376,20008.01482608471,40.23184608198639,Rest
85,2006,-59608.23076923075,132949.737561796,-17597.778270231785,36.897438917229096,Rest
85,2007,-21768.23076923075,99913.98329816,5543.319215044008,37.00522188386829,Rest
85,2008,107655.76923076925,88109.46088744,26011.440813507783,40.267185993006535,Rest
85,2009,-23402.23076923075,199700.97716196,46383.72194063498,36.78965595058991,Rest
85,2010,-60850.23076923075,69490.65182873601,-28325.69624823035,36.78965595058991,Rest
85,2011,-46719.23076923075,9529.030826404,45823.12701690554,36.816601692249705,Rest
85,2012,-72379.23076923075,26484.34442834,48618.37549015067,37.0010593838683,Rest
85,2013,171414.76923076925,196161.998889224,12336.92622369053,37.00522188386829,Rest
85,2014,14379.769230769249,89828.968498032,35348.57787848069,49.70236186451177,Rest
85,2015,58656.76923076925,36498.34793876,52436.99743660455,37.00522188386829,Rest
86,1990,33960.807692307746,61446.066742124,23260.261774541046,42.76059118163296,Rest
86,1991,692.807692307746,157249.96238776,28186.340599986783,37.00522188386829,Rest
86,1992,7808.807692307746,220659.760144104,45643.39496537071,37.00522188386829,Rest
86,1993,55510.807692307746,47714.55151246,34519.06120276654,37.005221883868295,Rest
86,1994,30246.807692307746,62664.7468994,2189.3916405111268,42.18259170101943,Rest
86,1995,-43647.192307692254,212014.40530878401,32814.87889336985,36.78965595058991,Rest
86,1996,26549.807692307746,150579.256666628,7491.5213617515765,36.91582228738372,Rest
86,1997,-76514.19230769225,208628.989489464,49699.04519654579,36.78965595058991,Rest
86,1998,-72575.19230769225,206289.08684494,45773.62048894579,36.78965595058991,Rest
86,1999,3185.807692307746,50065.428017068,9236.23270581464,41.03774054798127,Rest
86,2000,15554.807692307746,33680.56240786,45438.65155744829,37.005221883868295,Rest
86,2001,71390.80769230775,84492.078894884,24569.67721453154,45.93494178433804,Rest
86,2002,-8538.192307692254,56047.581400704,41173.91102815721,37.00522188386829,Rest
86,2003,-61202.192307692254,15914.706477844,58122.36828373921,36.78965595058991,Rest
86,2004,51449.807692307746,27232.587796043998,32482.84750682444,49.331958169264084,Rest
86,2005,-60693.192307692254,23504.122026184,22871.689595575346,42.41537211858886,Rest
86,2006,-99765.19230769225,171084.946137944,-63882.334130634335,36.78965595058991,Rest
86,2007,-33473.192307692254,53437.001774512,8643.826091099341,37.00522188386829,Rest
86,2008,92209.80769230775,19390.528193788,16453.60448662097,49.71237418889696,Rest
86,2009,-20381.192307692254,208732.886423436,49925.1813702859,36.78965595058991,Rest
86,2010,-40540.192307692254,132683.372952888,20456.197454025078,36.78965595058992,Rest
86,2011,-29337.192307692254,21016.333732656,48055.949767494254,37.00522188386829,Rest
86,2012,-58138.192307692254,21855.099235364,51242.39394730531,37.00422188386829,Rest
86,2013,159839.80769230775,139571.2170199,34647.482744124616,43.30779575449747,Rest
86,2014,45008.807692307746,47105.579917796,23428.42055800275,49.70437418889698,Rest
86,2015,11395.807692307746,182394.34409738,63050.60120676969,36.78965595058991,Rest
87,1990,16576.807692307746,71248.572403552,31768.53012587265,37.005221883868295,Rest
87,1991,-7948.192307692254,69703.79692038,32436.24326989141,37.00522188386829,Rest
87,1992,26276.807692307746,156804.568510016,5015.161709015672,40.33202210212737,Rest
87,1993,46329.807692307746,77490.1804396,42109.26784368955,40.914844471369435,Rest
87,1994,23827.807692307746,174793.753635292,58029.12926987305,37.00522188386829,Rest
87,1995,66553.80769230775,169400.97427688,-35253.75159240241,37.00522188386829,Rest
87,1996,71496.80769230775,69097.88157369201,-39913.69117818087,37.00522188386829,Rest
87,1997,-61537.192307692254,198045.0896,-68559.823140044,36.78965595058991,Rest
87,1998,-89725.19230769225,106459.972918184,34358.23794801137,36.897438917229096,Rest
87,1999,-11917.192307692254,18849.199072268,-4946.196799862017,37.00522188386829,Rest
87,2000,18862.807692307746,105272.200260588,48366.42536187922,37.00522188386829,Rest
87,2001,24609.807692307746,165710.329024624,20664.403412402455,37.00522188386829,Rest
87,2002,-5505.192307692254,75826.171805028,30822.28775079732,37.00522188386829,Rest
87,2003,-54629.192307692254,14710.071389863999,6433.117069420092,36.78965595058991,Rest
87,2004,30362.807692307746,17181.89344624,8023.635071036231,39.38617098546804,Rest
87,2005,-34681.192307692254,40815.282836836,-69788.25172742427,37.287311236289085,Rest
87,2006,-91543.19230769225,173358.56178986,-69280.35372373604,0,Rest
87,2007,-47704.192307692254,20907.125625968,-25245.002042883672,37.00522188386829,Rest
87,2008,28288.807692307746,25117.301929084,40668.58572694606,38.95267906849784,Rest
87,2009,14004.807692307746,210176.278674168,20832.879267893364,36.80703932074453,Rest
87,2010,-46403.192307692254,108921.42260978,304.7168946141901,36.78965595058991,Rest
87,2011,-30051.192307692254,17940.151528212,37645.09469975383,37.00522188386829,Rest
87,2012,-72310.19230769225,9747.281881128,-50711.84190334874,36.78965595058991,Rest
87,2013,150394.80769230775,86344.225452112,20143.56255427592,43.47428159940307,Rest
87,2014,29475.807692307746,81888.7305237,3982.8281315320055,37.00522188386829,Rest
87,2015,6893.807692307746,67356.127676436,29686.283912501924,37.00522188386829,Rest
88,1990,9117.923076923122,31393.118334436,-13750.091836119416,37.00522188386829,Rest
88,1991,4801.923076923122,60659.251114184,11975.382778169918,36.78965595058991,Rest
88,1992,50053.92307692312,35863.078283032,-51798.84782710452,38.20806181090413,Rest
88,1993,34704.92307692312,115313.954160736,17792.633798585295,36.78965595058991,Rest
88,1994,-59029.07692307688,187924.670769112,-84294.96781509537,36.78965595058991,Rest
88,1995,102296.92307692312,131024.539024132,-13513.528183906023,36.890597608132396,Rest
88,1996,107914.92307692312,132788.861419608,-16775.01922859492,36.78965595058991,Rest
88,1997,-10556.076923076878,219619.647788776,-76338.39201758997,36.78965595058991,Rest
88,1998,-89354.07692307688,91181.536438204,-34694.02641026696,36.78965595058991,Rest
88,1999,-22063.07692307688,125122.827861076,-49117.33531466195,36.78965595058991,Rest
88,2000,40202.92307692312,107928.452851932,-39490.05506526116,36.78965595058991,Rest
88,2001,-7236.076923076878,80252.080941768,-79605.75173931177,36.78965595058991,Rest
88,2002,-5400.076923076878,63165.334201895996,-47895.77892914605,36.87641719606901,Rest
88,2003,-26044.07692307688,18775.233253988,-43496.48397076462,36.78965595058991,Rest
88,2004,-19204.07692307688,58624.384429152,1197.1320265821996,36.78965595058991,Rest
88,2005,-40600.07692307688,39978.689545296,-79926.16925479229,36.78965595058991,Rest
88,2006,-42407.07692307688,188222.871497092,-73878.48412452888,0,Rest
88,2007,-48223.07692307688,12398.235839964,-37046.35359870888,36.83887677936116,Rest
88,2008,30469.92307692312,197274.887392776,-1811.7038546309923,36.78965595058991,Rest
88,2009,38904.92307692312,174545.245115436,-34443.12033912278,36.78965595058991,Rest
88,2010,-19873.07692307688,121024.981923096,-74234.25900079016,36.78965595058991,Rest
88,2011,-29068.07692307688,7109.428197288,-17507.255886578234,36.78965595058991,Rest
88,2012,-82372.07692307688,25401.894359592,-74478.3763988266,36.78965595058991,Rest
88,2013,140959.92307692312,81039.050472388,43798.886991007115,37.00522188386829,Rest
88,2014,-6320.076923076878,92093.34477902,-42365.83671899901,36.78965595058991,Rest
88,2015,-51678.07692307688,192099.537951304,-47698.844988121346,36.78965595058991,Rest
89,1990,8141.730769230751,60943.687543756,36678.516780461076,37.00522188386829,Rest
89,1991,17120.73076923075,30070.613267508,48627.91605244102,37.00522188386829,Rest
89,1992,27309.73076923075,106074.505766092,23087.688225044833,37.00522188386829,Rest
89,1993,14421.730769230751,179732.057381412,46116.37480129106,36.78965595058991,Rest
89,1994,-53140.26923076925,190935.270307108,-73674.42037220106,36.78965595058991,Rest
89,1995,92710.73076923075,86490.065362628,-16198.828227596434,36.78965595058992,Rest
89,1996,80183.73076923075,57069.615680736,27747.497928449775,36.897438917229096,Rest
89,1997,-719.2692307692487,97330.74886664,-9248.742922804297,36.89801068017836,Rest
89,1998,-90044.26923076925,72816.366737088,-66430.31479999874,36.78965595058991,Rest
89,1999,-65915.26923076925,191039.65849678402,10261.068578153747,36.78965595058991,Rest
89,2000,65945.73076923075,111283.10557834001,11616,37.00522188386829,Rest
89,2001,24376.73076923075,57085.810374388,-63153.261346771666,36.78965595058991,Rest
89,2002,-13100.269230769249,12112.66465264,7420.256278804911,37.00522188386829,Rest
89,2003,-59022.26923076925,35021.184592236,7825.591016290764,36.78965595058991,Rest
89,2004,-15981.269230769249,13321.65473254,-39319.19665308361,36.78965595058991,Rest
89,2005,-8787.269230769249,34255.129175204,-50093.54337809062,36.8974389172291,Rest
89,2006,-13346.269230769249,105722.335221284,-72417.95750602409,36.78965595058991,Rest
89,2007,4514.730769230751,40669.415894892,22107.238280529105,37.00522188386829,Rest
89,2008,5603.730769230751,208408.40043194802,1497.0029395315069,36.78965595058991,Rest
89,2009,62527.73076923075,65748.573293056,42133.69946481895,36.803128821419804,Rest
89,2010,-10345.269230769249,71843.210413372,-80154.87652561102,36.78965595058991,Rest
89,2011,-44672.26923076925,11832.7037069,24269.84812606894,36.78965595058991,Rest
89,2012,-86375.26923076925,65076.306130720004,-69451.6630386399,36.78965595058991,Rest
89,2013,136792.73076923075,65221.038147388,38575.009006989174,37.00522188386829,Rest
89,2014,-51142.26923076925,108852.638510036,-32921.77435040808,36.78965595058991,Rest
89,2015,-27058.26923076925,181982.060522664,-83921.32193590103,36.78965595058991,Rest
90,1990,-32799.23076923075,31752.286266568,40075.66036046669,37.00522188386829,Rest
90,1991,12235.769230769249,20057.102011608,39579.436113218326,37.00522188386829,Rest
90,1992,36426.76923076925,112208.0030928,-4756.244169996,38.98694346465951,Rest
90,1993,-30169.23076923075,197008.693186268,49626.47039276014,36.78965595058992,Rest
90,1994,-34776.23076923075,190465.247904048,-52677.64638280272,36.78965595058991,Rest
