Fuel,Location,id,OutputPower,ENTSOE,diff,abs_diff,label
Biomass,CEE,2012,11.370791600000002,15.4,NA,NA,NA
Biomass,CEE,2013,11.37065680528619,15.4,NA,NA,NA
Biomass,CEE,2014,11.370754752,15.4,NA,NA,NA
Biomass,CEE,2015,11.370193204600124,15.4,NA,NA,NA
Biomass,CWE,1990,50.60836887336115,52.300000000000004,NA,NA,NA
Biomass,CWE,1991,50.5957929971457,52.300000000000004,NA,NA,NA
Biomass,CWE,1992,50.50610108974737,52.300000000000004,NA,NA,NA
Biomass,CWE,1993,50.559029506350996,52.300000000000004,NA,NA,NA
Biomass,CWE,1994,50.54846035522286,52.300000000000004,NA,NA,NA
Biomass,CWE,1995,50.546354410371684,52.300000000000004,NA,NA,NA
Biomass,CWE,1996,50.621227604863606,52.300000000000004,NA,NA,NA
Biomass,CWE,1997,50.61382990570439,52.300000000000004,NA,NA,NA
Biomass,CWE,1998,50.41665529933194,52.300000000000004,NA,NA,NA
Biomass,CWE,1999,50.58694775613097,52.300000000000004,NA,NA,NA
Biomass,CWE,2000,50.499384054206665,52.300000000000004,NA,NA,NA
Biomass,CWE,2001,50.51547508482849,52.300000000000004,NA,NA,NA
Biomass,CWE,2002,50.55433039186551,52.300000000000004,NA,NA,NA
Biomass,CWE,2003,50.55895406030964,52.300000000000004,NA,NA,NA
Biomass,CWE,2004,50.55412825236559,52.300000000000004,NA,NA,NA
Biomass,CWE,2005,50.56911518564905,52.300000000000004,NA,NA,NA
Biomass,CWE,2006,50.59802796422795,52.300000000000004,NA,NA,NA
Biomass,CWE,2007,50.43981979330305,52.300000000000004,NA,NA,NA
Biomass,CWE,2008,50.525018448463634,52.300000000000004,NA,NA,NA
Biomass,CWE,2009,50.53233422971669,52.300000000000004,NA,NA,NA
Biomass,CWE,2010,50.61766174757101,52.300000000000004,NA,NA,NA
Biomass,CWE,2011,50.54935469158498,52.300000000000004,NA,NA,NA
Biomass,CWE,2012,50.5564783988567,52.300000000000004,NA,NA,NA
Biomass,CWE,2013,50.61037619645853,52.300000000000004,NA,NA,NA
Biomass,CWE,2014,50.55235921634966,52.300000000000004,NA,NA,NA
Biomass,CWE,2015,50.59088157641332,52.300000000000004,NA,NA,NA
Biomass,Iberia,1990,5.184700138616285,6.1,NA,NA,NA
Biomass,Iberia,1991,5.132205534094328,6.1,NA,NA,NA
Biomass,Iberia,1992,5.169311862388954,6.1,NA,NA,NA
Biomass,Iberia,1993,5.135232958829054,6.1,NA,NA,NA
Biomass,Iberia,1994,5.077223809221153,6.1,NA,NA,NA
Biomass,Iberia,1995,5.083039615384317,6.1,NA,NA,NA
Biomass,Iberia,1996,5.077012820014389,6.1,NA,NA,NA
Biomass,Iberia,1997,5.151529886073543,6.1,NA,NA,NA
Biomass,Iberia,1998,5.105334698158617,6.1,NA,NA,NA
Biomass,Iberia,1999,5.104546695310733,6.1,NA,NA,NA
Biomass,Iberia,2000,5.071847076000001,6.1,NA,NA,NA
Biomass,Iberia,2001,4.994709884046319,6.1,NA,NA,NA
Biomass,Iberia,2002,5.120257015697364,6.1,NA,NA,NA
Biomass,Iberia,2003,5.072019965441656,6.1,NA,NA,NA
Biomass,Iberia,2004,5.160327052435415,6.1,NA,NA,NA
Biomass,Iberia,2005,5.185546560000001,6.1,NA,NA,NA
Biomass,Iberia,2006,5.134031796717461,6.1,NA,NA,NA
Biomass,Iberia,2007,5.153386003780764,6.1,NA,NA,NA
Biomass,Iberia,2008,5.155203752914515,6.1,NA,NA,NA
Biomass,Iberia,2009,5.114687898173599,6.1,NA,NA,NA
Biomass,Iberia,2010,5.068938973471997,6.1,NA,NA,NA
Biomass,Iberia,2011,5.165058089976575,6.1,NA,NA,NA
Biomass,Iberia,2012,5.157434369477007,6.1,NA,NA,NA
Biomass,Iberia,2013,5.10312079358875,6.1,NA,NA,NA
Biomass,Iberia,2014,5.084398132106945,6.1,NA,NA,NA
Biomass,Iberia,2015,5.18433201100421,6.1,NA,NA,NA
Biomass,Italy,1990,8.485344,16.4,NA,NA,NA
Biomass,Italy,1991,8.485344,16.4,NA,NA,NA
Biomass,Italy,1992,8.485344,16.4,NA,NA,NA
Biomass,Italy,1993,8.485344,16.4,NA,NA,NA
Biomass,Italy,1994,8.485344,16.4,NA,NA,NA
Biomass,Italy,1995,8.485344,16.4,NA,NA,NA
Biomass,Italy,1996,8.485344,16.4,NA,NA,NA
Biomass,Italy,1997,8.485344,16.4,NA,NA,NA
Biomass,Italy,1998,8.485344,16.4,NA,NA,NA
Biomass,Italy,1999,8.485344,16.4,NA,NA,NA
Biomass,Italy,2000,8.485344,16.4,NA,NA,NA
Biomass,Italy,2001,8.485344,16.4,NA,NA,NA
Biomass,Italy,2002,8.485344,16.4,NA,NA,NA
Biomass,Italy,2003,8.485344,16.4,NA,NA,NA
Biomass,Italy,2004,8.485344,16.4,NA,NA,NA
Biomass,Italy,2005,8.485344,16.4,NA,NA,NA
Biomass,Italy,2006,8.485344,16.4,NA,NA,NA
Biomass,Italy,2007,8.485344,16.4,NA,NA,NA
Biomass,Italy,2008,8.485344,16.4,NA,NA,NA
Biomass,Italy,2009,8.485344,16.4,NA,NA,NA
Biomass,Italy,2010,8.485344,16.4,NA,NA,NA
Biomass,Italy,2011,8.485344,16.4,NA,NA,NA
Biomass,Italy,2012,8.485344,16.4,NA,NA,NA
Biomass,Italy,2013,8.485344,16.4,NA,NA,NA
Biomass,Italy,2014,8.485344,16.4,NA,NA,NA
Biomass,Italy,2015,8.485344,16.4,0.48260097560975607,7.914655999999999,Biomass: 7.9 TWh
Biomass,Northern,1990,26.523665681168087,25.1,NA,NA,NA
Biomass,Northern,1991,26.33416625822721,25.1,NA,NA,NA
Biomass,Northern,1992,19.665608447869463,25.1,NA,NA,NA
Biomass,Northern,1993,18.20676491616191,25.1,NA,NA,NA
Biomass,Northern,1994,23.200524824846454,25.1,NA,NA,NA
Biomass,Northern,1995,19.55497764182359,25.1,NA,NA,NA
Biomass,Northern,1996,25.40024704464627,25.1,NA,NA,NA
Biomass,Northern,1997,20.288142708629792,25.1,NA,NA,NA
Biomass,Northern,1998,17.667612082240932,25.1,NA,NA,NA
Biomass,Northern,1999,19.640446986069495,25.1,NA,NA,NA
Biomass,Northern,2000,14.217821486087498,25.1,NA,NA,NA
Biomass,Northern,2001,17.50825582686772,25.1,NA,NA,NA
Biomass,Northern,2002,21.039429440821614,25.1,NA,NA,NA
Biomass,Northern,2003,21.915726733459838,25.1,NA,NA,NA
Biomass,Northern,2004,19.49759953827033,25.1,NA,NA,NA
Biomass,Northern,2005,17.347326072405313,25.1,NA,NA,NA
Biomass,Northern,2006,22.305851845991487,25.1,NA,NA,NA
Biomass,Northern,2007,18.22581335617247,25.1,NA,NA,NA
Biomass,Northern,2008,19.456001683757815,25.1,NA,NA,NA
Biomass,Northern,2009,20.539365586044802,25.1,NA,NA,NA
Biomass,Northern,2010,24.169444479867806,25.1,NA,NA,NA
Biomass,Northern,2011,16.154184254100926,25.1,NA,NA,NA
Biomass,Northern,2012,18.11572162552648,25.1,NA,NA,NA
Biomass,Northern,2013,20.957808839321487,25.1,NA,NA,NA
Biomass,Northern,2014,22.04220556535547,25.1,NA,NA,NA
Biomass,Northern,2015,14.52076529724261,25.1,0.4214834542931231,10.579234702757391,Biomass: 10.6 TWh
Biomass,SEE,1990,0.70272,0.9,NA,NA,NA
Biomass,SEE,1991,0.70272,0.9,NA,NA,NA
Biomass,SEE,1992,0.70272,0.9,NA,NA,NA
Biomass,SEE,1993,0.70272,0.9,NA,NA,NA
Biomass,SEE,1994,0.70272,0.9,NA,NA,NA
Biomass,SEE,1995,0.70272,0.9,NA,NA,NA
Biomass,SEE,1996,0.70272,0.9,NA,NA,NA
Biomass,SEE,1997,0.70272,0.9,NA,NA,NA
Biomass,SEE,1998,0.70272,0.9,NA,NA,NA
Biomass,SEE,1999,0.7026414275035796,0.9,NA,NA,NA
Biomass,SEE,2000,0.70272,0.9,NA,NA,NA
Biomass,SEE,2001,0.7027107090202123,0.9,NA,NA,NA
Biomass,SEE,2002,0.70272,0.9,NA,NA,NA
Biomass,SEE,2003,0.70272,0.9,NA,NA,NA
Biomass,SEE,2004,0.70272,0.9,NA,NA,NA
Biomass,SEE,2005,0.70272,0.9,NA,NA,NA
Biomass,SEE,2006,0.70272,0.9,NA,NA,NA
Biomass,SEE,2007,0.70272,0.9,NA,NA,NA
Biomass,SEE,2008,0.7027158569988528,0.9,NA,NA,NA
Biomass,SEE,2009,0.70272,0.9,NA,NA,NA
Biomass,SEE,2010,0.702637056,0.9,NA,NA,NA
Biomass,SEE,2011,0.70272,0.9,NA,NA,NA
Biomass,SEE,2012,0.70272,0.9,NA,NA,NA
Biomass,SEE,2013,0.70272,0.9,NA,NA,NA
Biomass,SEE,2014,0.70272,0.9,NA,NA,NA
Biomass,SEE,2015,0.70272,0.9,NA,NA,NA
Gas,UK & Ireland,1990,152.564563904261,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1991,169.44141582034504,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1992,163.06096361310202,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1993,166.41389351553224,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1994,159.3666309619392,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1995,161.73302827101867,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1996,173.73508766715858,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1997,168.17682562113967,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1998,163.51518823691393,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,1999,160.3211457597632,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2000,157.5943375420106,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2001,172.57141206802947,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2002,148.86241002707416,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2003,174.91611987831496,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2004,160.0946537347828,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2005,160.62472541365537,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2006,163.69536448120166,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2007,162.54248460999182,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2008,160.68813436392878,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2009,173.86176674645094,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2010,189.93906430347678,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2011,161.31185342614506,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2012,168.7263496955656,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2013,162.84649670961375,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2014,155.55132127312635,164.29999999999998,NA,NA,NA
Gas,UK & Ireland,2015,162.7538907922732,164.29999999999998,NA,NA,NA
Gas,CEE,1990,17.65106979413463,28.1,NA,NA,NA
Gas,CEE,1991,17.665738879567357,28.1,NA,NA,NA
Gas,CEE,1992,15.524653413455638,28.1,NA,NA,NA
Gas,CEE,1993,16.136652358844685,28.1,NA,NA,NA
Gas,CEE,1994,14.920980441604835,28.1,NA,NA,NA
Gas,CEE,1995,15.431361223329649,28.1,NA,NA,NA
Gas,CEE,1996,16.764409136589958,28.1,NA,NA,NA
Gas,CEE,1997,16.37910531182742,28.1,NA,NA,NA
Gas,CEE,1998,15.107642746433553,28.1,NA,NA,NA
Gas,CEE,1999,13.195335012420543,28.1,NA,NA,NA
Gas,CEE,2000,14.548605191805802,28.1,NA,NA,NA
Gas,CEE,2001,15.99633977561466,28.1,NA,NA,NA
Gas,CEE,2002,14.564803432614703,28.1,NA,NA,NA
Gas,CEE,2003,17.56864261806858,28.1,NA,NA,NA
Gas,CEE,2004,14.681356491334977,28.1,NA,NA,NA
Gas,CEE,2005,15.417170745365457,28.1,NA,NA,NA
Gas,CEE,2006,15.02563983251777,28.1,NA,NA,NA
Gas,CEE,2007,15.294057736841166,28.1,NA,NA,NA
Gas,CEE,2008,14.618032947900128,28.1,NA,NA,NA
Gas,CEE,2009,14.784931486751763,28.1,NA,NA,NA
Gas,CEE,2010,14.911652857063773,28.1,NA,NA,NA
Gas,CEE,2011,16.02170643669954,28.1,NA,NA,NA
Gas,CEE,2012,15.577483613056499,28.1,NA,NA,NA
Gas,CEE,2013,15.083519447470708,28.1,NA,NA,NA
Gas,CEE,2014,14.934727870356902,28.1,NA,NA,NA
Gas,CEE,2015,14.578706919776376,28.1,0.4811848071253959,13.521293080223625,Gas: 13.5 TWh
Gas,CWE,1990,188.8807218135631,235.29999999999998,NA,NA,NA
Gas,CWE,1991,202.08170467625996,235.29999999999998,NA,NA,NA
Gas,CWE,1992,175.03590798458808,235.29999999999998,NA,NA,NA
Gas,CWE,1993,183.10493974918953,235.29999999999998,NA,NA,NA
Gas,CWE,1994,169.03762657039283,235.29999999999998,NA,NA,NA
Gas,CWE,1995,177.9412388358146,235.29999999999998,NA,NA,NA
Gas,CWE,1996,207.90079604516856,235.29999999999998,NA,NA,NA
Gas,CWE,1997,182.46477843271944,235.29999999999998,NA,NA,NA
Gas,CWE,1998,173.68172100030685,235.29999999999998,NA,NA,NA
Gas,CWE,1999,163.76719905206176,235.29999999999998,NA,NA,NA
Gas,CWE,2000,161.1794833371438,235.29999999999998,NA,NA,NA
Gas,CWE,2001,177.66769570787656,235.29999999999998,NA,NA,NA
Gas,CWE,2002,174.14615903655584,235.29999999999998,NA,NA,NA
Gas,CWE,2003,208.73755785829314,235.29999999999998,NA,NA,NA
Gas,CWE,2004,183.89642940783014,235.29999999999998,NA,NA,NA
Gas,CWE,2005,190.036121593584,235.29999999999998,NA,NA,NA
Gas,CWE,2006,197.8123113042116,235.29999999999998,NA,NA,NA
Gas,CWE,2007,171.24662198979888,235.29999999999998,NA,NA,NA
Gas,CWE,2008,176.39352919497583,235.29999999999998,NA,NA,NA
Gas,CWE,2009,182.17036125678695,235.29999999999998,NA,NA,NA
Gas,CWE,2010,201.01904693270646,235.29999999999998,NA,NA,NA
Gas,CWE,2011,181.51658051383887,235.29999999999998,NA,NA,NA
Gas,CWE,2012,186.69012440155774,235.29999999999998,NA,NA,NA
Gas,CWE,2013,199.10721335678863,235.29999999999998,NA,NA,NA
Gas,CWE,2014,165.55025652357253,235.29999999999998,NA,NA,NA
Gas,CWE,2015,169.3631088240588,235.29999999999998,NA,NA,NA
Gas,Iberia,1990,52.03329593846907,63.1,NA,NA,NA
Gas,Iberia,1991,52.13297150311383,63.1,NA,NA,NA
Gas,Iberia,1992,50.20243668849604,63.1,NA,NA,NA
Gas,Iberia,1993,48.79403300407425,63.1,NA,NA,NA
Gas,Iberia,1994,46.11866626279523,63.1,NA,NA,NA
Gas,Iberia,1995,49.23094765684935,63.1,NA,NA,NA
Gas,Iberia,1996,46.450123230591956,63.1,NA,NA,NA
Gas,Iberia,1997,42.89699422345963,63.1,NA,NA,NA
Gas,Iberia,1998,50.7327296337891,63.1,NA,NA,NA
Gas,Iberia,1999,45.48957292857065,63.1,NA,NA,NA
Gas,Iberia,2000,46.41330902394246,63.1,NA,NA,NA
Gas,Iberia,2001,46.64879635741711,63.1,NA,NA,NA
Gas,Iberia,2002,45.976969028638585,63.1,NA,NA,NA
Gas,Iberia,2003,48.63798046945618,63.1,NA,NA,NA
Gas,Iberia,2004,52.60443076718601,63.1,NA,NA,NA
Gas,Iberia,2005,58.25949614369184,63.1,NA,NA,NA
Gas,Iberia,2006,55.58214467135815,63.1,NA,NA,NA
Gas,Iberia,2007,51.824321642454336,63.1,NA,NA,NA
Gas,Iberia,2008,51.230228300598334,63.1,NA,NA,NA
Gas,Iberia,2009,53.522873289088345,63.1,NA,NA,NA
Gas,Iberia,2010,47.634830365159985,63.1,NA,NA,NA
Gas,Iberia,2011,53.60587456865865,63.1,NA,NA,NA
Gas,Iberia,2012,55.997145502297826,63.1,NA,NA,NA
Gas,Iberia,2013,45.729301039308034,63.1,NA,NA,NA
Gas,Iberia,2014,42.64231026287737,63.1,NA,NA,NA
Gas,Iberia,2015,51.26002517805988,63.1,NA,NA,NA
Gas,Italy,1990,91.28557903007868,107.2,NA,NA,NA
Gas,Italy,1991,93.98460450088236,107.2,NA,NA,NA
Gas,Italy,1992,84.4493899999963,107.2,NA,NA,NA
Gas,Italy,1993,88.12776519650322,107.2,NA,NA,NA
Gas,Italy,1994,80.58603841315387,107.2,NA,NA,NA
Gas,Italy,1995,84.38168634159555,107.2,NA,NA,NA
Gas,Italy,1996,89.382365651203,107.2,NA,NA,NA
Gas,Italy,1997,84.91295453248689,107.2,NA,NA,NA
Gas,Italy,1998,89.3236768092134,107.2,NA,NA,NA
Gas,Italy,1999,82.949178192889,107.2,NA,NA,NA
Gas,Italy,2000,78.35386207637454,107.2,NA,NA,NA
Gas,Italy,2001,79.59838607594756,107.2,NA,NA,NA
Gas,Italy,2002,78.43155237343431,107.2,NA,NA,NA
Gas,Italy,2003,97.82812851371622,107.2,NA,NA,NA
Gas,Italy,2004,89.17296924809942,107.2,NA,NA,NA
Gas,Italy,2005,100.23142512544456,107.2,NA,NA,NA
Gas,Italy,2006,93.74967610848569,107.2,NA,NA,NA
Gas,Italy,2007,89.83747472516102,107.2,NA,NA,NA
Gas,Italy,2008,86.24167097536507,107.2,NA,NA,NA
Gas,Italy,2009,90.12794250441425,107.2,NA,NA,NA
Gas,Italy,2010,93.2065779639517,107.2,NA,NA,NA
Gas,Italy,2011,88.7932274692233,107.2,NA,NA,NA
Gas,Italy,2012,96.66153307058342,107.2,NA,NA,NA
Gas,Italy,2013,89.56779412665124,107.2,NA,NA,NA
Gas,Italy,2014,77.08910694280644,107.2,NA,NA,NA
Gas,Italy,2015,92.66667356691066,107.2,NA,NA,NA
Gas,Northern,1990,15.008827995692894,15.3,NA,NA,NA
Gas,Northern,1991,17.997530473197358,15.3,NA,NA,NA
Gas,Northern,1992,11.462028795377114,15.3,NA,NA,NA
Gas,Northern,1993,12.582842033074618,15.3,NA,NA,NA
Gas,Northern,1994,15.48058855426438,15.3,NA,NA,NA
Gas,Northern,1995,13.45082444596378,15.3,NA,NA,NA
Gas,Northern,1996,22.273221049901046,15.3,NA,NA,NA
Gas,Northern,1997,15.043463114233921,15.3,NA,NA,NA
Gas,Northern,1998,12.001776648422851,15.3,NA,NA,NA
Gas,Northern,1999,11.302179545229912,15.3,NA,NA,NA
Gas,Northern,2000,9.865702696610956,15.3,NA,NA,NA
Gas,Northern,2001,12.029134112053189,15.3,NA,NA,NA
Gas,Northern,2002,13.737728096121057,15.3,NA,NA,NA
Gas,Northern,2003,14.699794924391972,15.3,NA,NA,NA
Gas,Northern,2004,12.727202680828178,15.3,NA,NA,NA
Gas,Northern,2005,10.991417906415368,15.3,NA,NA,NA
Gas,Northern,2006,16.46914817330871,15.3,NA,NA,NA
Gas,Northern,2007,9.995717480202103,15.3,NA,NA,NA
Gas,Northern,2008,12.061018252007194,15.3,NA,NA,NA
Gas,Northern,2009,15.21023777818694,15.3,NA,NA,NA
Gas,Northern,2010,21.628198631484405,15.3,NA,NA,NA
Gas,Northern,2011,11.889403969736287,15.3,NA,NA,NA
Gas,Northern,2012,12.198695100059888,15.3,NA,NA,NA
Gas,Northern,2013,16.69006508902015,15.3,NA,NA,NA
Gas,Northern,2014,15.92638670784347,15.3,NA,NA,NA
Gas,Northern,2015,9.338404266012013,15.3,0.3896467799992149,5.961595733987988,Gas: 6.0 TWh
Gas,SEE,1990,6.095215628625577,16.6,NA,NA,NA
Gas,SEE,1991,6.32589236592475,16.6,NA,NA,NA
Gas,SEE,1992,6.3580718244768475,16.6,NA,NA,NA
Gas,SEE,1993,6.534760082305108,16.6,NA,NA,NA
Gas,SEE,1994,5.370752093970345,16.6,NA,NA,NA
Gas,SEE,1995,5.485690095831698,16.6,NA,NA,NA
Gas,SEE,1996,5.344634751514683,16.6,NA,NA,NA
Gas,SEE,1997,5.418390587951622,16.6,NA,NA,NA
Gas,SEE,1998,5.522019160943378,16.6,NA,NA,NA
Gas,SEE,1999,4.8827341305032785,16.6,NA,NA,NA
Gas,SEE,2000,5.221725568340526,16.6,NA,NA,NA
Gas,SEE,2001,6.372156463682192,16.6,NA,NA,NA
Gas,SEE,2002,5.035160877679687,16.6,NA,NA,NA
Gas,SEE,2003,6.079421344049302,16.6,NA,NA,NA
Gas,SEE,2004,4.2639028300687984,16.6,NA,NA,NA
Gas,SEE,2005,4.72854414818488,16.6,NA,NA,NA
Gas,SEE,2006,4.71673281309309,16.6,NA,NA,NA
Gas,SEE,2007,5.426162960664553,16.6,NA,NA,NA
Gas,SEE,2008,4.77905336286641,16.6,NA,NA,NA
Gas,SEE,2009,4.093086211532891,16.6,NA,NA,NA
Gas,SEE,2010,3.8584071403416487,16.6,NA,NA,NA
Gas,SEE,2011,6.035450952568602,16.6,NA,NA,NA
Gas,SEE,2012,5.645268728119496,16.6,NA,NA,NA
Gas,SEE,2013,4.191832176306079,16.6,NA,NA,NA
Gas,SEE,2014,3.745655956110539,16.6,NA,NA,NA
Gas,SEE,2015,4.498677474831056,16.6,0.7289953328415028,12.101322525168946,Gas: 12.1 TWh
Hydro,UK & Ireland,1990,7.595672905983273,8.2,NA,NA,NA
Hydro,UK & Ireland,1991,7.257621737688431,8.2,NA,NA,NA
Hydro,UK & Ireland,1992,7.740553524632112,8.2,NA,NA,NA
Hydro,UK & Ireland,1993,7.668717140150871,8.2,NA,NA,NA
Hydro,UK & Ireland,1994,7.91748931963613,8.2,NA,NA,NA
Hydro,UK & Ireland,1995,7.651883452649139,8.2,NA,NA,NA
Hydro,UK & Ireland,1996,7.448501378196338,8.2,NA,NA,NA
Hydro,UK & Ireland,1997,7.254117566135558,8.2,NA,NA,NA
Hydro,UK & Ireland,1998,8.318167750560354,8.2,NA,NA,NA
Hydro,UK & Ireland,1999,8.466466589242936,8.2,NA,NA,NA
Hydro,UK & Ireland,2000,9.034407754295735,8.2,NA,NA,NA
Hydro,UK & Ireland,2001,7.750480011930365,8.2,NA,NA,NA
Hydro,UK & Ireland,2002,8.583931554845323,8.2,NA,NA,NA
Hydro,UK & Ireland,2003,7.432957396601069,8.2,NA,NA,NA
Hydro,UK & Ireland,2004,8.479249063104229,8.2,NA,NA,NA
Hydro,UK & Ireland,2005,8.230897586119383,8.2,NA,NA,NA
Hydro,UK & Ireland,2006,8.295107446704929,8.2,NA,NA,NA
Hydro,UK & Ireland,2007,8.659043485078563,8.2,NA,NA,NA
Hydro,UK & Ireland,2008,9.12045836001299,8.2,NA,NA,NA
Hydro,UK & Ireland,2009,8.890841971444337,8.2,NA,NA,NA
Hydro,UK & Ireland,2010,7.734106624166834,8.2,NA,NA,NA
Hydro,UK & Ireland,2011,8.319294104837562,8.2,NA,NA,NA
Hydro,UK & Ireland,2012,8.968583370306726,8.2,NA,NA,NA
Hydro,UK & Ireland,2013,8.54898577888027,8.2,NA,NA,NA
Hydro,UK & Ireland,2014,9.484356591746879,8.2,NA,NA,NA
Hydro,UK & Ireland,2015,9.350472331236947,8.2,NA,NA,NA
Hydro,CEE,1990,38.15953472512324,31.400000000000002,NA,NA,NA
Hydro,CEE,1991,39.56696252395257,31.400000000000002,NA,NA,NA
Hydro,CEE,1992,38.061558928082405,31.400000000000002,NA,NA,NA
Hydro,CEE,1993,39.25683163826347,31.400000000000002,NA,NA,NA
Hydro,CEE,1994,40.78744192096209,31.400000000000002,NA,NA,NA
Hydro,CEE,1995,44.03814156176399,31.400000000000002,NA,NA,NA
Hydro,CEE,1996,45.62171774178902,31.400000000000002,NA,NA,NA
Hydro,CEE,1997,45.215388295449124,31.400000000000002,NA,NA,NA
Hydro,CEE,1998,45.418554165066944,31.400000000000002,NA,NA,NA
Hydro,CEE,1999,47.12170508546529,31.400000000000002,NA,NA,NA
Hydro,CEE,2000,42.57627403923222,31.400000000000002,NA,NA,NA
Hydro,CEE,2001,41.44958045441384,31.400000000000002,NA,NA,NA
Hydro,CEE,2002,43.79015855574998,31.400000000000002,NA,NA,NA
Hydro,CEE,2003,42.078270816430496,31.400000000000002,NA,NA,NA
Hydro,CEE,2004,45.851807410075196,31.400000000000002,NA,NA,NA
Hydro,CEE,2005,47.284522077065006,31.400000000000002,NA,NA,NA
Hydro,CEE,2006,45.81944954177914,31.400000000000002,NA,NA,NA
