h,n,id,Demand,rl,pump_in,pump_out,pump_net,rl_w_pumping,rrl,rrlwp
2016-01-26T03:00:00Z,LT,2008,960,551.55295,0,0,0,551.55295,24,201
2016-06-08T03:00:00Z,LT,1998,791,518.80207,717.6868993069892,0,-717.6868993069892,1236.488969306989,25,5433
2016-10-02T01:00:00Z,LT,2008,948,551.80458,0,0,0,551.80458,25,202
2016-09-13T03:00:00Z,LT,1998,844,519.1256599999999,717.6868993069892,0,-717.6868993069892,1236.812559306989,26,5437
2016-10-02T00:00:00Z,LT,2008,953,551.9894400000001,0,0,0,551.9894400000001,26,203
2016-03-01T02:00:00Z,LT,1998,917,520.0919799999999,743.1110000000001,0,-743.1110000000001,1263.20298,27,5660
2016-02-25T00:00:00Z,LT,2008,951,552.82457,56.78889228954114,0,-56.78889228954114,609.6134622895411,27,371
2016-03-01T03:00:00Z,LT,1998,916,520.73096,743.1110000000001,0,-743.1110000000001,1263.8419600000002,28,5662
2016-02-27T02:00:00Z,LT,2008,904,553.44661,743.1110000000001,0,-743.1110000000001,1296.55761,28,6328
2016-03-05T03:00:00Z,LT,1998,911,521.96621,743.1110000000001,0,-743.1110000000001,1265.0772100000002,29,5674
2016-06-11T01:00:00Z,LT,2008,861,553.8490400000001,717.6122437887911,0,-717.6122437887911,1271.4612837887912,29,6055
2016-09-12T23:00:00Z,LT,1998,861,525.0803599999999,545.6870629027491,0,-545.6870629027491,1070.7674229027489,30,3557
2016-01-04T03:00:00Z,LT,2008,926,555.24949,717.6122437887911,0,-717.6122437887911,1272.8617337887913,30,6069
2016-02-28T01:00:00Z,LT,1998,934,526.91707,0,0,0,526.91707,31,325
2016-02-28T02:00:00Z,LT,2008,938,556.90152,0,0,0,556.90152,31,211
2016-10-18T00:00:00Z,LT,1998,889,532.74072,717.6868993069892,0,-717.6868993069892,1250.427619306989,32,5543
2016-06-11T00:00:00Z,LT,2008,871,558.0464400000001,717.6122437887911,0,-717.6122437887911,1275.6586837887912,32,6099
2016-02-29T01:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,33,343
2016-02-28T03:00:00Z,LT,2008,939,561.90226,0,0,0,561.90226,33,220
2016-02-29T02:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,34,344
2016-10-02T02:00:00Z,LT,2008,954,562.22779,0,0,0,562.22779,34,223
2016-02-29T03:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,35,345
2016-02-23T04:00:00Z,LT,2008,972,562.8149000000001,77.83795932641928,0,-77.83795932641928,640.6528593264194,35,492
2016-02-29T04:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,36,346
2016-11-16T00:00:00Z,LT,2008,942,562.86626,0,0,0,562.86626,36,225
2016-02-29T05:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,37,347
2016-02-28T01:00:00Z,LT,2008,949,565.80953,0,0,0,565.80953,37,233
2016-02-29T06:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,38,348
2016-01-05T02:00:00Z,LT,2008,951,566.10947,717.6122437887911,0,-717.6122437887911,1283.721713788791,38,6191
2016-02-29T07:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,39,349
2016-01-26T00:00:00Z,LT,2008,975,566.7616399999999,0,0,0,566.7616399999999,39,235
2016-02-29T08:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,40,350
2016-02-02T02:00:00Z,LT,2008,926,568.4784,743.1110000000001,0,-743.1110000000001,1311.5894,40,6573
2016-02-29T09:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,41,351
2016-02-02T01:00:00Z,LT,2008,929,568.82651,743.1110000000001,0,-743.1110000000001,1311.9375100000002,41,6578
2016-02-29T10:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,42,352
2016-10-01T23:00:00Z,LT,2008,971,569.6840400000001,0,0,0,569.6840400000001,42,242
2016-02-29T11:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,43,353
2016-01-04T02:00:00Z,LT,2008,931,571.22862,717.6122437887911,0,-717.6122437887911,1288.840863788791,43,6248
2016-02-29T12:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,44,354
2016-01-04T04:00:00Z,LT,2008,945,571.64341,717.6122437887911,0,-717.6122437887911,1289.2556537887913,44,6255
2016-02-29T13:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,45,355
2016-06-24T00:00:00Z,LT,2008,897,572.5481299999999,717.6122437887911,0,-717.6122437887911,1290.160373788791,45,6264
2016-02-29T14:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,46,356
2016-01-05T03:00:00Z,LT,2008,962,573.2359799999999,717.6122437887911,0,-717.6122437887911,1290.848223788791,46,6268
2016-02-29T15:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,47,357
2016-06-11T03:00:00Z,LT,2008,866,573.27919,717.6122437887911,0,-717.6122437887911,1290.8914337887911,47,6269
2016-02-29T16:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,48,358
2016-01-05T01:00:00Z,LT,2008,962,574.84951,717.6122437887911,0,-717.6122437887911,1292.4617537887912,48,6289
2016-02-29T17:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,49,359
2016-02-22T01:00:00Z,LT,2008,937,575.6201799999999,0,0,0,575.6201799999999,49,259
2016-02-29T18:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,50,360
2016-02-28T00:00:00Z,LT,2008,967,577.1212700000001,0,0,0,577.1212700000001,50,261
2016-02-29T19:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,51,361
2016-02-01T04:00:00Z,LT,2008,965,577.80879,0,0,0,577.80879,51,263
2016-02-29T20:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,52,362
2016-02-01T03:00:00Z,LT,2008,952,580.32311,0,0,0,580.32311,52,268
2016-02-29T21:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,53,363
2016-02-02T00:00:00Z,LT,2008,955,581.07842,743.1110000000001,0,-743.1110000000001,1324.1894200000002,53,6712
2016-02-29T22:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,54,364
2016-01-04T01:00:00Z,LT,2008,949,581.12534,717.6122437887911,0,-717.6122437887911,1298.7375837887912,54,6356
2016-02-29T23:00:00Z,LT,1998,928,533.19415,0,0,0,533.19415,55,365
2016-02-15T03:00:00Z,LT,2008,956,585.70759,717.6122437887911,0,-717.6122437887911,1303.3198337887911,55,6415
2016-03-01T00:00:00Z,LT,1998,928,533.19415,743.1110000000001,0,-743.1110000000001,1276.3051500000001,56,5760
2016-02-28T04:00:00Z,LT,2008,961,586.1927599999999,0,0,0,586.1927599999999,56,281
2016-03-01T01:00:00Z,LT,1998,928,533.19415,743.1110000000001,0,-743.1110000000001,1276.3051500000001,57,5761
2016-06-10T23:00:00Z,LT,2008,900,586.33384,603.1163757241528,0,-603.1163757241528,1189.4502157241527,57,5235
2016-01-04T03:00:00Z,LT,1998,912,534.3525400000001,717.6868993069892,0,-717.6868993069892,1252.0394393069892,58,5556
2016-10-31T03:00:00Z,LT,2008,915,586.65428,6.514624926343913,0,-6.514624926343913,593.1689049263439,58,299
2016-03-04T23:00:00Z,LT,1998,948,537.11484,743.1110000000001,0,-743.1110000000001,1280.22584,59,5792
2016-02-27T03:00:00Z,LT,2008,919,587.4017699999999,743.1110000000001,0,-743.1110000000001,1330.51277,59,6765
2016-10-16T01:00:00Z,LT,1998,913,539.05297,717.6868993069892,0,-717.6868993069892,1256.739869306989,60,5614
2016-02-02T03:00:00Z,LT,2008,938,590.4039,743.1110000000001,0,-743.1110000000001,1333.5149000000001,60,6788
2016-12-27T03:00:00Z,LT,1998,874,540.2079799999999,717.6868993069892,0,-717.6868993069892,1257.894879306989,61,5624
2016-10-31T02:00:00Z,LT,2008,919,590.53721,0,0,0,590.53721,61,292
2016-03-01T04:00:00Z,LT,1998,937,540.45846,743.1110000000001,0,-743.1110000000001,1283.5694600000002,62,5818
2016-02-22T05:00:00Z,LT,2008,996,595.1726799999999,717.6122437887911,0,-717.6122437887911,1312.784923788791,62,6588
2016-10-15T00:00:00Z,LT,1998,917,541.01697,717.6868993069892,0,-717.6868993069892,1258.7038693069892,63,5631
2016-02-24T23:00:00Z,LT,2008,991,596.3214,13.292062289541093,0,-13.292062289541093,609.6134622895411,63,370
2016-02-28T04:00:00Z,LT,1998,949,542.11049,0,0,0,542.11049,64,385
2016-10-31T01:00:00Z,LT,2008,927,596.65391,0,0,0,596.65391,64,309
2016-02-28T00:00:00Z,LT,1998,950,542.9883299999999,0,0,0,542.9883299999999,65,387
2016-02-26T23:00:00Z,LT,2008,988,596.97093,743.1110000000001,0,-743.1110000000001,1340.08193,65,6861
2016-10-15T01:00:00Z,LT,1998,904,545.16518,717.6868993069892,0,-717.6868993069892,1262.8520793069893,66,5657
2016-02-15T02:00:00Z,LT,2008,959,597.80851,717.6122437887911,0,-717.6122437887911,1315.420753788791,66,6616
2016-09-13T22:00:00Z,LT,1998,904,546.50385000000006,717.6868993069892,0,-717.6868993069892,1264.1907493069893,67,5666
2016-02-15T04:00:00Z,LT,2008,973,598.0095200000001,717.6122437887911,0,-717.6122437887911,1315.6217637887912,67,6617
2016-10-30T02:00:00Z,LT,1998,920,546.68922,717.6868993069892,0,-717.6868993069892,1264.376119306989,68,5669
2016-01-05T00:00:00Z,LT,2008,983,599.3514299999999,717.6122437887911,0,-717.6122437887911,1316.963673788791,68,6630
2016-09-13T04:00:00Z,LT,1998,874,547.43069,717.6868993069892,0,-717.6868993069892,1265.1175893069892,69,5675
2016-10-12T01:00:00Z,LT,2008,818,599.52193,717.6122437887911,0,-717.6122437887911,1317.134173788791,69,6631
2016-10-16T02:00:00Z,LT,1998,922,548.59760000000006,717.6868993069892,0,-717.6868993069892,1266.2844993069893,70,5685
2016-11-24T02:00:00Z,LT,2008,1010,600.78945,743.1110000000001,0,-743.1110000000001,1343.90045,70,6890
2016-01-04T02:00:00Z,LT,1998,917,548.98282,717.6868993069892,0,-717.6868993069892,1266.669719306989,71,5687
2016-01-20T02:00:00Z,LT,2008,998,602.34412,0,0,0,602.34412,71,351
2016-10-16T00:00:00Z,LT,1998,922,551.35638,717.6868993069892,0,-717.6868993069892,1269.043279306989,72,5704
2016-10-31T04:00:00Z,LT,2008,938,603.2459699999999,0,0,0,603.2459699999999,72,352
2016-10-30T01:00:00Z,LT,1998,927,552.47271,717.6868993069892,0,-717.6868993069892,1270.1596093069893,73,5710
2016-10-11T23:00:00Z,LT,2008,862,605.78976,717.6122437887911,0,-717.6122437887911,1323.4020037887913,73,6706
2016-10-14T23:00:00Z,LT,1998,943,552.93294,717.6868993069892,0,-717.6868993069892,1270.6198393069892,74,5713
2016-01-25T03:00:00Z,LT,2008,979,606.7174,0,0,0,606.7174,74,359
2016-09-14T02:00:00Z,LT,1998,815,553.39945,717.6868993069892,0,-717.6868993069892,1271.0863493069892,75,5720
2016-02-01T02:00:00Z,LT,2008,958,606.71874,0,0,0,606.71874,75,360
2016-06-16T23:00:00Z,LT,1998,916,554.04501,717.6868993069892,0,-717.6868993069892,1271.731909306989,76,5727
2016-04-09T00:00:00Z,LT,2008,901,607.0677700000001,0,0,0,607.0677700000001,76,363
2016-09-10T02:00:00Z,LT,1998,879,554.26309,717.6868993069892,0,-717.6868993069892,1271.9499893069892,77,5730
2016-10-31T00:00:00Z,LT,2008,936,607.18091,0,0,0,607.18091,77,364
2016-01-04T04:00:00Z,LT,1998,931,554.8337300000001,717.6868993069892,0,-717.6868993069892,1272.5206293069891,78,5735
2016-10-12T00:00:00Z,LT,2008,843,607.70457,717.6122437887911,0,-717.6122437887911,1325.316813788791,78,6724
2016-12-25T03:00:00Z,LT,1998,888,555.4703,0,0,0,555.4703,79,414
2016-01-20T01:00:00Z,LT,2008,1002,608.4768300000001,0,0,0,608.4768300000001,79,365
2016-10-30T03:00:00Z,LT,1998,931,557.5161599999999,717.6868993069892,0,-717.6868993069892,1275.203059306989,80,5752
2016-01-25T04:00:00Z,LT,2008,992,608.73827000000006,0,0,0,608.73827000000006,80,366
2016-06-07T23:00:00Z,LT,1998,832,558.44813,717.6868993069892,0,-717.6868993069892,1276.135029306989,81,5757
2016-02-25T04:00:00Z,LT,2008,1002,608.7466,0.8668622895411886,0,-0.8668622895411886,609.6134622895411,81,374
2016-09-10T01:00:00Z,LT,1998,874,559.68741,717.6868993069892,0,-717.6868993069892,1277.3743093069893,82,5769
2016-01-25T23:00:00Z,LT,2008,1018,609.46133,0,0,0,609.46133,82,368
2016-10-11T00:00:00Z,LT,1998,829,559.86625,717.6868993069892,0,-717.6868993069892,1277.5531493069893,83,5772
2016-04-09T01:00:00Z,LT,2008,901,610.08105,0,0,0,610.08105,83,376
2016-09-12T22:00:00Z,LT,1998,902,560.6646000000001,0,0,0,560.6646000000001,84,425
2016-11-16T04:00:00Z,LT,2008,994,611.12511,0,0,0,611.12511,84,377
2016-02-29T00:00:00Z,LT,1998,952,561.0371,0,0,0,561.0371,85,426
2016-01-20T03:00:00Z,LT,2008,1009,611.28267,0,0,0,611.28267,85,378
2016-08-23T02:00:00Z,LT,1998,836,561.07892,717.6868993069892,0,-717.6868993069892,1278.7658193069892,86,5779
2016-11-15T23:00:00Z,LT,2008,988,611.28401,0,0,0,611.28401,86,379
2016-10-11T01:00:00Z,LT,1998,817,562.66797,717.6868993069892,0,-717.6868993069892,1280.3548693069893,87,5797
2016-11-24T01:00:00Z,LT,2008,1021,611.41788,743.1110000000001,0,-743.1110000000001,1354.52888,87,6952
2016-12-25T02:00:00Z,LT,1998,892,564.3363400000001,0,0,0,564.3363400000001,88,432
2016-06-24T05:00:00Z,LT,2008,932,611.8317532322092,0,0,0,611.8317532322092,88,381
2016-02-02T01:00:00Z,LT,1998,947,566.53777,149.3464884658797,0,-149.3464884658797,715.8842584658797,89,968
2016-01-26T04:00:00Z,LT,2008,1022,612.55531,0,0,0,612.55531,89,384
2016-10-18T04:00:00Z,LT,1998,947,566.80245,717.6868993069892,0,-717.6868993069892,1284.4893493069892,90,5824
2016-10-01T22:00:00Z,LT,2008,1012,613.25958,0,0,0,613.25958,90,389
2016-10-15T02:00:00Z,LT,1998,912,567.1728599999999,717.6868993069892,0,-717.6868993069892,1284.859759306989,91,5828
2016-11-24T03:00:00Z,LT,2008,1024,615.45624,743.1110000000001,0,-743.1110000000001,1358.56724,91,6982
2016-10-30T00:00:00Z,LT,1998,945,569.41908,717.6868993069892,0,-717.6868993069892,1287.1059793069892,92,5839
2016-01-04T05:00:00Z,LT,2008,1002,615.7708,717.6122437887911,0,-717.6122437887911,1333.3830437887912,92,6786
2016-08-23T01:00:00Z,LT,1998,845,569.87532,717.6868993069892,0,-717.6868993069892,1287.5622193069892,93,5844
2016-10-03T02:00:00Z,LT,2008,905,616.25957,717.6122437887911,0,-717.6122437887911,1333.8718137887913,93,6792
2016-12-26T23:00:00Z,LT,1998,981,570.19119,0,0,0,570.19119,94,450
2016-12-03T02:00:00Z,LT,2008,997,616.78718,691.189804066883,0,-691.189804066883,1307.976984066883,94,6494
2016-08-23T03:00:00Z,LT,1998,839,571.3118099999999,717.6868993069892,0,-717.6868993069892,1288.998709306989,95,5858
2016-02-01T23:00:00Z,LT,2008,997,617.98333,0,0,0,617.98333,95,398
2016-09-10T00:00:00Z,LT,1998,881,572.16425,717.6868993069892,0,-717.6868993069892,1289.851149306989,96,5864
2016-10-19T01:00:00Z,LT,2008,934,618.74576,743.1110000000001,0,-743.1110000000001,1361.8567600000001,96,7003
2016-02-02T02:00:00Z,LT,1998,943,572.94682,74.6732442329403,0,-74.6732442329403,647.6200642329403,97,748
2016-06-23T23:00:00Z,LT,2008,931,618.8506600000001,495.69753970678516,0,-495.69753970678516,1114.5481997067852,97,4241
2016-10-17T23:00:00Z,LT,1998,917,573.80166,717.6868993069892,0,-717.6868993069892,1291.4885593069891,98,5880
2016-12-03T01:00:00Z,LT,2008,1003,619.17837,688.7986140668829,0,-688.7986140668829,1307.9769840668828,98,6472
2016-10-11T02:00:00Z,LT,1998,816,575.66547,717.6868993069892,0,-717.6868993069892,1293.3523693069892,99,5898
2016-10-03T01:00:00Z,LT,2008,910,619.29483,717.6122437887911,0,-717.6122437887911,1336.9070737887912,99,6831
2016-02-24T01:00:00Z,LT,1998,972,575.83512,743.1110000000001,0,-743.1110000000001,1318.94612,100,6107
2016-10-19T02:00:00Z,LT,2008,943,619.84608,743.1110000000001,0,-743.1110000000001,1362.9570800000001,100,7021
2016-10-15T23:00:00Z,LT,1998,943,576.4538299999999,717.6868993069892,0,-717.6868993069892,1294.1407293069892,101,5904
2016-02-22T00:00:00Z,LT,2008,968,620.57187,0,0,0,620.57187,101,405
2016-12-25T04:00:00Z,LT,1998,904,577.36961,0,0,0,577.36961,102,466
2016-02-27T23:00:00Z,LT,2008,1018,620.79676,0,0,0,620.79676,102,406
2016-01-11T03:00:00Z,LT,1998,980,577.57442,717.6868993069892,0,-717.6868993069892,1295.2613193069892,103,5906
2016-02-15T01:00:00Z,LT,2008,974,621.28336,700.2032617352324,0,-700.2032617352324,1321.4866217352323,103,6667
2016-05-24T03:00:00Z,LT,1998,879,580.05412,717.6868993069892,0,-717.6868993069892,1297.741019306989,104,5922
2016-06-25T02:00:00Z,LT,2008,815,621.89558,717.6122437887911,0,-717.6122437887911,1339.507823788791,104,6854
2016-02-02T00:00:00Z,LT,1998,970,580.71171,298.6929769317582,0,-298.6929769317582,879.4046869317583,105,1838
2016-10-03T00:00:00Z,LT,2008,922,621.91905,717.6122437887911,0,-717.6122437887911,1339.5312937887911,105,6855
2016-10-10T23:00:00Z,LT,1998,857,582.41995,717.6868993069892,0,-717.6868993069892,1300.1068493069893,106,5951
2016-05-24T03:00:00Z,LT,2008,795,622.04689,717.6122437887911,0,-717.6122437887911,1339.6591337887912,106,6856
2016-01-04T01:00:00Z,LT,1998,936,584.0366799999999,717.6868993069892,0,-717.6868993069892,1301.723579306989,107,5962
2016-02-22T06:00:00Z,LT,2008,1026,622.24593,717.6122437887911,0,-717.6122437887911,1339.8581737887912,107,6859
2016-02-27T02:00:00Z,LT,1998,950,584.12571,51.26226385328266,0,-51.26226385328266,635.3879738532827,108,712
2016-10-12T02:00:00Z,LT,2008,830,622.32291,717.6122437887911,0,-717.6122437887911,1339.935153788791,108,6860
2016-02-11T02:00:00Z,LT,1998,961,584.87954,634.5497383655885,0,-634.5497383655885,1219.4292783655885,109,5274
2016-02-03T01:00:00Z,LT,2008,988,622.50746,743.1110000000001,0,-743.1110000000001,1365.6184600000001,109,7036
2016-12-25T01:00:00Z,LT,1998,909,585.47451,0,0,0,585.47451,110,484
2016-02-22T22:00:00Z,LT,2008,1030,622.50987,698.9767517352325,0,-698.9767517352325,1321.4866217352323,110,6669
2016-12-27T04:00:00Z,LT,1998,892,585.8772200000001,717.6868993069892,0,-717.6868993069892,1303.5641193069891,111,5981
2016-01-06T02:00:00Z,LT,2008,1036,623.8627,610.8631093418935,0,-610.8631093418935,1234.7258093418936,111,5712
2016-10-26T01:00:00Z,LT,1998,900,585.92155,717.6868993069892,0,-717.6868993069892,1303.6084493069893,112,5982
2016-01-25T02:00:00Z,LT,2008,987,624.64799,0,0,0,624.64799,112,413
2016-01-11T04:00:00Z,LT,1998,987,585.92327,717.6868993069892,0,-717.6868993069892,1303.610169306989,113,5983
2016-10-02T03:00:00Z,LT,2008,1013,625.3048799999999,0,0,0,625.3048799999999,113,414
2016-09-13T05:00:00Z,LT,1998,924,586.01891,717.6868993069892,0,-717.6868993069892,1303.705809306989,114,5985
2016-10-11T22:00:00Z,LT,2008,902,625.4450300000001,717.6122437887911,0,-717.6122437887911,1343.0572737887912,114,6880
2016-02-11T01:00:00Z,LT,1998,970,587.57812,717.6868993069892,0,-717.6868993069892,1305.2650193069892,115,5988
2016-01-19T03:00:00Z,LT,2008,959,625.89004,717.6122437887911,0,-717.6122437887911,1343.5022837887911,115,6886
2016-10-28T03:00:00Z,LT,1998,994,588.96834,717.6868993069892,0,-717.6868993069892,1306.6552393069892,116,5994
2016-01-04T00:00:00Z,LT,2008,990,626.13117,686.5414367555773,0,-686.5414367555773,1312.6726067555774,116,6587
2016-01-11T02:00:00Z,LT,1998,983,588.9729199999999,717.6868993069892,0,-717.6868993069892,1306.659819306989,117,5995
2016-10-19T00:00:00Z,LT,2008,936,626.6297999999999,743.1110000000001,0,-743.1110000000001,1369.7408,117,7063
2016-08-23T04:00:00Z,LT,1998,848,589.46363,717.6868993069892,0,-717.6868993069892,1307.150529306989,118,6001
2016-08-18T02:00:00Z,LT,2008,814,627.68055,585.4806954500145,0,-585.4806954500145,1213.1612454500146,118,5490
2016-10-26T00:00:00Z,LT,1998,916,589.4765,717.6868993069892,0,-717.6868993069892,1307.163399306989,119,6002
2016-04-09T02:00:00Z,LT,2008,912,629.8104000000001,0,0,0,629.8104000000001,119,425
2016-08-23T00:00:00Z,LT,1998,858,589.48723,717.6868993069892,0,-717.6868993069892,1307.174129306989,120,6003
2016-08-08T12:00:00Z,LT,2008,1052,630.1246622607882,0,0,0,630.1246622607882,120,426
2016-10-28T02:00:00Z,LT,1998,992,589.76784,717.6868993069892,0,-717.6868993069892,1307.4547393069893,121,6005
2016-02-01T05:00:00Z,LT,2008,1027,630.57044,0,0,0,630.57044,121,427
2016-09-30T00:00:00Z,LT,1998,894,590.1320900000001,717.6868993069892,0,-717.6868993069892,1307.8189893069894,122,6008
2016-08-05T03:00:00Z,LT,2008,897,630.96606,717.6122437887911,0,-717.6122437887911,1348.5783037887911,122,6920
2016-10-14T22:00:00Z,LT,1998,986,590.2677699999999,717.6868993069892,0,-717.6868993069892,1307.9546693069892,123,6012
2016-01-20T00:00:00Z,LT,2008,1022,631.00656,0,0,0,631.00656,123,430
2016-02-24T00:00:00Z,LT,1998,996,590.43389,743.1110000000001,0,-743.1110000000001,1333.5448900000001,124,6256
2016-08-05T02:00:00Z,LT,2008,886,631.37784,717.6122437887911,0,-717.6122437887911,1348.9900837887913,124,6921
2016-10-29T02:00:00Z,LT,1998,905,590.63142,717.6868993069892,0,-717.6868993069892,1308.3183193069892,125,6015
