h,n,id,Demand,rl,pump_in,pump_out,pump_net,rl_w_pumping,rrl,rrlwp
2016-08-22T14:00:00Z,LT,1998,1138,945.6393315024942,0,81.40750870335324,81.40750870335324,864.2318227991409,2371,1721
2016-10-23T00:00:00Z,LT,2008,961,941.12864,681.77396,0,-681.77396,1622.9026,2371,8688
2016-05-13T22:00:00Z,LT,1998,1004,945.7093199999999,0,0,0,945.7093199999999,2372,2354
2016-08-09T16:00:00Z,LT,2008,1109,941.2167621931724,0,312.41204690142297,312.41204690142297,628.8047152917494,2372,419
2016-02-21T21:00:00Z,LT,1998,1186,945.74691,0,0,0,945.74691,2373,2355
2016-05-23T05:00:00Z,LT,2008,1018,941.229566139377,345.8704540871504,0,-345.8704540871504,1287.1000202265272,2373,6238
2016-08-10T23:00:00Z,LT,1998,1010,945.7642,677.1384,0,-677.1384,1622.9026,2374,8369
2016-12-20T03:00:00Z,LT,2008,981,941.25728,0,0,0,941.25728,2374,2132
2016-04-09T23:00:00Z,LT,1998,1019,945.81089,0,0,0,945.81089,2375,2356
2016-05-08T22:00:00Z,LT,2008,970,941.30258,0,0,0,941.30258,2375,2134
2016-08-18T21:00:00Z,LT,1998,1033,946.00681,0,26.362027646327416,26.362027646327416,919.6447823536726,2376,2138
2016-02-28T09:00:00Z,LT,2008,1332,941.3706900131959,0,3.3875071803410624,3.3875071803410624,937.9831828328548,2376,2105
2016-04-23T22:00:00Z,LT,1998,951,946.14414,0,0,0,946.14414,2377,2357
2016-03-28T01:00:00Z,LT,2008,995,941.37176,0,0,0,941.37176,2377,2135
2016-06-24T22:00:00Z,LT,1998,961,946.16774,0,0,0,946.16774,2378,2358
2016-04-10T01:00:00Z,LT,2008,954,941.47351,0,0,0,941.47351,2378,2136
2016-03-10T00:00:00Z,LT,1998,999,946.24724,73.80794644408644,0,-73.80794644408644,1020.0551864440865,2379,3005
2016-12-11T00:00:00Z,LT,2008,1059,941.56352,0,0,0,941.56352,2379,2137
2016-03-20T01:00:00Z,LT,1998,952,946.37046,608.823261854664,0,-608.823261854664,1555.193721854664,2380,7790
2016-12-30T03:00:00Z,LT,2008,1013,941.58221,605.4517759400261,0,-605.4517759400261,1547.033985940026,2380,8186
2016-11-26T04:00:00Z,LT,1998,1092,946.55834,743.1110000000001,0,-743.1110000000001,1689.6693400000001,2381,8572
2016-05-24T15:00:00Z,LT,2008,1110,941.6109283383319,509.4776339526561,0,-509.4776339526561,1451.088562290988,2381,7502
2016-09-27T21:00:00Z,LT,1998,954,946.65004,325.85355507782833,0,-325.85355507782833,1272.5035950778283,2382,5734
2016-09-22T21:00:00Z,LT,2008,1061,941.65986,0,0,0,941.65986,2382,2138
2016-06-02T23:00:00Z,LT,1998,956,946.71584,676.18676,0,-676.18676,1622.9026,2383,8346
2016-12-28T03:00:00Z,LT,2008,967,941.78923,605.2447559400262,0,-605.2447559400262,1547.033985940026,2383,8176
2016-04-02T00:00:00Z,LT,1998,1005,946.75004,0,0,0,946.75004,2384,2362
2016-02-11T03:00:00Z,LT,2008,1011,941.85744,648.7560222895411,0,-648.7560222895411,1590.613462289541,2384,8505
2016-04-27T14:00:00Z,LT,1998,1322,946.9294903343157,0,0,0,946.9294903343157,2385,2364
2016-05-14T23:00:00Z,LT,2008,969,942.15025,658.00235,0,-658.00235,1600.1526,2385,8567
2016-12-14T03:00:00Z,LT,1998,983,947.00352,717.6868993069892,0,-717.6868993069892,1664.690419306989,2386,8523
2016-11-21T01:00:00Z,LT,2008,990,942.38814,0,0,0,942.38814,2386,2141
2016-11-30T03:00:00Z,LT,1998,1007,947.15687,0.015523845186180552,0,-0.015523845186180552,947.1723938451862,2387,2365
2016-02-17T05:00:00Z,LT,2008,1313,942.4276400000001,0,0,0,942.4276400000001,2387,2142
2016-05-30T21:00:00Z,LT,1998,1029,947.18843,0,0,0,947.18843,2388,2366
2016-04-24T00:00:00Z,LT,2008,947,942.83638,0,0,0,942.83638,2388,2143
2016-02-14T02:00:00Z,LT,1998,992,947.19782,0,0,0,947.19782,2389,2367
2016-12-18T01:00:00Z,LT,2008,1059,942.88183,0,0,0,942.88183,2389,2144
2016-07-09T00:00:00Z,LT,1998,954,947.30665,675.5959499999999,0,-675.5959499999999,1622.9026,2390,8356
2016-05-23T15:00:00Z,LT,2008,1145,943.0537631003458,0,212.1626018198162,212.1626018198162,730.8911612805296,2390,821
2016-03-06T03:00:00Z,LT,1998,987,947.8579,607.3358218546641,0,-607.3358218546641,1555.193721854664,2391,7752
2016-10-07T03:00:00Z,LT,2008,944,943.07871,0,0,0,943.07871,2391,2145
2016-06-17T17:00:00Z,LT,1998,1247,947.8883210440335,0,0,0,947.8883210440335,2392,2371
2016-07-30T22:00:00Z,LT,2008,953,943.10504,0,0,0,943.10504,2392,2146
2016-04-02T01:00:00Z,LT,1998,1000,947.89367,0,0,0,947.89367,2393,2372
2016-09-02T22:00:00Z,LT,2008,988,943.1062,358.9284734494138,0,-358.9284734494138,1302.0346734494137,2393,6409
2016-09-05T20:00:00Z,LT,1998,1141,948.07373,0,0,0,948.07373,2394,2373
2016-12-05T05:00:00Z,LT,2008,1106,943.35923,364.617754066883,0,-364.617754066883,1307.976984066883,2394,6498
2016-02-13T01:00:00Z,LT,1998,973,948.10481,642.5833078077391,0,-642.5833078077391,1590.6881178077392,2395,8132
2016-03-11T08:00:00Z,LT,2008,1206,943.5076487376168,0,0,0,943.5076487376168,2395,2148
2016-10-17T05:00:00Z,LT,1998,1124,948.16086,0,0,0,948.16086,2396,2374
2016-01-25T15:00:00Z,LT,2008,1352,943.7268524635648,0,0,0,943.7268524635648,2396,2151
2016-07-19T19:00:00Z,LT,1998,1171,948.1652755954061,0,0,0,948.1652755954061,2397,2375
2016-07-13T04:00:00Z,LT,2008,945,943.8499189167011,0,0,0,943.8499189167011,2397,2154
2016-12-06T02:00:00Z,LT,1998,1010,948.39064,717.6868993069892,0,-717.6868993069892,1666.0775393069891,2398,8526
2016-04-24T01:00:00Z,LT,2008,945,943.8802,0,0,0,943.8802,2398,2155
2016-03-24T04:00:00Z,LT,1998,1045,948.41725,606.7764718546641,0,-606.7764718546641,1555.193721854664,2399,7810
2016-03-24T01:00:00Z,LT,2008,953,943.92962,0,0,0,943.92962,2399,2156
2016-03-29T01:00:00Z,LT,1998,953,948.48517,606.7085518546642,0,-606.7085518546642,1555.193721854664,2400,7813
2016-05-07T00:00:00Z,LT,2008,948,944.07052,656.0820800000001,0,-656.0820800000001,1600.1526000000001,2400,8620
2016-11-15T00:00:00Z,LT,1998,1026,948.53529,717.6868993069892,0,-717.6868993069892,1666.222189306989,2401,8527
2016-12-18T02:00:00Z,LT,2008,1051,944.14054,0,0,0,944.14054,2401,2157
2016-10-05T00:00:00Z,LT,1998,964,948.5773,674.3253,0,-674.3253,1622.9026,2402,8393
2016-06-10T17:00:00Z,LT,2008,1244,944.1740314931903,0,276.98224595365656,276.98224595365656,667.1917855395338,2402,581
2016-08-02T21:00:00Z,LT,1998,995,948.59956,0,467.52240664919316,467.52240664919316,481.07715335080684,2403,200
2016-07-06T22:00:00Z,LT,2008,945,944.22632,0,0,0,944.22632,2403,2159
2016-04-05T05:00:00Z,LT,1998,962,948.60312,0,0,0,948.60312,2404,2377
2016-05-17T21:00:00Z,LT,2008,975,944.53126,368.7814457522636,0,-368.7814457522636,1313.3127057522636,2404,6597
2016-07-26T13:00:00Z,LT,1998,1124,948.6422799737834,0,0,0,948.6422799737834,2405,2378
2016-04-28T00:00:00Z,LT,2008,945,944.53172,743.1110000000001,0,-743.1110000000001,1687.64272,2405,8743
2016-08-13T00:00:00Z,LT,1998,989,948.6872,674.2154,0,-674.2154,1622.9026,2406,8375
2016-03-05T23:00:00Z,LT,2008,1054,944.8195000000001,0,0,0,944.8195000000001,2406,2161
2016-03-21T01:00:00Z,LT,1998,951,948.72986,0,0,0,948.72986,2407,2379
2016-11-09T22:00:00Z,LT,2008,1170,944.88966,0,0,0,944.88966,2407,2162
2016-12-16T04:00:00Z,LT,1998,1081,948.8127,0,0,0,948.8127,2408,2380
2016-05-11T22:00:00Z,LT,2008,951,944.92763,0,0,0,944.92763,2408,2163
2016-08-27T23:00:00Z,LT,1998,1013,948.94744,673.95516,0,-673.95516,1622.9026,2409,8379
2016-04-05T06:00:00Z,LT,2008,994,945.105299322325,0,0,0,945.105299322325,2409,2166
2016-07-24T04:00:00Z,LT,1998,994,949.0500014278456,512.7221971271128,0,-512.7221971271128,1461.7721985549583,2410,7063
2016-02-28T15:00:00Z,LT,2008,1281,945.1533226068566,0,0.2117191987713164,0.2117191987713164,944.9416034080853,2410,2164
2016-02-25T04:00:00Z,LT,1998,1069,949.14577,0,0,0,949.14577,2411,2382
2016-04-10T02:00:00Z,LT,2008,958,945.15793,0,0,0,945.15793,2411,2167
2016-08-18T04:00:00Z,LT,1998,1002,949.2676,0,0,0,949.2676,2412,2383
2016-08-12T00:00:00Z,LT,2008,961,945.24136,654.9112399999999,0,-654.9112399999999,1600.1526,2412,8610
2016-03-11T03:00:00Z,LT,1998,950,949.30776,646.094062547675,0,-646.094062547675,1595.401822547675,2413,8177
2016-11-27T21:00:00Z,LT,2008,1280,945.26124,0,0,0,945.26124,2413,2168
2016-08-16T12:00:00Z,LT,1998,1108,949.4733915926047,330.77764121799237,0,-330.77764121799237,1280.251032810597,2414,5794
2016-10-04T21:00:00Z,LT,2008,1031,945.27931,0,0,0,945.27931,2414,2169
2016-10-19T04:00:00Z,LT,1998,1261,949.61416,0,0,0,949.61416,2415,2386
2016-04-26T22:00:00Z,LT,2008,947,945.31521,0,0,0,945.31521,2415,2171
2016-07-18T05:00:00Z,LT,1998,982,949.7463257547104,0,0,0,949.7463257547104,2416,2387
2016-07-04T00:00:00Z,LT,2008,950,945.3681,0,0,0,945.3681,2416,2174
2016-12-04T03:00:00Z,LT,1998,1070,949.79456,717.6868993069892,0,-717.6868993069892,1667.481459306989,2417,8529
2016-03-24T02:00:00Z,LT,2008,951,945.53843,569.7878970166132,0,-569.7878970166132,1515.326327016613,2417,7958
2016-09-06T15:00:00Z,LT,1998,1154,949.825350252914,0,0,0,949.825350252914,2418,2388
2016-03-08T05:00:00Z,LT,2008,980,945.60178,0,0,0,945.60178,2418,2175
2016-06-07T13:00:00Z,LT,1998,1119,950.1413133111016,0,0,0,950.1413133111016,2419,2391
2016-11-29T21:00:00Z,LT,2008,1232,945.6366,0,0,0,945.6366,2419,2176
2016-06-06T18:00:00Z,LT,1998,1107,950.1829333836708,0,116.32070071679078,116.32070071679078,833.8622326668801,2420,1520
2016-12-26T00:00:00Z,LT,2008,961,945.64856,0,0,0,945.64856,2420,2177
2016-11-05T21:00:00Z,LT,1998,1267,950.23912,0,0,0,950.23912,2421,2393
2016-03-01T22:00:00Z,LT,2008,1075,945.70382,426.0682464916075,0,-426.0682464916075,1371.7720664916073,2421,7075
2016-08-11T03:00:00Z,LT,1998,993,950.38143,672.52117,0,-672.52117,1622.9026,2422,8373
2016-10-30T04:00:00Z,LT,2008,1006,945.75476,0,0,0,945.75476,2422,2178
2016-07-27T22:00:00Z,LT,1998,968,950.62783,540.901656194188,0,-540.901656194188,1491.529486194188,2423,7285
2016-12-04T00:00:00Z,LT,2008,1061,945.75731,0,0,0,945.75731,2423,2179
2016-10-10T15:00:00Z,LT,1998,1214,950.6721323470467,0,0,0,950.6721323470467,2424,2396
2016-07-20T21:00:00Z,LT,2008,1044,945.84444,0,0.7485989269804341,0.7485989269804341,945.0958410730195,2424,2165
2016-06-17T19:00:00Z,LT,1998,1211,950.8106686825206,0,0,0,950.8106686825206,2425,2399
2016-02-14T06:00:00Z,LT,2008,1153,945.95916,0,0,0,945.95916,2425,2181
2016-06-07T14:00:00Z,LT,1998,1109,950.9323103228826,0,0,0,950.9323103228826,2426,2400
2016-03-05T00:00:00Z,LT,2008,1021,946.10574,0,0,0,946.10574,2426,2182
2016-03-27T00:00:00Z,LT,1998,1050,951.14202,359.34133898977916,0,-359.34133898977916,1310.4833589897792,2427,6026
2016-11-12T04:00:00Z,LT,2008,1078,946.10792,0,0,0,946.10792,2427,2183
2016-12-13T01:00:00Z,LT,1998,996,951.24363,717.6868993069892,0,-717.6868993069892,1668.9305293069892,2428,8532
2016-12-27T05:00:00Z,LT,2008,960,946.11448,0,0,0,946.11448,2428,2184
2016-07-06T14:00:00Z,LT,1998,1107,951.423575988286,0,549.333651741108,549.333651741108,402.0899242471779,2429,77
2016-08-29T18:00:00Z,LT,2008,1125,946.2067578804601,0,262.38349570503203,262.38349570503203,683.8232621754281,2429,643
2016-07-26T12:00:00Z,LT,1998,1140,951.475296779528,0,0,0,951.475296779528,2430,2402
2016-12-28T01:00:00Z,LT,2008,975,946.28731,600.7466759400261,0,-600.7466759400261,1547.033985940026,2430,8175
2016-05-21T00:00:00Z,LT,1998,983,951.48272,743.1110000000001,0,-743.1110000000001,1694.59372,2431,8578
2016-03-29T16:00:00Z,LT,2008,1245,946.4441570542574,295.0772513724212,0,-295.0772513724212,1241.5214084266786,2431,5781
2016-02-01T20:00:00Z,LT,1998,1347,951.4968200000001,0,0,0,951.4968200000001,2432,2403
2016-05-07T23:00:00Z,LT,2008,995,946.53811,653.6144900000002,0,-653.6144900000002,1600.1526000000001,2432,8623
2016-06-17T14:00:00Z,LT,1998,1348,951.5686615447834,0,294.8344491015604,294.8344491015604,656.734212443223,2433,779
2016-12-11T02:00:00Z,LT,2008,1028,946.64144,0,0,0,946.64144,2433,2185
2016-06-10T21:00:00Z,LT,1998,1045,951.58832,0,0,0,951.58832,2434,2404
2016-03-11T09:00:00Z,LT,2008,1244,946.7059707794087,0,0,0,946.7059707794087,2434,2186
2016-01-05T21:00:00Z,LT,1998,1315,951.8743099999999,0,0,0,951.8743099999999,2435,2406
2016-04-03T00:00:00Z,LT,2008,952,946.77766,0,0,0,946.77766,2435,2188
2016-03-10T03:00:00Z,LT,1998,980,951.94901,603.244711854664,0,-603.244711854664,1555.193721854664,2436,7772
2016-10-06T22:00:00Z,LT,2008,948,947.02781,0,0,0,947.02781,2436,2189
2016-04-11T11:00:00Z,LT,1998,1297,951.9749061506744,0,0,0,951.9749061506744,2437,2407
2016-01-07T00:00:00Z,LT,2008,1160,947.3652500000001,0,0,0,947.3652500000001,2437,2190
2016-03-16T23:00:00Z,LT,1998,996,952.00713,0,0,0,952.00713,2438,2408
2016-02-23T21:00:00Z,LT,2008,1245,947.3927900000001,0,312.2805714992501,312.2805714992501,635.11221850075,2438,469
2016-07-06T10:00:00Z,LT,1998,1089,952.0086222800232,0,541.2872302262206,541.2872302262206,410.7213920538027,2439,92
2016-02-08T02:00:00Z,LT,2008,954,947.62223,642.9912322895411,0,-642.9912322895411,1590.613462289541,2439,8478
2016-12-31T03:00:00Z,LT,1998,1059,952.04383,0,0,0,952.04383,2440,2409
2016-02-28T11:00:00Z,LT,2008,1348,947.6235554491568,0,0.8468767950852656,0.8468767950852656,946.7766786540716,2440,2187
2016-10-19T21:00:00Z,LT,1998,1124,952.07507,0,0,0,952.07507,2441,2410
2016-09-15T00:00:00Z,LT,2008,973,947.69252,0,0,0,947.69252,2441,2192
2016-07-25T16:00:00Z,LT,1998,1078,952.1368691101545,0,0,0,952.1368691101545,2442,2411
2016-04-15T23:00:00Z,LT,2008,975,947.77359,0,0,0,947.77359,2442,2193
2016-10-02T00:00:00Z,LT,1998,1043,952.30129,670.60131,0,-670.60131,1622.9026,2443,8392
2016-02-06T01:00:00Z,LT,2008,1005,947.8393,0,0,0,947.8393,2443,2194
2016-04-02T22:00:00Z,LT,1998,1084,952.44895,0,0,0,952.44895,2444,2415
2016-06-21T19:00:00Z,LT,2008,1095,947.8756534732905,0,0,0,947.8756534732905,2444,2195
2016-01-30T21:00:00Z,LT,1998,1303,952.49242,0,0.6751101214540286,0.6751101214540286,951.817309878546,2445,2405
2016-01-12T22:00:00Z,LT,2008,1185,947.94343,0,0,0,947.94343,2445,2197
2016-09-26T21:00:00Z,LT,1998,1038,952.52872,0,0,0,952.52872,2446,2417
2016-02-08T03:00:00Z,LT,2008,955,947.9758,642.6376622895411,0,-642.6376622895411,1590.613462289541,2446,8479
2016-02-04T21:00:00Z,LT,1998,1306,952.61148,638.0766378077392,0,-638.0766378077392,1590.6881178077392,2447,8115
2016-02-14T15:00:00Z,LT,2008,1288,948.1943813349799,0,0,0,948.1943813349799,2447,2200
2016-09-03T01:00:00Z,LT,1998,955,953.00472,528.0725255429904,0,-528.0725255429904,1481.0772455429906,2448,7197
2016-04-06T14:00:00Z,LT,2008,1059,948.2114312558847,460.4304459988525,0,-460.4304459988525,1408.6418772547372,2448,7267
2016-02-14T04:00:00Z,LT,1998,1011,953.13688,0,0,0,953.13688,2449,2420
2016-08-31T04:00:00Z,LT,2008,1038,948.24294,0,0,0,948.24294,2449,2201
2016-10-20T22:00:00Z,LT,1998,1076,953.15285,0,0,0,953.15285,2450,2421
2016-09-07T21:00:00Z,LT,2008,966,948.37333,674.52927,0,-674.52927,1622.9026,2450,8685
2016-11-15T06:00:00Z,LT,1998,1111,953.1947299999999,717.6868993069892,0,-717.6868993069892,1670.881629306989,2451,8537
2016-11-01T06:00:00Z,LT,2008,963,948.43242,300.4697361232169,0,-300.4697361232169,1248.9021561232169,2451,5840
2016-03-11T02:00:00Z,LT,1998,954,953.20087,642.2009525476751,0,-642.2009525476751,1595.4018225476752,2452,8180
2016-02-06T04:00:00Z,LT,2008,1073,948.4578799999999,0,0,0,948.4578799999999,2452,2203
2016-07-15T21:00:00Z,LT,1998,1077,953.40971,0,0,0,953.40971,2453,2422
2016-05-25T23:00:00Z,LT,2008,983,948.53561,743.1110000000001,0,-743.1110000000001,1691.6466100000002,2453,8745
2016-04-18T21:00:00Z,LT,1998,1031,953.43349,0,0.907178297375189,0.907178297375189,952.5263117026249,2454,2416
2016-09-15T01:00:00Z,LT,2008,970,948.83069,0,0,0,948.83069,2454,2208
2016-04-22T22:00:00Z,LT,1998,955,953.62061,0,0,0,953.62061,2455,2423
2016-04-19T21:00:00Z,LT,2008,1033,948.87248,0,7.744980317102545,7.744980317102545,941.1274996828975,2455,2131
2016-03-30T03:00:00Z,LT,1998,972,953.63528,209.23297949488997,0,-209.23297949488997,1162.86825949489,2456,4662
2016-10-28T23:00:00Z,LT,2008,985,948.89154,0,0,0,948.89154,2456,2209
2016-12-26T17:00:00Z,LT,1998,1361,953.63712,0,658.2386218326897,658.2386218326897,295.3984981673103,2457,5
2016-10-08T03:00:00Z,LT,2008,949,948.93892,0,0,0,948.93892,2457,2211
2016-10-10T14:00:00Z,LT,1998,1211,953.6627369403084,0,0,0,953.6627369403084,2458,2424
2016-08-07T01:00:00Z,LT,2008,949,948.94401,0,0,0,948.94401,2458,2212
2016-05-27T00:00:00Z,LT,1998,955,953.83439,646.3182099999999,0,-646.3182099999999,1600.1526,2459,8215
2016-10-04T06:00:00Z,LT,2008,1093,948.989756675004,717.6122437887911,0,-717.6122437887911,1666.602000463795,2459,8731
2016-08-15T12:00:00Z,LT,1998,1093,953.9256312257427,0,86.42546397037893,86.42546397037893,867.5001672553637,2460,1751
2016-07-05T16:00:00Z,LT,2008,1045,948.9979216935997,0,0,0,948.9979216935997,2460,2213
2016-10-06T22:00:00Z,LT,1998,1017,953.94508,0,0,0,953.94508,2461,2425
2016-08-01T05:00:00Z,LT,2008,954,949.1167551581575,571.1916012880724,0,-571.1916012880724,1520.30835644623,2461,7989
2016-05-21T02:00:00Z,LT,1998,977,954.07973,743.1110000000001,0,-743.1110000000001,1697.1907300000003,2462,8583
2016-08-28T05:00:00Z,LT,2008,1224,949.2462391139395,0,0,0,949.2462391139395,2462,2215
2016-07-31T21:00:00Z,LT,1998,1017,954.0876,0,0,0,954.0876,2463,2426
2016-04-05T10:00:00Z,LT,2008,1016,949.2640680233928,0,0,0,949.2640680233928,2463,2216
2016-04-15T00:00:00Z,LT,1998,964,954.15594,0,0,0,954.15594,2464,2427
2016-05-26T03:00:00Z,LT,2008,962,949.29536,650.85724,0,-650.85724,1600.1526,2464,8579
2016-10-01T23:00:00Z,LT,1998,1061,954.1965299999999,668.7060700000002,0,-668.7060700000002,1622.9026000000001,2465,8420
2016-06-28T11:00:00Z,LT,2008,1149,949.3265249641875,0,315.590525539041,315.590525539041,633.7359994251465,2465,437
2016-10-02T01:00:00Z,LT,1998,1038,954.28477,668.6178300000001,0,-668.6178300000001,1622.9026000000001,2466,8421
2016-11-28T23:00:00Z,LT,2008,1058,949.45066,0,0,0,949.45066,2466,2217
2016-03-29T03:00:00Z,LT,1998,958,954.31993,600.873791854664,0,-600.873791854664,1555.193721854664,2467,7815
2016-06-23T04:00:00Z,LT,2008,1067,949.4746448267589,0,0,0,949.4746448267589,2467,2218
2016-06-29T22:00:00Z,LT,1998,1003,954.44649,638.9789303151056,0,-638.9789303151056,1593.4254203151056,2468,8163
2016-04-03T23:00:00Z,LT,2008,965,949.50095,0,0,0,949.50095,2468,2219
2016-05-21T23:00:00Z,LT,1998,956,954.80385,743.1110000000001,0,-743.1110000000001,1697.9148500000001,2469,8585
2016-01-20T23:00:00Z,LT,2008,1081,949.69327,0,0,0,949.69327,2469,2221
2016-07-04T22:00:00Z,LT,1998,1003,955.12855,0,26.218926991753847,26.218926991753847,928.9096230082462,2470,2218
2016-09-03T21:00:00Z,LT,2008,1025,949.69345,0,0,0,949.69345,2470,2222
2016-03-17T04:00:00Z,LT,1998,998,955.29999,0,0,0,955.29999,2471,2430
2016-09-03T03:00:00Z,LT,2008,990,949.84499,717.6122437887911,0,-717.6122437887911,1667.4572337887912,2471,8732
2016-08-16T15:00:00Z,LT,1998,1093,955.3365410697904,0,0,0,955.3365410697904,2472,2431
2016-09-10T22:00:00Z,LT,2008,955,949.89982,0,0,0,949.89982,2472,2223
2016-08-13T22:00:00Z,LT,1998,997,955.35871,528.3023429125011,0,-528.3023429125011,1483.661052912501,2473,7220
2016-03-24T00:00:00Z,LT,2008,966,949.98686,0,0,0,949.98686,2473,2224
2016-09-03T23:00:00Z,LT,1998,959,955.38101,717.6868993069892,0,-717.6868993069892,1673.0679093069891,2474,8541
2016-05-24T21:00:00Z,LT,2008,1018,950.06377,0,0,0,950.06377,2474,2226
2016-05-07T13:00:00Z,LT,1998,1374,955.5834813167736,0,294.02589149148287,294.02589149148287,661.5575898252907,2475,795
2016-03-28T03:00:00Z,LT,2008,983,950.07279,0,0,0,950.07279,2475,2227
2016-07-26T11:00:00Z,LT,1998,1148,955.6912006203514,0,0,0,955.6912006203514,2476,2432
2016-05-07T02:00:00Z,LT,2008,951,950.07871,650.0738900000001,0,-650.0738900000001,1600.1526000000001,2476,8621
2016-04-08T03:00:00Z,LT,1998,998,955.753,743.1110000000001,0,-743.1110000000001,1698.864,2477,8587
2016-01-07T03:00:00Z,LT,2008,1146,950.20297,0,0,0,950.20297,2477,2228
2016-11-01T07:00:00Z,LT,1998,1099,955.75722,0,0,0,955.75722,2478,2433
2016-08-08T17:00:00Z,LT,2008,1097,950.2281573419307,0,122.29914566874325,122.29914566874325,827.9290116731875,2478,1255
2016-08-09T07:00:00Z,LT,1998,1122,956.2155563934953,0,0,0,956.2155563934953,2479,2434
2016-05-23T14:00:00Z,LT,2008,1150,950.2286035001058,0,139.2458227451213,139.2458227451213,810.9827807549846,2479,1164
2016-09-19T22:00:00Z,LT,1998,960,956.31993,499.3080822296829,0,-499.3080822296829,1455.628012229683,2480,7024
2016-12-06T02:00:00Z,LT,2008,980,950.30494,596.729045940026,0,-596.729045940026,1547.033985940026,2480,8161
2016-08-03T04:00:00Z,LT,1998,958,956.75295,649.4725813349601,0,-649.4725813349601,1606.2255313349601,2481,8279
2016-02-20T02:00:00Z,LT,2008,1017,950.321,0,0,0,950.321,2481,2229
2016-09-03T00:00:00Z,LT,1998,959,956.79094,680.930004226442,0,-680.930004226442,1637.720944226442,2482,8465
2016-11-10T01:00:00Z,LT,2008,1051,950.44705,0,0,0,950.44705,2482,2231
2016-12-02T23:00:00Z,LT,1998,1104,957.0008,69.97618406688298,0,-69.97618406688298,1026.976984066883,2483,3087
2016-03-15T22:00:00Z,LT,2008,1007,950.58753,0,0,0,950.58753,2483,2232
2016-09-12T17:00:00Z,LT,1998,1162,957.0179043264413,0,184.81663989557728,184.81663989557728,772.2012644308641,2484,1202
2016-10-11T19:00:00Z,LT,2008,1270,950.65849,0,242.60273285150356,242.60273285150356,708.0557571484965,2484,735
2016-12-06T04:00:00Z,LT,1998,1021,957.0390600000001,717.6868993069892,0,-717.6868993069892,1674.7259593069894,2485,8543
2016-12-24T05:00:00Z,LT,2008,1044,950.75629,0,0,0,950.75629,2485,2233
2016-04-12T10:00:00Z,LT,1998,1276,957.218184520822,0,0,0,957.218184520822,2486,2438
2016-06-27T05:00:00Z,LT,2008,993,950.8941795574688,649.2584204425311,0,-649.2584204425311,1600.1526,2486,8597
2016-12-13T04:00:00Z,LT,1998,997,957.23183,717.6868993069892,0,-717.6868993069892,1674.918729306989,2487,8544
2016-01-21T22:00:00Z,LT,2008,1174,951.29723,8.132190098407591,0,-8.132190098407591,959.4294200984076,2487,2301
2016-09-27T05:00:00Z,LT,1998,979,957.26061,152.57899944921678,0,-152.57899944921678,1109.8396094492168,2488,4035
2016-10-12T04:00:00Z,LT,2008,1143,951.44294,0,0,0,951.44294,2488,2235
2016-12-06T23:00:00Z,LT,1998,1074,957.35756,717.6868993069892,0,-717.6868993069892,1675.0444593069892,2489,8545
2016-06-10T04:00:00Z,LT,2008,1015,951.6747517662833,0,0,0,951.6747517662833,2489,2236
2016-08-07T21:00:00Z,LT,1998,1141,957.37316,0,0.06953561830312885,0.06953561830312885,957.3036243816969,2490,2440
2016-02-28T10:00:00Z,LT,2008,1348,951.7442017821608,0,1.6937535901705312,1.6937535901705312,950.0504481919902,2490,2225
2016-05-19T22:00:00Z,LT,1998,983,957.43802,0,0,0,957.43802,2491,2442
2016-12-20T02:00:00Z,LT,2008,986,951.79011,0,0,0,951.79011,2491,2237
2016-09-20T05:00:00Z,LT,1998,965,957.44644,665.45616,0,-665.45616,1622.9026,2492,8389
2016-04-06T20:00:00Z,LT,2008,1079,951.83653,0,377.21066591659064,377.21066591659064,574.6258640834094,2492,257
2016-05-20T23:00:00Z,LT,1998,996,957.52978,743.1110000000001,0,-743.1110000000001,1700.6407800000002,2493,8588
2016-12-14T22:00:00Z,LT,2008,1171,951.83987,0,0,0,951.83987,2493,2239
2016-03-09T04:00:00Z,LT,1998,992,957.62723,139.95541792149834,0,-139.95541792149834,1097.5826479214984,2494,3888
2016-12-20T04:00:00Z,LT,2008,999,951.90732,0,0,0,951.90732,2494,2240
2016-11-11T23:00:00Z,LT,1998,1152,957.7147,585.7502224208577,0,-585.7502224208577,1543.4649224208576,2495,7654
2016-06-20T05:00:00Z,LT,2008,1005,951.9264864262932,0,0,0,951.9264864262932,2495,2241
2016-06-17T18:00:00Z,LT,1998,1227,957.9614425047632,0,0,0,957.9614425047632,2496,2444
2016-08-12T03:00:00Z,LT,2008,982,951.94355,648.2090499999999,0,-648.2090499999999,1600.1526,2496,8613
2016-12-23T00:00:00Z,LT,1998,1067,958.01292,717.6868993069892,0,-717.6868993069892,1675.6998193069892,2497,8546
2016-06-28T06:00:00Z,LT,2008,1018,952.0270848854174,544.2854430695894,0,-544.2854430695894,1496.3125279550068,2497,7789
2016-08-26T04:00:00Z,LT,1998,1113,958.04513,717.6868993069892,0,-717.6868993069892,1675.7320293069893,2498,8547
2016-02-14T20:00:00Z,LT,2008,1302,952.16939,0,83.60811658313402,83.60811658313402,868.561273416866,2498,1518
2016-12-24T06:00:00Z,LT,1998,1157,958.0828,0,0,0,958.0828,2499,2445
2016-05-31T05:00:00Z,LT,2008,957,952.2009133046905,0,0,0,952.2009133046905,2499,2243
