date,region,wind_anom,demand_anom
1990-01-01,British_Isles,-46.933256555175795,4.575983869567679
1991-01-01,British_Isles,44.211971578333326,-2.6433334269130198
1992-01-01,British_Isles,44.65726670867913,-7.407869908842442
1993-01-01,British_Isles,36.15263996208635,7.631679067081618
1994-01-01,British_Isles,-12.78692937019314,6.54303130225699
1995-01-01,British_Isles,-1.1705121050331513,8.811063464992083
1996-01-01,British_Isles,-53.40529999461816,5.019499928118265
1997-01-01,British_Isles,-21.07440015013252,9.901629551869263
1998-01-01,British_Isles,41.83397969658569,-2.453707292018017
1999-01-01,British_Isles,29.007421674205112,-6.710080262225772
2000-01-01,British_Isles,-47.69689143592029,-3.1316423053907494
2001-01-01,British_Isles,28.82875013812152,-5.560525772232532
2002-01-01,British_Isles,7.590965784913094,8.61395587409211
2003-01-01,British_Isles,-43.45832867938929,-5.74564385030404
2004-01-01,British_Isles,38.99287742000378,1.6785502413894684
2005-01-01,British_Isles,36.53601407605469,-5.633134261921723
2006-01-01,British_Isles,10.643343261229852,-1.0620605589923975
2007-01-01,British_Isles,44.6257873092917,-4.6831811814967725
2008-01-01,British_Isles,-3.791950440834661,-4.852377186532062
2009-01-01,British_Isles,-32.971710517518794,8.757925944136318
2010-01-01,British_Isles,-84.46154360951228,9.717470634824053
2011-01-01,British_Isles,-85.49578025037565,5.912574759684969
2012-01-01,British_Isles,35.055790449913935,-9.460282672870424
2013-01-01,British_Isles,-15.6116865740162,-0.5538011311681047
2014-01-01,British_Isles,6.934395454832417,-7.199827882242917
2015-01-01,British_Isles,43.78708616846948,-10.065896944861851
1990-02-01,British_Isles,88.51604166675757,-8.740181269790856
1991-02-01,British_Isles,-69.39986135511631,8.02385309290753
1992-02-01,British_Isles,-71.94769885703042,7.78426494720834
1993-02-01,British_Isles,-41.95474453000562,0.8746249362361525
1994-02-01,British_Isles,85.89118601580063,-6.600407908160813
1995-02-01,British_Isles,-20.293928898471194,-10.010751126093606
1996-02-01,British_Isles,-55.879036047233484,13.838191115891389
1997-02-01,British_Isles,2.1158570395870897,3.276566966477071
1998-02-01,British_Isles,-82.85864111435934,9.633521797611147
1999-02-01,British_Isles,-34.56054850673178,-7.035791670275939
2000-02-01,British_Isles,23.850061098854507,-11.685424366452036
2001-02-01,British_Isles,-25.595136871468164,5.521520599332045
2002-02-01,British_Isles,95.8005520492002,-13.824220216267722
2003-02-01,British_Isles,42.11118900857567,0.27834272947767474
2004-02-01,British_Isles,85.16433432350853,-12.698615362034285
2005-02-01,British_Isles,-57.86823675380761,-9.773020252841695
2006-02-01,British_Isles,-37.88786865993045,9.595887592758357
2007-02-01,British_Isles,-63.993278035343536,-11.491681524846237
2008-02-01,British_Isles,45.23864763215219,0.35419764627185346
2009-02-01,British_Isles,43.60357161086772,12.392451142455652
2010-02-01,British_Isles,-42.463472657335544,7.123662463065103
2011-02-01,British_Isles,14.723467151676545,0.37540965264343545
2012-02-01,British_Isles,-37.301555239603054,14.7486456197846
2013-02-01,British_Isles,58.975781644342284,-3.879015016987651
2014-02-01,British_Isles,92.12931580189574,-5.629347671777395
2015-02-01,British_Isles,-36.115997516782,7.54731608340792
1990-12-01,British_Isles,-92.21660298657565,5.339555938185762
1991-12-01,British_Isles,-83.51666016028659,-1.6021829377731325
1992-12-01,British_Isles,80.08774250241733,-6.227627553852407
1993-12-01,British_Isles,52.32819476510203,1.7963353429526006
1994-12-01,British_Isles,61.42099340941972,-1.0808492769342957
1995-12-01,British_Isles,-5.18066833771704,-2.1536730473496783
1996-12-01,British_Isles,79.38594135586354,0.9776775668952521
1997-12-01,British_Isles,-45.156220835372096,7.57956397990543
1998-12-01,British_Isles,-98.69059836910665,4.1703450238211595
1999-12-01,British_Isles,74.98723748522816,-3.5116860292144616
2000-12-01,British_Isles,70.05969689257923,-3.892371365872158
2001-12-01,British_Isles,-21.73395912344634,-4.439969616567238
2002-12-01,British_Isles,104.19010877136581,-5.538572286710014
2003-12-01,British_Isles,1.7534252705446995,-2.6010747693477545
2004-12-01,British_Isles,-90.73650763055757,3.4760125876611476
2005-12-01,British_Isles,-18.17941475552791,-2.5757822639548653
2006-12-01,British_Isles,58.906056703838416,-8.008401651470896
2007-12-01,British_Isles,101.30951939342874,-2.729888202262216
2008-12-01,British_Isles,-33.97555303576744,8.51347277333333
2009-12-01,British_Isles,46.14789914580944,6.006645767923429
2010-12-01,British_Isles,-8.909030207856755,14.088817226790281
2011-12-01,British_Isles,-47.818360710178744,-2.951440821617302
2012-12-01,British_Isles,-81.99482556658005,10.796331201005017
2013-12-01,British_Isles,-94.7264759031356,-0.1378927938247393
2014-12-01,British_Isles,-44.71414027755452,-1.3238843127288509
2015-12-01,British_Isles,93.02398292914287,-6.892613048176555
1990-01-02,British_Isles,-2.366868193903843,-1.3121785121774356
1991-01-02,British_Isles,53.12865953481449,-9.261756852805073
1992-01-02,British_Isles,59.911585161594495,-9.703218844306454
1993-01-02,British_Isles,35.340921967223075,11.268183248170898
1994-01-02,British_Isles,39.034532450151296,-3.555189471108545
1995-01-02,British_Isles,-69.54991268292261,11.330450268931662
1996-01-02,British_Isles,-29.627353446695576,3.8031318146007314
1997-01-02,British_Isles,-85.18520430286961,15.202564104862288
1998-01-02,British_Isles,51.36228605813468,-7.023499813123645
1999-01-02,British_Isles,57.187292346838035,-5.680750660341251
2000-01-02,British_Isles,-15.284669228344717,-6.730621101701068
2001-01-02,British_Isles,-7.599345161693473,-7.355528447779037
2002-01-02,British_Isles,56.792027674183835,9.646164642994462
