h,cvres,avg,sd,smoothed_cv
2016-01-17T18:00:00Z,0.22399441052090646,25146.713199190835,5632.72319959105,NA
2016-01-17T19:00:00Z,0.21918165868476577,26845.356781538463,5884.009827361926,NA
2016-01-17T20:00:00Z,0.2212674013240868,27222.27062,6023.401078228437,NA
2016-01-18T18:00:00Z,0.26000143398307124,23436.74499141801,6093.587305664245,NA
2016-01-18T19:00:00Z,0.24131483337230122,25344.43696307692,6115.988582659698,NA
2016-01-18T20:00:00Z,0.23079893279407626,26339.03997692308,6079.022317494358,NA
2016-01-19T18:00:00Z,0.21582446181879975,29800.954444938412,6431.774954765401,NA
2016-01-19T19:00:00Z,0.20055483583299796,31346.735704615385,6286.7394331395135,NA
2016-01-19T20:00:00Z,0.19785025259813446,31195.387276923077,6172.015252635861,NA
2016-01-20T18:00:00Z,0.1765725051457031,31253.900729648376,5518.579547409132,NA
2016-01-20T19:00:00Z,0.1695803210865633,32904.66156,5579.983072589496,NA
2016-01-20T20:00:00Z,0.17240187421761807,32761.053024615383,5648.066942786458,NA
2016-01-21T18:00:00Z,0.19547717956149668,30684.076111536153,5998.036655733383,NA
2016-01-21T19:00:00Z,0.18892214307824673,32330.178144615384,6107.886541182232,NA
2016-01-21T20:00:00Z,0.18976594788715923,32441.343820000002,6156.262360735535,NA
2016-01-22T18:00:00Z,0.20238457874300161,30429.29363281351,6158.4197733240635,NA
2016-01-22T19:00:00Z,0.19755808118004234,32240.90807692308,6369.451935179053,NA
2016-01-22T20:00:00Z,0.20206351316785412,32062.04983846154,6478.570429722368,NA
2016-01-23T18:00:00Z,0.2545847406756912,27482.57733693393,6996.644824422953,NA
2016-01-23T19:00:00Z,0.23790931259948064,29198.302523076924,6946.548082336913,NA
2016-01-23T20:00:00Z,0.23931681524717363,28841.886283076925,6902.348370987111,NA
2016-01-24T18:00:00Z,0.23787746859878406,24283.331988078353,5776.457542467958,NA
2016-01-24T19:00:00Z,0.21552278402154482,26745.546816923077,5764.274710161829,NA
2016-01-24T20:00:00Z,0.2079936569609218,27292.670396923077,5676.702324085124,NA
2016-01-25T18:00:00Z,0.272596505671165,21487.785191250387,5857.495157747461,NA
2016-01-25T19:00:00Z,0.23527876274586265,24595.523173846155,5786.804261429717,NA
2016-01-25T20:00:00Z,0.22358590260942748,25741.57513230769,5755.453310545407,NA
2016-01-26T18:00:00Z,0.20710433126687683,28655.788815631677,5934.737979586247,NA
2016-01-26T19:00:00Z,0.1882097440317865,31091.17045076923,5851.661232187921,NA
2016-01-26T20:00:00Z,0.1842429871260697,31346.41771230769,5775.35763501711,NA
2016-01-27T18:00:00Z,0.23064873019071114,28171.47963051142,6497.716004370944,NA
2016-01-27T19:00:00Z,0.21554328542400508,30665.109355384615,6609.6584183459945,NA
2016-01-27T20:00:00Z,0.221499201571697,30793.239533846154,6820.677970552937,NA
2016-01-28T18:00:00Z,0.1850802215200369,29789.557832671348,5513.457962654763,NA
2016-01-28T19:00:00Z,0.1711899380101447,32469.776533846154,5558.499032032374,NA
2016-01-28T20:00:00Z,0.17513395663723458,32716.48353230769,5729.7672082699755,NA
2016-01-29T18:00:00Z,0.2275545204596479,30518.884797850995,6944.710195138222,NA
2016-01-29T19:00:00Z,0.21027719095114544,32884.258883076924,6914.809584443667,NA
2016-01-29T20:00:00Z,0.20981361489950873,32941.17278153846,6911.506540323889,NA
2016-01-30T18:00:00Z,0.1791436767919386,30377.22864206069,5441.888429688141,NA
2016-01-30T19:00:00Z,0.16683602160914135,32497.045495384617,5421.6777845012375,NA
2016-01-30T20:00:00Z,0.1690832412661247,32110.783452307693,5429.395345710826,0.21486164529420207
2016-01-31T18:00:00Z,0.2239007150657431,23739.346645419275,5315.2566891029255,0.2131393999541097
2016-01-31T19:00:00Z,0.20204629881669683,26392.63456923077,5332.534130734683,0.21150849055502804
2016-01-31T20:00:00Z,0.20305666983068824,26783.964475384615,5438.662631235056,0.21004112285582507
2016-02-01T18:00:00Z,0.25670823852353636,20321.843228630023,5216.7845787730685,0.21010066187452617
2016-02-01T19:00:00Z,0.22406086530888758,23741.83941846154,5319.617084125149,0.2099815573379691
2016-02-01T20:00:00Z,0.21558919485142627,25020.798552307693,5394.213814431748,0.209830082667211
2016-02-02T18:00:00Z,0.1522430891863555,30573.57787108931,4654.615942574235,0.2091225132254908
2016-02-02T19:00:00Z,0.14772949097073237,32814.596493846155,4847.683636445872,0.20844411803756527
2016-02-02T20:00:00Z,0.15175598611696253,32692.36669076923,4961.262345655024,0.20782600662784764
2016-02-03T18:00:00Z,0.1766823039441939,30239.323622952983,5342.753367417423,0.2075686940514674
2016-02-03T19:00:00Z,0.17374791456928665,32617.850393846154,5667.283483663755,0.20736822379100903
2016-02-03T20:00:00Z,0.18154548252484431,32606.197664615385,5919.507888323051,0.2072745575505054
2016-02-04T18:00:00Z,0.2571351386640479,26138.92812156693,6721.236907068694,0.2070580451738444
2016-02-04T19:00:00Z,0.2364700374441527,28855.21457846154,6823.393671827861,0.2066429523679112
2016-02-04T20:00:00Z,0.23319859585102282,28836.37100769231,6724.60122843299,0.20620613453277936
2016-02-05T18:00:00Z,0.2637794508668057,25506.39980881148,6728.0641351574905,0.2054985517087071
2016-02-05T19:00:00Z,0.2502254803618371,28150.106855384616,7043.87401012566,0.20494073068592097
2016-02-05T20:00:00Z,0.2551536121953203,28131.266061538463,7177.79415122916,0.20461821575623196
2016-02-06T18:00:00Z,0.277573509012484,25758.852647948446,7149.975117626565,0.20571429060326912
2016-02-06T19:00:00Z,0.2560094804706829,28257.98648153846,7234.3124382862425,0.20664275249696204
2016-02-06T20:00:00Z,0.25326688063078145,27975.81282153846,7085.346846421666,0.20754356019880305
2016-02-07T18:00:00Z,0.3042333918977521,22952.367461377766,6982.876604858556,0.20825032051655437
2016-02-07T19:00:00Z,0.2732438288475909,25455.16254,6955.466076367367,0.2087179710712477
2016-02-07T20:00:00Z,0.26726616083240873,25941.416632307693,6933.2628298708705,0.20914294972888567
2016-02-08T18:00:00Z,0.2728400930856604,21161.113991623493,5773.600311270824,0.2097249161885915
2016-02-08T19:00:00Z,0.2414859325435051,24868.44481846154,6005.379587892882,0.21006726430129988
2016-02-08T20:00:00Z,0.2257317327337794,26379.185066153845,5954.619153087944,0.21023063625594274
2016-02-09T18:00:00Z,0.21722547099038803,28998.948946086595,6299.310343039877,0.21017230070118104
2016-02-09T19:00:00Z,0.19893072738154133,32380.74534923077,6441.525225478938,0.2100865221768674
2016-02-09T20:00:00Z,0.20001547560008578,32506.29633692308,6501.7623218269955,0.210096438458671
2016-02-10T18:00:00Z,0.18162544918298537,30049.745454127868,5457.798515940347,0.20923491839092015
2016-02-10T19:00:00Z,0.16962578165890893,33054.895209230766,5606.962437519093,0.20848828338693734
2016-02-10T20:00:00Z,0.16264354213741883,33542.53106769231,5455.476065103895,0.20779714310128322
2016-02-11T18:00:00Z,0.20209465988293226,29843.21158693071,6031.153695475145,0.20798615060552178
2016-02-11T19:00:00Z,0.19170219758626011,32939.54750923077,6314.583645016558,0.20809672602632187
2016-02-11T20:00:00Z,0.1932655664769577,33160.25171538461,6408.734832292315,0.208278183045068
2016-02-12T18:00:00Z,0.20443529414788889,29264.780239047443,5982.753956342989,0.20868668965905424
2016-02-12T19:00:00Z,0.18598520566277638,32384.576029230768,6023.052033098303,0.20893130606595023
2016-02-12T20:00:00Z,0.18322089961811205,32826.49483230769,6014.4999144847225,0.20909882034732527
2016-02-13T18:00:00Z,0.21757796425474385,26775.486736331968,5825.755896021004,0.20971229574796774
2016-02-13T19:00:00Z,0.20204018746176863,29847.788478461538,6030.4527795075865,0.21025852509346088
2016-02-13T20:00:00Z,0.20581734053583764,30028.007812307693,6180.284709518525,0.21090754806570916
2016-02-14T18:00:00Z,0.2853696023270381,22384.746783724222,6387.926287862826,0.21195739857405688
2016-02-14T19:00:00Z,0.2536455770418301,25420.989136923075,6447.921458608947,0.21277889530409813
2016-02-14T20:00:00Z,0.2550982024232795,25548.31402923077,6517.328983802222,0.21362972327086682
2016-02-15T18:00:00Z,0.20520566744238017,21245.47923708947,4359.692746980173,0.21373797137158307
2016-02-15T19:00:00Z,0.1908205933105966,24452.499724615383,4666.040505378306,0.2137827728874975
2016-02-15T20:00:00Z,0.18836710332542916,25612.879226153847,4824.623867654661,0.21381036732754766
2016-02-16T18:00:00Z,0.21104295674933377,27249.976407181515,5750.915592321173,0.2136664622856413
2016-02-16T19:00:00Z,0.19216951940254287,30226.31062,5808.575585157378,0.2133663274047277
2016-02-16T20:00:00Z,0.18895038870520114,30565.559812307692,5775.3744075276145,0.21300724948674007
2016-02-17T18:00:00Z,0.20168356337114374,27284.187440334572,5502.772146652882,0.21235927314660757
2016-02-17T19:00:00Z,0.1881495138707964,30465.218935384615,5732.016132659997,0.21176854737436862
2016-02-17T20:00:00Z,0.18739232189591046,31141.217664615386,5835.62508483822,0.21128625169772236
2016-02-18T18:00:00Z,0.14750732725193547,27834.211915687374,4105.750205847019,0.2105271724247572
2016-02-18T19:00:00Z,0.1419191982672447,31035.587575384616,4404.545706451447,0.20987566534069327
2016-02-18T20:00:00Z,0.1385914509764765,31640.28212615385,4385.072609168737,0.2092172342115637
2016-02-19T18:00:00Z,0.1945161142734942,26519.739280122474,5158.516636315575,0.20941660764631692
2016-02-19T19:00:00Z,0.17498713110002687,30257.692321538463,5294.706773053327,0.2094766833131332
2016-02-19T20:00:00Z,0.1711629580074421,30918.567843076922,5292.113529374825,0.20946291757746457
2016-02-20T18:00:00Z,0.13541546569059842,27470.762285270986,3719.966067735698,0.20879556520112127
2016-02-20T19:00:00Z,0.12323982094214621,30793.826607692306,3795.0256772554976,0.20806576162183127
2016-02-20T20:00:00Z,0.1238298285347235,31190.477833846155,3862.3115220812633,0.20733313807347084
2016-02-21T18:00:00Z,0.25154221616005,20956.033529732165,5271.327115993144,0.2078793340447714
2016-02-21T19:00:00Z,0.22826337952304623,24238.205489198128,5532.694698538415,0.20822050402636036
2016-02-21T20:00:00Z,0.22657167536587144,25102.643835384617,5687.548069895856,0.20849281693967164
2016-02-22T18:00:00Z,0.27919546255944383,19341.77487421916,5400.135782728247,0.20876626940504667
2016-02-22T19:00:00Z,0.2297594171595322,23552.156679381445,5411.329791504664,0.2086757150112695
2016-02-22T20:00:00Z,0.20974767978856954,25480.250712307694,5344.423467337585,0.20834716906172943
2016-02-23T18:00:00Z,0.2090265902014612,27210.401641450713,5687.6974731246855,0.2080266037462036
2016-02-23T19:00:00Z,0.19134576991061644,30536.049120527565,5842.943828995749,0.2077579702560822
2016-02-23T20:00:00Z,0.19672767184670376,30954.7586,6089.657591954731,0.20763279264370202
2016-02-24T18:00:00Z,0.22393496779146077,26854.11387250948,6013.57512510863,0.20709210888948304
2016-02-24T19:00:00Z,0.20803628387290862,30293.536281022483,6302.154713273051,0.20678941467978357
2016-02-24T20:00:00Z,0.2028142022114996,31473.899376923076,6383.353792615668,0.20655861800869546
2016-02-25T18:00:00Z,0.23591880070453083,26991.660918144866,6367.8402728320925,0.20687877878022498
2016-02-25T19:00:00Z,0.21527797716095748,30541.2354327177,6574.855383952027,0.20717953692610463
2016-02-25T20:00:00Z,0.20666570640575405,31653.494089230768,6541.691716161237,0.2074286782514345
2016-02-26T18:00:00Z,0.17007063649437149,27619.522381835526,4697.269751149307,0.20675558832147511
2016-02-26T19:00:00Z,0.1541007986501273,31027.88653047172,4781.422094771219,0.2060728940239876
2016-02-26T20:00:00Z,0.14799046760009615,31751.247830769233,4698.8820133620775,0.20525613031319204
2016-02-27T18:00:00Z,0.2607985013654154,22868.969055945712,5964.1928575627,0.20609744453369624
2016-02-27T19:00:00Z,0.22249657916481702,26332.331600305333,5858.853702501549,0.2066675183243037
2016-02-27T20:00:00Z,0.21113749483737868,27138.237610769233,5729.899503439345,0.20706755763763865
2016-02-28T18:00:00Z,0.2743496502660439,20737.660915346813,5689.370019461207,0.2075875035243764
2016-02-28T19:00:00Z,0.22511056264704318,24088.85698367945,5422.6561491202365,0.20775231876544192
2016-02-28T20:00:00Z,0.20575431514102507,25339.41525692308,5213.69403226225,0.2077072154347921
2016-02-29T18:00:00Z,0.21912333447843008,18686.487238461537,4094.6453933803223,0.20815143385353088
2016-02-29T19:00:00Z,0.21912333447843008,18686.487238461537,4094.6453933803223,0.20873240399652299
2016-02-29T20:00:00Z,0.21912333447843008,18686.487238461537,4094.6453933803223,0.20928840503221527
2016-03-01T18:00:00Z,0.26840422047535045,19176.012524920905,5146.922693576952,0.20978288842565537
2016-03-01T19:00:00Z,0.22943741343047805,22956.805880779157,5267.150161911557,0.21008723414358627
2016-03-01T20:00:00Z,0.21358015344829429,24879.761503076923,5313.823279584134,0.21020416173933743
2016-03-02T18:00:00Z,0.2351589279815625,25748.713910918348,6055.039960195505,0.20996472495553775
2016-03-02T19:00:00Z,0.21704826586622172,29179.43339822689,6333.3454180440585,0.20988680718395256
2016-03-02T20:00:00Z,0.2197054753253598,30043.650573846153,6600.754529835888,0.20993254363366293
2016-03-03T18:00:00Z,0.30551150266147004,23653.409630190577,7226.388719186811,0.21163552600560864
2016-03-03T19:00:00Z,0.27196173928470907,26901.953421727394,7316.302042729214,0.21301588432020838
2016-03-03T20:00:00Z,0.2665763178293356,27874.075953846153,7430.568530671532,0.2142916657836792
2016-03-04T18:00:00Z,0.34629864465575955,20838.23351113789,7216.252021927281,0.21617629179158548
2016-03-04T19:00:00Z,0.29708097403425704,24150.54549213824,7174.667578263064,0.21754665911897403
2016-03-04T20:00:00Z,0.28535995766011285,25236.08672,7201.368637926135,0.21870015328714368
2016-03-05T18:00:00Z,0.2785320054418046,21339.694747671383,5943.787973584855,0.21893789625134097
2016-03-05T19:00:00Z,0.23991150101654035,24247.725606802906,5817.308246565286,0.2189761347354786
2016-03-05T20:00:00Z,0.22270306615568572,25658.314152307692,5714.185234104747,0.21885951773886375
2016-03-06T18:00:00Z,0.2092478194081649,23617.00311144728,4941.806402026188,0.21825361072265664
2016-03-06T19:00:00Z,0.1936562072278373,27099.151888976055,5247.918973910186,0.21762506324338998
2016-03-06T20:00:00Z,0.19213224039189764,28424.07485846154,5461.181183623227,0.2169248257789075
2016-03-07T18:00:00Z,0.2919362532548556,19599.045194832855,5721.671821552086,0.217084411826045
2016-03-07T19:00:00Z,0.2528930833036085,22498.68308954835,5689.761336786638,0.21704978519085524
2016-03-07T20:00:00Z,0.23907790850275754,24303.264347692308,5810.373610035911,0.21689212994498833
2016-03-08T18:00:00Z,0.2770592399332961,17727.06284709522,4911.4465586659735,0.21659019492316106
2016-03-08T19:00:00Z,0.22562712266852614,21357.516111807578,4818.834907653832,0.21606112041006031
2016-03-08T20:00:00Z,0.20177969497652637,23625.80348153846,4767.207420080185,0.2153334930116616
2016-03-09T18:00:00Z,0.1936842487857579,24017.861597446183,4651.881480941666,0.2144539836305516
2016-03-09T19:00:00Z,0.16766516317611052,27601.876220444632,4627.873080467655,0.21363375285980277
2016-03-09T20:00:00Z,0.16246834831837056,29313.44689076923,4762.507299861552,0.21293082636629823
2016-03-10T18:00:00Z,0.18536875413679982,24598.52758384794,4559.798411817597,0.2125768628457028
2016-03-10T19:00:00Z,0.1688211933611405,28033.823667129618,4732.703565960605,0.21224231246769834
2016-03-10T20:00:00Z,0.1611627482048459,30001.907283076922,4835.189829127658,0.21181061549664013
2016-03-11T18:00:00Z,0.21356142344509205,24649.61928182914,5264.207781207018,0.21216545965510797
2016-03-11T19:00:00Z,0.18676524938843617,27993.14048210372,5228.14586330563,0.21235589818543607
2016-03-11T20:00:00Z,0.17208709886037463,29833.08918153846,5133.889767293782,0.21246082659346888
2016-03-12T18:00:00Z,0.15928871036162356,25639.634002612172,4084.104234420125,0.211985204932121
2016-03-12T19:00:00Z,0.13507921674109857,29137.74765176101,3935.9041303996623,0.21135606070050814
2016-03-12T20:00:00Z,0.13138658661573602,30791.328155384617,4045.567503700992,0.21066851647982787
2016-03-13T18:00:00Z,0.14246420730476295,25231.42619062137,3594.575131415508,0.2099799488482376
2016-03-13T19:00:00Z,0.12219792062484608,28262.211335389497,3453.5834574445507,0.20927120123670503
2016-03-13T20:00:00Z,0.11958401931848782,29718.314866153847,3553.8355390670454,0.2085641247889314
2016-03-14T18:00:00Z,0.16857099491239233,20982.013815873663,3536.958944207385,0.20801960290734975
2016-03-14T19:00:00Z,0.14608125849488487,23910.69144793311,3492.9038981969497,0.2073978370299399
2016-03-14T20:00:00Z,0.13877531100597962,25747.209476923075,3573.0770026961054,0.20665292559071927
2016-03-15T18:00:00Z,0.22546002996798578,18601.00626426505,4193.783429775889,0.2059872636756187
2016-03-15T19:00:00Z,0.18017625162081705,21812.26177528569,3930.0515660430037,0.20517093783760743
2016-03-15T20:00:00Z,0.16499871906884006,24162.24475076923,3986.7394337047276,0.20416983246700254
2016-03-16T18:00:00Z,0.18251543173975848,23844.88192245882,4352.058918861134,0.20391771873697345
2016-03-16T19:00:00Z,0.16405563580394683,26910.73628668924,4414.8579514651465,0.20362033032023288
2016-03-16T20:00:00Z,0.1570849202782153,29080.15719692308,4568.05417495663,0.20327275050859717
2016-03-17T18:00:00Z,0.13438973859207334,25537.46934394435,3431.9738294357685,0.2024210480846276
2016-03-17T19:00:00Z,0.12226120986522802,28593.314034809297,3495.8531679521893,0.20164428908976856
2016-03-17T20:00:00Z,0.12113983666652822,30283.136555384615,3668.494216069462,0.2008908385115611
2016-03-18T18:00:00Z,0.122323523168352,26489.92330662279,3240.3407473255406,0.2000090602870856
2016-03-18T19:00:00Z,0.10255232138669473,29393.834671955276,3014.4059800657287,0.19905798037059558
2016-03-18T20:00:00Z,0.10063034973318448,30962.887692307693,3115.8062172262366,0.1980939584576764
2016-03-19T18:00:00Z,0.18871622197781282,23309.61958104074,4398.9033430740565,0.19855183506574173
2016-03-19T19:00:00Z,0.1631195024288461,26375.348407933117,4302.333708689508,0.19878739400087062
2016-03-19T20:00:00Z,0.15426162623134834,28116.442946153846,4337.288212714615,0.19896150705925808
2016-03-20T18:00:00Z,0.1507834893131557,25276.81825100198,3811.326854620536,0.19847558900414322
2016-03-20T19:00:00Z,0.13141822612719828,27886.737066627542,3664.8255177717806,0.19799149006000066
2016-03-20T20:00:00Z,0.13097130669617105,29037.150783076922,3803.033580793331,0.1975449161565421
2016-03-21T18:00:00Z,0.25166334876577523,19764.093708529344,4973.898008009085,0.19883655930182187
2016-03-21T19:00:00Z,0.2091219164239664,22759.71026083692,4759.554227000429,0.19979080480717543
2016-03-21T20:00:00Z,0.19528621917026323,24524.889046153847,4789.372857393588,0.20058476470312586
2016-03-22T18:00:00Z,0.2580998453967423,18153.99439050359,4685.543145522303,0.20065762725020023
2016-03-22T19:00:00Z,0.19693455265502305,21889.654235084166,4310.829264559431,0.20030952917388886
2016-03-22T20:00:00Z,0.17308477716879234,24613.09658,4260.152336983265,0.1997152303050324
2016-03-23T18:00:00Z,0.22066253344648337,24352.700575741157,5373.728605306678,0.19906486442599952
2016-03-23T19:00:00Z,0.1912361246525223,27408.535610220566,5241.502132499237,0.1986368278425883
2016-03-23T20:00:00Z,0.18403725435145066,29264.595587692307,5385.775821664471,0.19835115644884252
2016-03-24T18:00:00Z,0.21835639530485196,22430.342026420745,4897.808630344162,0.1984548209499913
2016-03-24T19:00:00Z,0.17935891404275683,25743.110644750537,4617.25636932499,0.19832163366257063
2016-03-24T20:00:00Z,0.16681391899546907,27714.302863076922,4623.13147281721,0.19798925863089029
2016-03-25T18:00:00Z,0.26513343020335073,21685.303849579388,5749.49899464091,0.1984470193243557
2016-03-25T19:00:00Z,0.2208821396139977,24623.623568310926,5438.918658818178,0.19858975105481227
2016-03-25T20:00:00Z,0.20119382695349475,26840.61480153846,5400.166009706138,0.19857174688527884
2016-03-26T18:00:00Z,0.2361655427685537,23463.01570701943,5541.155839435345,0.19857448846376802
2016-03-26T19:00:00Z,0.1985510673485291,26533.999986112056,5268.3540182684055,0.19838863391029657
2016-03-26T20:00:00Z,0.1772826439045791,28876.739803076922,5119.3447796340715,0.1980621554380613
2016-03-27T18:00:00Z,0.26153332384175026,22954.479052304396,6003.361203604999,0.19907840751969885
2016-03-27T19:00:00Z,0.2117033383107844,25875.810081043222,5477.995375652698,0.1997184357381506
2016-03-27T20:00:00Z,0.19007698799786188,28236.390946153846,5367.08814297502,0.2001860637425702
2016-03-28T18:00:00Z,0.23036742907920912,17905.314244528865,4124.801209367456,0.1998479407171679
2016-03-28T19:00:00Z,0.18150110470817482,20990.497181556617,3809.7984268263563,0.19939243544542742
2016-03-28T20:00:00Z,0.17149372010499084,23611.555296923078,4049.23345533404,0.19895194905951202
2016-03-29T18:00:00Z,0.3861548861608891,14921.246597631089,5761.912281286787,0.20019422945834364
2016-03-29T19:00:00Z,0.29080842319086575,18672.3334026709,5430.071834124858,0.20092420568660832
2016-03-29T20:00:00Z,0.24821235539657424,21482.085786153846,5332.119111812515,0.20139596168944776
2016-03-30T18:00:00Z,0.25788398012982133,20568.146926549773,5304.195593313606,0.2018266355300188
2016-03-30T19:00:00Z,0.21165340337006674,23924.090467255137,5063.61516992792,0.20174363629548142
2016-03-30T20:00:00Z,0.1938278663676345,26378.15174,5112.820870485905,0.2014625755386948
2016-03-31T18:00:00Z,0.24082316022953104,20864.489260432438,5024.65224027245,0.20115611931374125
2016-03-31T19:00:00Z,0.20674103887126385,23578.059302970505,4874.55247486439,0.20090393737419443
2016-03-31T20:00:00Z,0.19824797335520558,25273.00211692308,5010.32145028182,0.20073357981760453
2016-04-01T18:00:00Z,0.27633342185027415,19578.987274929154,5410.328550044146,0.20119107419392357
2016-04-01T19:00:00Z,0.2322740882533118,22070.879353052867,5126.493378679199,0.20136024999822458
2016-04-01T20:00:00Z,0.2066179502893534,23742.28930153846,4905.583150660721,0.20121483305338006
2016-04-02T18:00:00Z,0.42436008494379684,15393.37159647287,6532.332478250657,0.20253537285651702
2016-04-02T19:00:00Z,0.34276314295573745,18431.902095073547,6317.77669275985,0.20332205511952847
2016-04-02T20:00:00Z,0.30331501043462483,20817.58318,6314.285459465372,0.20373026281514275
2016-04-03T18:00:00Z,0.47783401956510024,13821.814064001144,6604.532971883099,0.2051917669808021
2016-04-03T19:00:00Z,0.3844103536415719,16877.158787343404,6487.75457790764,0.20616209342088337
2016-04-03T20:00:00Z,0.328172026472198,19283.664315384616,6328.35919618938,0.206637783074351
2016-04-04T18:00:00Z,0.400506214025718,15530.843489377416,6220.199326556522,0.2079930520586167
2016-04-04T19:00:00Z,0.2850565542139883,18919.647499174254,5393.169523057913,0.20849466376081058
2016-04-04T20:00:00Z,0.23520824427607065,21757.54303230769,5117.553496390146,0.2086336101843704
2016-04-05T18:00:00Z,0.3102354678558902,15368.65826016738,4767.902885660318,0.2097556951671229
2016-04-05T19:00:00Z,0.19276590170644642,18809.392737693055,3625.8095516320873,0.20974580288355188
2016-04-05T20:00:00Z,0.15861523626564838,21946.557190769232,3481.0583540314265,0.20937339172659356
2016-04-06T18:00:00Z,0.2436154916854798,17821.054699028242,4341.485002857596,0.20883649437582272
2016-04-06T19:00:00Z,0.18509624686430975,21281.23192311788,3939.076157618057,0.20808319619316384
2016-04-06T20:00:00Z,0.16816032453050642,24078.97636,4049.1284790599916,0.20729522303791661
2016-04-07T18:00:00Z,0.2828730653441519,21078.668221826465,5962.587493280415,0.20735982109803722
2016-04-07T19:00:00Z,0.22808611573084614,23997.169471047193,5473.421173185998,0.20738714324317414
2016-04-07T20:00:00Z,0.20355195351384572,26112.724243076922,5315.296031246666,0.20740683500469992
2016-04-08T18:00:00Z,0.23472255291646238,22529.40152791339,5288.15864231188,0.20786281616170774
